domain,dataset,unit,proposal_source,model_family,trial_type,verification_mode,block_definition,rho,alpha,K,seeds,non_empty_seeds,mean_release,min_release,max_release,PARC_FTR_mean,PARC_FTR_max,raw_topK_FTR_mean,raw_only_tail_FTR_mean,raw_topR_matched_FTR_mean,raw_topK_unstable_mean,PARC_unstable_mean,raw_only_tail_unstable_mean,unstable_followups_prevented_mean,PARC_DFT_efficiency_per100_mean,raw_DFT_efficiency_per100_mean,raw_tail_DFT_efficiency_per100_mean,observed_positives_mean,calibration_blocks_mean,followup_blocks_mean,block_coverage_mean,best_mass_ratio_mean,max_observed_e_mean,required_e,evidence_status,trial_status,interpretation
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,100,20,20,100.0,100,100,0.08549999999999999,0.22,0.08549999999999999,0.0,0.08549999999999999,8.55,8.55,0.0,0.0,91.45,91.45,0.0,1652.1,3686.0,3686.0,0.9963646228974496,11.845028343700664,164.63075209102777,10.0,completed_quasi_prospective_public_DFT_label_trial,GO_certified_computational_followup_queue,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,300,20,20,115.1,39,211,0.08700249484918587,0.17535545023696683,0.25316666666666665,0.34607907222207956,0.08700249484918587,75.95,11.7,64.25,64.25,91.29975051508143,74.68333333333335,65.39209277779204,1652.1,3686.0,3686.0,0.9963646228974496,3.9565731383243445,164.63075209102777,10.0,completed_quasi_prospective_public_DFT_label_trial,GO_certified_computational_followup_queue,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,500,20,20,90.75,37,151,0.04822076682610132,0.12222222222222222,0.3269,0.386651838862942,0.04822076682610132,163.45,5.15,158.3,158.3,95.17792331738988,67.31,61.33481611370579,1652.1,3686.0,3686.0,0.9963646228974496,2.3739438829946065,164.63075209102777,10.0,completed_quasi_prospective_public_DFT_label_trial,GO_certified_computational_followup_queue,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,1000,20,15,60.8,0,103,0.005972493447761961,0.06896551724137931,0.39099999999999996,0.41627105628196565,0.005972493447761961,391.0,0.5,390.5,390.5,74.4027506552238,60.9,58.37289437180344,1652.1,3686.0,3686.0,0.9963646228974496,1.1869719414973032,164.63075209102777,10.0,completed_quasi_prospective_public_DFT_label_trial,boundary_or_partial_release,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,5000,20,0,0.0,0,0,0.0,0.0,0.51548,0.51548,0.0,2577.4,0.0,2577.4,2577.4,0.0,48.452000000000005,48.452000000000005,1652.1,3686.0,3686.0,0.9963646228974496,0.23739438829946063,164.63075209102777,10.0,completed_quasi_prospective_public_DFT_label_trial,certified_refusal_or_low_power,unsupported_followup_budget_refused
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,100,20,20,100.0,100,100,0.03,0.1,0.03,0.0,0.03,3.0,3.0,0.0,0.0,97.0,97.0,0.0,1652.1,3686.0,3686.0,0.9957677699403146,13.443074227562992,164.5441668977051,10.0,completed_quasi_prospective_public_DFT_label_trial,GO_certified_computational_followup_queue,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,300,20,20,163.8,43,300,0.09155623868979505,0.21739130434782608,0.23499999999999996,0.38140121299730384,0.09155623868979505,70.5,17.95,52.55,52.55,90.8443761310205,76.49999999999999,56.85987870026961,1652.1,3686.0,3686.0,0.9957677699403146,4.747047784109154,164.5441668977051,10.0,completed_quasi_prospective_public_DFT_label_trial,GO_certified_computational_followup_queue,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,500,20,20,118.8,40,184,0.03189720598428158,0.09302325581395349,0.32589999999999997,0.41665330080335206,0.03189720598428158,162.95,4.7,158.25,158.25,96.81027940157186,67.41000000000001,58.33466991966479,1652.1,3686.0,3686.0,0.9957677699403146,2.8482286704654927,164.5441668977051,10.0,completed_quasi_prospective_public_DFT_label_trial,GO_certified_computational_followup_queue,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,1000,20,16,83.05,0,150,0.0135530164863021,0.07563025210084033,0.4096,0.4451979469933902,0.0135530164863021,409.6,1.65,407.95,407.95,78.64469835136978,59.039999999999985,55.48020530066098,1652.1,3686.0,3686.0,0.9957677699403146,1.4241143352327463,164.5441668977051,10.0,completed_quasi_prospective_public_DFT_label_trial,boundary_or_partial_release,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,5000,20,0,0.0,0,0,0.0,0.0,0.40651000000000004,0.40651000000000004,0.0,2032.55,0.0,2032.55,2032.55,0.0,59.34899999999999,59.34899999999999,1652.1,3686.0,3686.0,0.9957677699403146,0.2848228670465493,164.5441668977051,10.0,completed_quasi_prospective_public_DFT_label_trial,certified_refusal_or_low_power,unsupported_followup_budget_refused
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,100,20,20,100.0,100,100,0.0465,0.12,0.0465,0.0,0.0465,4.65,4.65,0.0,0.0,95.35,95.35,0.0,1652.1,3686.0,3686.0,0.9970293000542594,12.5348302127409,164.72716821556327,10.0,completed_quasi_prospective_public_DFT_label_trial,GO_certified_computational_followup_queue,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,300,20,20,197.0,63,300,0.11342244253168243,0.1885245901639344,0.184,0.2925653944396247,0.11342244253168243,55.2,24.5,30.7,30.7,88.65775574683174,81.6,60.74346055603753,1652.1,3686.0,3686.0,0.9970293000542594,4.230414794477294,164.72716821556327,10.0,completed_quasi_prospective_public_DFT_label_trial,boundary_or_partial_release,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,500,20,20,102.75,39,211,0.041313956033397145,0.11374407582938388,0.2209,0.26619223464601494,0.041313956033397145,110.45,5.05,105.4,105.4,95.86860439666029,77.91,73.38077653539851,1652.1,3686.0,3686.0,0.9970293000542594,2.5382488766863767,164.72716821556327,10.0,completed_quasi_prospective_public_DFT_label_trial,GO_certified_computational_followup_queue,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,1000,20,16,68.7,0,120,0.008809616477836528,0.07547169811320754,0.2916,0.3121647788471218,0.008809616477836528,291.6,0.9,290.7,290.7,79.11903835221634,70.83999999999999,68.78352211528782,1652.1,3686.0,3686.0,0.9970293000542594,1.2691244383431883,164.72716821556327,10.0,completed_quasi_prospective_public_DFT_label_trial,boundary_or_partial_release,certified_stopping_decision_not_reranking
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,quasi_prospective_public_DFT_label_followup,pre_release_top_score_DFT_stable_positives_in_calibration_blocks,composition_family_pair,0.1,0.1,5000,20,0,0.0,0,0,0.0,0.0,0.5366899999999999,0.5366899999999999,0.0,2683.45,0.0,2683.45,2683.45,0.0,46.331,46.331,1652.1,3686.0,3686.0,0.9970293000542594,0.2538248876686377,164.72716821556327,10.0,completed_quasi_prospective_public_DFT_label_trial,certified_refusal_or_low_power,unsupported_followup_budget_refused
