claim_uid,source_family,paper_or_leaderboard_id,source_snapshot_date,original_rank_or_priority,material_id,reduced_formula,formula,chemical_system,prototype_or_wyckoff_label,original_energy_or_margin,stable_exact_t0,e_above_hull_t0,e_above_hull_t1_current_mp,stable_exact_t1_current_mp,t1_label_status,drift_class,claim_decay_status,is_decayed,is_unresolved,K300_PARC_release_seed_count,K500_PARC_release_seed_count,K300_raw_topK_requested_budget_seed_count,K500_raw_topK_requested_budget_seed_count,t1_label_source,evidence_scope
matbench_discovery_wbm::wbm-1-412,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,1,wbm-1-412,Ag1 Pm1 Te2,Ag1 Pm1 Te2,Ag-Pm-Te,ABC2_cF16_225_a_b_c:Ag-Pm-Te,-0.66647,True,-0.66647,19.13737327,False,labelable_current_MP_hull,stable_to_unstable,decayed_to_current_reference_unstable,True,False,6.0,1.0,9.0,9.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-3483,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,2,wbm-1-3483,As2 Br10,As2 Br10,As-Br,AB5_oP12_59_a_aef:As-Br,-0.065736,True,-0.065736,-0.6830980000000011,True,labelable_current_MP_hull,stable_to_stable,retained_current_reference_stable,False,False,0.0,0.0,2.0,8.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-6237,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,3,wbm-1-6237,Br6 Er2,Br6 Er2,Br-Er,A3B_mC16_12_ij_g:Br-Er,-2.371134,True,-2.371134,-2.3711600000000037,True,labelable_current_MP_hull,stable_to_stable,retained_current_reference_stable,False,False,17.0,17.0,17.0,17.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-6238,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,4,wbm-1-6238,Br6 Er2,Br6 Er2,Br-Er,A3B_mP8_11_3e_e:Br-Er,-2.30994,True,-2.30994,-2.3099649999999983,True,labelable_current_MP_hull,stable_to_stable,retained_current_reference_stable,False,False,17.0,17.0,17.0,17.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-6239,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,5,wbm-1-6239,Br6 Er2,Br6 Er2,Br-Er,A3B_hP8_194_h_c:Br-Er,-2.303959,True,-2.303959,-2.3039849999999973,True,labelable_current_MP_hull,stable_to_stable,retained_current_reference_stable,False,False,17.0,17.0,17.0,17.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-6267,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,6,wbm-1-6267,Br6 I2,Br6 I2,Br-I,A3B_aP8_2_3i_i:Br-I,-0.249214,True,-0.249214,-0.5276330000000016,True,labelable_current_MP_hull,stable_to_stable,retained_current_reference_stable,False,False,0.0,0.0,0.0,4.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-6280,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,7,wbm-1-6280,Br6 Pd2,Br6 Pd2,Br-Pd,A3B_mC16_12_ij_g:Br-Pd,-0.136665,True,-0.136665,-0.6997190000000018,True,labelable_current_MP_hull,stable_to_stable,retained_current_reference_stable,False,False,0.0,0.0,6.0,12.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-6380,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,8,wbm-1-6380,Br6 Yb2,Br6 Yb2,Br-Yb,A3B_mC16_12_ij_g:Br-Yb,-0.01169,True,-0.01169,,False,unresolved_current_MP_missing_element_reference,stable_to_unresolved,unresolved_current_reference_label,False,True,3.0,0.0,11.0,11.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-6397,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,9,wbm-1-6397,Br8 Ce2,Br8 Ce2,Br-Ce,A4B_tI20_141_h_a:Br-Ce,-0.18754,True,-0.18754,-2.048099999999998,True,labelable_current_MP_hull,stable_to_stable,retained_current_reference_stable,False,False,2.0,0.0,10.0,10.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
matbench_discovery_wbm::wbm-1-6398,matbench_discovery_wbm,Matbench_Discovery_WBM_public_safe_snapshot,2023-12-13_wbm_summary_via_existing_public_safe_snapshot,10,wbm-1-6398,Br8 Ce2,Br8 Ce2,Br-Ce,A4B_tI20_88_f_a:Br-Ce,-0.188298,True,-0.188298,-2.0488580000000027,True,labelable_current_MP_hull,stable_to_stable,retained_current_reference_stable,False,False,6.0,2.0,10.0,10.0,Materials Project current API GGA/GGA+U ComputedEntry hull,b_line_wbm_versioned_claim_decay_pilot;public_t0_t1_reference_drift;current_mp_public_reference;not_independent_DFT;not_prospective_discovery;not_A_paper_main_evidence
