planning_block,rows,simulated_disagreements,simulated_disagreement_rate,mean_label_agreement,mean_cohens_kappa,min_cohens_kappa,max_cohens_kappa,target_reference,paper_use,abs_distance_to_0p84
audit2000_primary_distribution,2000,0,0.0,1.0,1.0,1.0,1.0,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.16000000000000003
audit2000_primary_distribution,2000,20,0.01,0.99,0.8753869067117996,0.8741988036306224,0.875690693583775,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.03538690671179967
audit2000_primary_distribution,2000,40,0.02,0.9800000000000001,0.7763060726490828,0.7751324610346718,0.7774841805159581,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.06369392735091717
audit2000_primary_distribution,2000,60,0.03,0.97,0.6926780669557282,0.6891070896537429,0.6965037228876658,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.14732193304427177
audit2000_primary_distribution,2000,80,0.04,0.96,0.6280371336901401,0.625760758208704,0.6306334175181331,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.21196286630985983
audit2000_primary_distribution,2000,100,0.05,0.95,0.566125564093216,0.5538681858942037,0.5736044072248468,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.27387443590678395
audit2000_primary_distribution,2000,120,0.06,0.9399999999999998,0.5217866367489508,0.513817705948845,0.5282379096221772,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.3182133632510492
audit2000_primary_distribution,2000,140,0.07,0.93,0.47525111360177974,0.465465236149823,0.4840450133871898,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.36474888639822023
audit2000_primary_distribution,2000,160,0.08,0.9200000000000002,0.43771532800418084,0.4282590129606537,0.4433427269248169,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.40228467199581913
audit2000_primary_distribution,2000,180,0.09,0.9099999999999999,0.4087016512977136,0.40321072629254595,0.41239455746781234,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.4312983487022864
audit2000_primary_distribution,2000,200,0.1,0.9,0.37736657479413405,0.37219942085396573,0.3850694871479528,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.4626334252058659
audit2000_primary_distribution,2000,220,0.11,0.89,0.3495330887729306,0.3426183511075385,0.35530757689422365,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.49046691122706937
audit2000_primary_distribution,2000,240,0.12,0.8800000000000001,0.32722027994871,0.32296816398839456,0.33182064952601004,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.51277972005129
audit2000_primary_distribution,2000,260,0.13,0.8699999999999999,0.2996440052832727,0.29104411477995784,0.310587127866201,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5403559947167274
audit2000_primary_distribution,2000,280,0.14,0.86,0.2835853742340397,0.2667143302352012,0.29467035285375065,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5564146257659603
audit2000_primary_distribution,2000,300,0.15,0.85,0.2571175235828985,0.2388221025763333,0.2735699316066088,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5828824764171014
audit2000_primary_distribution,2000,320,0.16,0.8400000000000001,0.2551533517551424,0.2509258088830835,0.2623184179496368,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5848466482448575
audit2000_primary_distribution,2000,340,0.17,0.8299999999999998,0.24187187170301055,0.22962412454712045,0.25516591726864923,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.5981281282969895
audit2000_primary_distribution,2000,360,0.18,0.82,0.225403722208639,0.21940134588217908,0.22887850016868244,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.614596277791361
audit2000_primary_distribution,2000,380,0.19,0.8100000000000002,0.20897951172807944,0.19894767020253984,0.21767156411130037,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6310204882719206
audit2000_primary_distribution,2000,400,0.2,0.8,0.19978448826432946,0.18910316837664531,0.20577954227089468,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6402155117356705
audit2000_primary_distribution,2000,420,0.21,0.79,0.18260924808641305,0.17688537344906594,0.19626069858340964,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6573907519135869
audit2000_primary_distribution,2000,440,0.22,0.78,0.1742633894671794,0.16100024025902232,0.18872624489035827,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6657366105328206
audit2000_primary_distribution,2000,460,0.23,0.77,0.16640577847790378,0.16068655839523288,0.17205207792429877,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6735942215220962
audit2000_primary_distribution,2000,480,0.24,0.76,0.15750017522877266,0.14485375663072395,0.1671893421056056,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6824998247712273
audit2000_primary_distribution,2000,500,0.25,0.75,0.15330738219565848,0.14649696750372543,0.16141362182940955,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6866926178043415
audit2000_primary_distribution,2000,520,0.26,0.74,0.14566233279286067,0.1400566570364035,0.1533357756339804,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.6943376672071393
audit2000_primary_distribution,2000,540,0.27,0.73,0.1392333567434577,0.13404015968940888,0.1521192308779333,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7007666432565423
audit2000_primary_distribution,2000,560,0.28,0.72,0.1359899518299154,0.12461633575340433,0.1410153658545938,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7040100481700846
audit2000_primary_distribution,2000,580,0.29,0.71,0.11741913384606917,0.10252006177137786,0.13053580730874587,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7225808661539308
audit2000_primary_distribution,2000,600,0.3,0.7,0.11770267842653379,0.10688435864249364,0.12773708832824995,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7222973215734662
audit2000_primary_distribution,2000,620,0.31,0.69,0.11390369404803753,0.10478298567869354,0.12148950038257704,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7260963059519624
audit2000_primary_distribution,2000,640,0.32,0.68,0.10953498475319742,0.09556871063427498,0.12254243329951496,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7304650152468025
audit2000_primary_distribution,2000,660,0.33,0.67,0.09670898573668738,0.0868666520934274,0.1055565267946801,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7432910142633126
audit2000_primary_distribution,2000,680,0.34,0.66,0.08822112409841754,0.0796551684467894,0.09928108059778568,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7517788759015824
audit2000_primary_distribution,2000,700,0.35,0.65,0.08275971727069484,0.076111882850987,0.09320081974645904,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7572402827293051
audit2000_primary_distribution,2000,720,0.36,0.64,0.08504972287166235,0.07726259696752603,0.09598334098190014,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7549502771283376
audit2000_primary_distribution,2000,740,0.37,0.63,0.07906322647028376,0.07191818833413703,0.09761654922471241,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7609367735297162
audit2000_primary_distribution,2000,760,0.38,0.62,0.07247411139835318,0.05907405458608538,0.08798814384586995,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7675258886016468
audit2000_primary_distribution,2000,780,0.39,0.61,0.06769347341704346,0.05854748360605265,0.07238214050199557,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7723065265829565
audit2000_primary_distribution,2000,800,0.4,0.6,0.07129008041762788,0.06839983114746927,0.07453466446097427,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7687099195823721
audit2000_primary_distribution,2000,820,0.41,0.59,0.06162623989047178,0.055475821332884916,0.0676722162909498,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7783737601095282
audit2000_primary_distribution,2000,840,0.42,0.58,0.05361964157422997,0.0470415461524018,0.06794772074382208,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.78638035842577
audit2000_primary_distribution,2000,860,0.43,0.57,0.05889959412008394,0.043768707664527326,0.06821732639046868,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.781100405879916
audit2000_primary_distribution,2000,880,0.44,0.56,0.050013819012993246,0.04064555832520725,0.05811283273100711,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7899861809870067
audit2000_primary_distribution,2000,900,0.45,0.55,0.05240420112664536,0.04826813881960936,0.05673478264287229,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7875957988733546
audit2000_primary_distribution,2000,920,0.46,0.54,0.04389066738063076,0.039561706072475666,0.04800437917985607,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.7961093326193692
audit2000_primary_distribution,2000,940,0.47,0.53,0.043755356978850066,0.040431519987097035,0.0496391661898013,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.79624464302115
audit2000_primary_distribution,2000,960,0.48,0.52,0.03815412093196654,0.02475348358563622,0.04759542647387097,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8018458790680334
audit2000_primary_distribution,2000,980,0.49,0.51,0.03405478538410876,0.028632542593967303,0.03947512216063213,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8059452146158912
audit2000_primary_distribution,2000,1000,0.5,0.5,0.03848466553376246,0.03232424105190225,0.05068308098907432,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8015153344662375
audit2000_primary_distribution,2000,1020,0.51,0.49000000000000005,0.034528797701379454,0.025551566473623815,0.04020731521991237,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8054712022986206
audit2000_primary_distribution,2000,1040,0.52,0.48,0.027385272972006713,0.016192618133745784,0.034264571577942014,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8126147270279933
audit2000_primary_distribution,2000,1060,0.53,0.4699999999999999,0.027451275148920366,0.0225248091963816,0.03268652609898443,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8125487248510797
audit2000_primary_distribution,2000,1080,0.54,0.4600000000000001,0.024811416746067197,0.01857572619716733,0.031168128660872572,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8151885832539327
audit2000_primary_distribution,2000,1100,0.55,0.45,0.021746421518121395,0.013968481054300768,0.031193371601195147,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8182535784818785
audit2000_primary_distribution,2000,1120,0.56,0.44000000000000006,0.019141785859983558,0.011961005982487819,0.02739912196718954,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8208582141400164
audit2000_primary_distribution,2000,1140,0.57,0.43,0.011589471560138743,0.0043176803047486525,0.020479286359014085,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8284105284398612
audit2000_primary_distribution,2000,1160,0.58,0.42000000000000004,0.013981144464852205,0.008921839389803352,0.016051508007092895,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8260188555351478
audit2000_primary_distribution,2000,1180,0.59,0.41,0.015633680918020598,0.012481232959024651,0.017972354257318607,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8243663190819793
audit2000_primary_distribution,2000,1200,0.6,0.4,0.013842448892602869,0.008255446950344199,0.021285810234658982,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8261575511073971
audit2000_primary_distribution,2000,1220,0.61,0.39,0.00894519997196189,0.0018531169590882187,0.011890520709397855,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8310548000280381
audit2000_primary_distribution,2000,1240,0.62,0.38,0.007334247528965344,0.000953927862428282,0.010084366358196076,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8326657524710346
audit2000_primary_distribution,2000,1260,0.63,0.37,0.0008375701728259098,-0.003698149730256117,0.004501470533046026,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.839162429827174
audit2000_primary_distribution,2000,1280,0.64,0.36,-0.0007772080617710133,-0.005282839861192493,0.00364797170360234,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.840777208061771
audit2000_primary_distribution,2000,1300,0.65,0.35,0.002988950101933991,-0.003881159003964625,0.009881383789778046,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.837011049898066
audit2000_primary_distribution,2000,1320,0.66,0.34,0.0005469700223674684,-0.003103160420892896,0.010334135937354196,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8394530299776325
audit2000_primary_distribution,2000,1340,0.67,0.33,-0.0015667913092329954,-0.011033850016900843,0.004524954107857461,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.841566791309233
audit2000_primary_distribution,2000,1360,0.68,0.32,-0.004041902117897355,-0.013252749938161801,0.0008823090785269829,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8440419021178973
audit2000_primary_distribution,2000,1380,0.69,0.31,-0.008543075483770163,-0.012482515417430779,-0.005493784882619605,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8485430754837702
audit2000_primary_distribution,2000,1400,0.7,0.3,-0.007873042754870866,-0.020001129286964726,-0.0007319639507754421,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8478730427548709
audit2000_primary_distribution,2000,1420,0.71,0.29,-0.010017767360747694,-0.01374698017624923,-0.004899948764256163,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8500177673607476
audit2000_primary_distribution,2000,1440,0.72,0.28,-0.008116277303436097,-0.01153394556893694,-0.0055384920483901295,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8481162773034361
audit2000_primary_distribution,2000,1460,0.73,0.27,-0.009607664773593943,-0.019529221907169075,-0.0049746243907341225,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.849607664773594
audit2000_primary_distribution,2000,1480,0.74,0.26,-0.015327290982008324,-0.018707040504617935,-0.010918949231718588,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8553272909820083
audit2000_primary_distribution,2000,1500,0.75,0.25,-0.014078888976097433,-0.02259073362363551,-0.008948023706242808,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8540788889760974
audit2000_primary_distribution,2000,1520,0.76,0.24,-0.016345138542632733,-0.02627708198367212,-0.0038824493278775906,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8563451385426327
audit2000_primary_distribution,2000,1540,0.77,0.23000000000000004,-0.014423988096840886,-0.017032655333576813,-0.010739434655367398,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8544239880968408
audit2000_primary_distribution,2000,1560,0.78,0.22000000000000003,-0.016221810163718174,-0.022002535352443453,-0.011994075942370853,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8562218101637181
audit2000_primary_distribution,2000,1580,0.79,0.21000000000000002,-0.01526539674114413,-0.02246974330832379,-0.011338836595487843,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8552653967411441
audit2000_primary_distribution,2000,1600,0.8,0.2,-0.017619276661461552,-0.022907371262312452,-0.011929382508041634,kappa_0p84_reference_only_not_audit_evidence,planning_only_not_audit_evidence,0.8576192766614615
