seed,rho,alpha,K,arm,material_id,formula,chemical_system,composition_family_pair,alignn_score,alignn_predicted_e_above_hull,e_hull,stable_exact,_evalue,raw_rank_within_test,released_n_for_seed_budget,required_e,best_mass_ratio,self_consistency_margin,selection_tau,match_confidence,alex_match_count,alex_material_ids,alex_min_e_above_hull,alex_stable_exact,alex_source_files,formula_only_candidate_count,wbm_stable_DFT,wbm_e_above_hull,included_in_alex_exact_metrics,alex_stable_exact_bool,source_discordant_exact,either_source_near_hull_25meV_exact,source_uncertain_or_boundary_exact,paper_role
0,0.1,0.1,300,raw_topK_requested_budget,wbm-3-23005,F6 Mg1 Pa1,F-Mg-Pa,3|F-Mg,2.9448929999999995,-2.9448929999999995,-2.615062,True,164.72520471273907,1,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-2.615062,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-5-6641,F6 Hg1 Pa1,F-Hg-Pa,3|F-Hg,2.83655,-2.83655,-2.728363,True,164.72520471273907,2,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-2.728363,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-4-10427,Cd1 F6 Pa1,Cd-F-Pa,3|Cd-F,2.794154,-2.794154,-2.607102,True,164.72520471273907,3,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-2.607102,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-1-6237,Br6 Er2,Br-Er,2|Br-Er,2.792874,-2.792874,-2.371134,True,164.72520471273907,4,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,exact_structure_match,1.0,alex<agm002138982>,0.0001318274999997,False,alex_mp_20/train.csv,7.0,True,-2.371134,True,False,True,True,True,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-2-6860,Br6 Er2,Br-Er,2|Br-Er,2.792474,-2.792474,-2.37129,True,164.72520471273907,5,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,exact_structure_match,1.0,alex<agm002201455>,0.0,True,alex_mp_20/train.csv,7.0,True,-2.37129,True,True,False,True,True,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-1-6239,Br6 Er2,Br-Er,2|Br-Er,2.736674,-2.736674,-2.303959,True,164.72520471273907,6,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,exact_structure_match,1.0,mp-1184200,0.0672894412499998,False,alex_mp_20/train.csv,7.0,True,-2.303959,True,False,True,False,True,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-2-6861,Br6 Er2,Br-Er,2|Br-Er,2.715074,-2.715074,-2.319751,True,164.72520471273907,7,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,exact_structure_match,1.0,alex<agm002201456>,0.0514774012499996,False,alex_mp_20/train.csv,7.0,True,-2.319751,True,False,True,False,True,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-3-10261,Br6 Er2,Br-Er,2|Br-Er,2.7071739999999997,-2.7071739999999997,-2.300818,True,164.72520471273907,8,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,exact_structure_match,1.0,alex<agm002257637>,0.0705172487499998,False,alex_mp_20/train.csv,7.0,True,-2.300818,True,False,True,False,True,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-2-7017,Br8 Er2,Br-Er,2|Br-Er,2.6282739999999998,-2.6282739999999998,-1.859184,True,164.72520471273907,9,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-1.859184,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-1-6406,Br8 Er2,Br-Er,2|Br-Er,2.563573,-2.563573,-1.908747,True,164.72520471273907,10,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-1.908747,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-1-6407,Br8 Er2,Br-Er,2|Br-Er,2.5557730000000003,-2.5557730000000003,-1.839014,True,164.72520471273907,11,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-1.839014,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-3-10122,Br8 Er4,Br-Er,2|Br-Er,2.4518750000000002,-2.4518750000000002,-1.981241,True,164.72520471273907,12,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,formula_only_no_structure_match,0.0,,,,,1.0,True,-1.981241,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-3-10123,Br2 Er1,Br-Er,2|Br-Er,2.442075,-2.442075,-2.044082,True,164.72520471273907,13,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,exact_structure_match,1.0,alex<agm002257522>,0.0642573533333337,False,alex_mp_20/train.csv,1.0,True,-2.044082,True,False,True,False,True,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-3-10124,Br2 Er1,Br-Er,2|Br-Er,2.4216749999999996,-2.4216749999999996,-1.980797,True,164.72520471273907,14,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,formula_only_no_structure_match,0.0,,,,,1.0,True,-1.980797,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-1-6238,Br6 Er2,Br-Er,2|Br-Er,2.299775,-2.299775,-2.30994,True,164.72520471273907,15,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,exact_structure_match,2.0,mp-1184200;alex<agm002138983>,0.0613224937499996,False,alex_mp_20/train.csv,7.0,True,-2.30994,True,False,True,False,True,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-5-6415,Cr1 F6 Pa1,Cr-F-Pa,3|Cr-F,2.2388760000000003,-2.2388760000000003,-1.611739,True,164.72520471273907,16,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-1.611739,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-5-6417,Cr1 F6 Pa1,Cr-F-Pa,3|Cr-F,2.235576,-2.235576,-1.839756,True,164.72520471273907,17,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-1.839756,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-5-6416,Cr1 F6 Pa1,Cr-F-Pa,3|Cr-F,2.2353760000000005,-2.2353760000000005,-1.583051,True,164.72520471273907,18,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-1.583051,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-5-6414,Cr1 F6 Pa1,Cr-F-Pa,3|Cr-F,2.227276,-2.227276,-1.678552,True,164.72520471273907,19,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-1.678552,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-2-6859,Br6 Er4,Br-Er,2|Br-Er,2.181376,-2.181376,-1.862534,True,164.72520471273907,20,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,exact_structure_match,1.0,alex<agm002201457>,0.0345285410000002,False,alex_mp_20/train.csv,2.0,True,-1.862534,True,False,True,False,True,candidate_level_source_uncertainty_diagnostic_not_primary_validation
0,0.1,0.1,300,raw_topK_requested_budget,wbm-5-6739,F6 Lu1 Pa1,F-Lu-Pa,3|F-Lu,2.1370219999999995,-2.1370219999999995,-1.837425,True,164.72520471273907,21,57,10.0,2.965053684829303,10.139041049228304,52.63157894736842,no_formula_match,0.0,,,,,0.0,True,-1.837425,False,,False,False,False,candidate_level_source_uncertainty_diagnostic_not_primary_validation
