domain,proposal_source,phi,coverage_numeric,raw_risk,release_success_binary,PARC_FTR,figure_role
biomedical_cell_tracking,sequence_disjoint_learned_hybrid_appearance_linker,1.337801129860021,0.9963428416186753,0.0,True,0.0,success_domain_map
biomedical_cell_tracking,sequence_disjoint_learned_hybrid_appearance_linker,1.3378011298600212,0.9963428416186753,0.0,True,0.0,success_domain_map
biomedical_cell_tracking,random_score_negative_control,0.0562513371052834,0.9963428416186753,0.8074999999999999,False,0.0,success_domain_map
biomedical_cell_tracking,sequence_disjoint_learned_hybrid_appearance_linker,0.0,0.9963428416186753,0.0,True,0.0,success_domain_map
materials_discovery,cgcnn_ensemble_learned_materials_model,13.443074227562992,0.9957677699403146,0.0,True,0.03,success_domain_map
materials_discovery,alignn_ff_modern_learned_materials_model,3.956974570111012,0.9964731416169288,0.2531666666666666,True,0.0870024948491858,success_domain_map
materials_discovery,alignn_ff_modern_learned_materials_model,2.3741847420666065,0.9964731416169288,0.3269,True,0.0482207668261013,success_domain_map
materials_discovery,cgcnn_ensemble_learned_materials_model,0.2848228670465493,0.9957677699403146,0.40651,False,0.0,success_domain_map
materials_discovery,alignn_ff_modern_learned_materials_model,11.856871677644266,0.9974905046120458,0.0854999999999999,False,0.0854999999999999,success_domain_map
materials_discovery,alignn_ff_modern_learned_materials_model,3.9605287870530033,0.9974905046120458,0.2531666666666666,False,0.0777423456232636,success_domain_map
materials_discovery,cgcnn_ensemble_learned_materials_model,13.454839682450729,0.9967715680954964,0.03,False,0.03,success_domain_map
materials_discovery,cgcnn_ensemble_learned_materials_model,4.751199834988349,0.9967715680954964,0.2349999999999999,False,0.0754735617542761,success_domain_map
materials_discovery,alignn_ff_modern_learned_materials_model,10.420987239852158,0.9965455049944504,0.111,False,0.111,success_domain_map
materials_discovery,alignn_ff_modern_learned_materials_model,3.570534117662196,0.9965455049944504,0.2536666666666666,False,0.0765039672989856,success_domain_map
materials_discovery,cgcnn_ensemble_learned_materials_model,12.451872877922453,0.9962125416204218,0.0395,False,0.0395,success_domain_map
materials_discovery,cgcnn_ensemble_learned_materials_model,4.395410970948477,0.9962125416204218,0.2476666666666666,False,0.0739808949705763,success_domain_map
materials_discovery,alignn_ff_modern_learned_materials_model,11.828688491730604,0.994845360824742,0.0785,False,0.0785,success_domain_map
materials_discovery,alignn_ff_modern_learned_materials_model,3.951114713193084,0.994845360824742,0.1861666666666666,False,0.0973225250689857,success_domain_map
materials_discovery,cgcnn_ensemble_learned_materials_model,14.18071485212333,0.9948860553445472,0.0194999999999999,False,0.0194999999999999,success_domain_map
materials_discovery,cgcnn_ensemble_learned_materials_model,5.313297904485733,0.9948860553445472,0.1988333333333333,False,0.0917226955929853,success_domain_map
ecological_camera_traps,GroundingDINO-SwinT animal-present fallback,1.2911825934395256,0.9963428416186753,0.0,True,0.0,success_domain_map
earth_observation,geometry_building_linker,1.1552908087386202,0.9963428416186753,0.0,True,0.0,success_domain_map
earth_observation,geometry_building_linker,0.6352281046999336,0.9963428416186753,0.0,False,0.0,success_domain_map
materials_discovery,CGCNN ensemble learned materials model,2.3755677881720554,0.9963428416186753,0.2349999999999999,False,0.0263138538256426,success_domain_map
materials_discovery,CGCNN ensemble learned materials model,4.747047784109154,0.9963428416186753,0.2349999999999999,False,0.091556238689795,success_domain_map
materials_discovery,CGCNN ensemble learned materials model,2.8482286704654927,0.9963428416186753,0.3258999999999999,False,0.0318972059842815,success_domain_map
