domain,dataset,proposal_source,verification_mode,alpha,K,release_status,PARC_release_size,PARC_FTR,raw_topK_FTR,raw_minus_parc_FTR,evidence_mass_phi,phi_ge_1,max_observed_e,required_e,max_e_ge_required,coverage,block_stress_pass,release_success_binary,risk_success_binary,paper_status
biomedical_cell_tracking,Cell Tracking Challenge,sequence_disjoint_learned_hybrid_appearance_linker,controlled_partial_verification_masked_GT,0.1,100,strict_success,100.0,0.0,0.0,0.0,1.337801129860021,True,13.378011298600208,10.0,True,held_out_sequence_partial_verification,reverse_split_and_negative_control_available,True,True,main_flagship
biomedical_cell_tracking,Cell Tracking Challenge,sequence_disjoint_learned_hybrid_appearance_linker,controlled_partial_verification_masked_GT,0.1,300,strict_success,300.0,0.0,0.0,0.0,1.3378011298600212,True,13.378011298600208,10.0,True,held_out_sequence_partial_verification,reverse_split_and_negative_control_available,True,True,main_flagship
biomedical_cell_tracking,Cell Tracking Challenge,random_score_negative_control,controlled_partial_verification_masked_GT,0.1,100,certified_refusal,0.0,0.0,0.8074999999999999,0.8074999999999999,0.0562513371052834,False,9.804598402757112,10.0,False,held_out_sequence_partial_verification,negative_control_refused,False,True,control
biomedical_cell_tracking,Cell Tracking Challenge,sequence_disjoint_learned_hybrid_appearance_linker,human_confirmed_release_queue_audit,0.1,1064,strict_release_queue_human_audit_pass,1064.0,0.0,0.0,0.0,,False,,10.0,False,human_confirmed_release_queue_plus_calibration_review,human_confirmed_release_queue_FTR_0,True,True,human_audit_closeout
materials_discovery,Matbench Discovery WBM,cgcnn_ensemble_learned_materials_model,controlled_partial_DFT_positive_masking,0.1,100,strict_success,100.0,0.03,0.0,-0.03,13.443074227562992,True,164.5441668977051,10.0,True,0.9957677699403146,composition_family_sensitivity_available,True,True,main_flagship
materials_discovery,Matbench Discovery WBM,alignn_ff_modern_learned_materials_model,controlled_partial_DFT_positive_masking,0.1,300,strict_success,115.1,0.0870024948491858,0.2531666666666666,0.16616417181748078,3.956974570111012,True,164.64649454156125,10.0,True,0.9964731416169288,modern_model_sensitivity,True,True,co_primary_practical_benefit
materials_discovery,Matbench Discovery WBM,alignn_ff_modern_learned_materials_model,controlled_partial_DFT_positive_masking,0.1,500,strict_success,90.75,0.0482207668261013,0.3269,0.27867923317389875,2.3741847420666065,True,164.64649454156125,10.0,True,0.9964731416169288,modern_model_sensitivity,True,True,co_primary_practical_benefit
materials_discovery,Matbench Discovery WBM,cgcnn_ensemble_learned_materials_model,controlled_partial_DFT_positive_masking,0.1,5000,certified_refusal,0.0,0.0,0.40651,0.40651,0.2848228670465493,False,164.5441668977051,10.0,True,0.9957677699403146,unsafe_high_volume_refused,False,True,safety_guardrail
materials_discovery,Matbench Discovery WBM,alignn_ff_modern_learned_materials_model,materials_boundary_threshold_rerun,0.1,100,strict_alpha010_pass,100.0,0.0854999999999999,0.0854999999999999,0.0,11.856871677644266,True,164.79406777368217,10.0,True,0.9974905046120458,conservative_clear_stable_observed_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,alignn_ff_modern_learned_materials_model,materials_boundary_threshold_rerun,0.1,300,strict_alpha010_pass,109.15,0.0777423456232636,0.2531666666666666,0.175424321043403,3.9605287870530033,True,164.79406777368217,10.0,True,0.9974905046120458,conservative_clear_stable_observed_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,cgcnn_ensemble_learned_materials_model,materials_boundary_threshold_rerun,0.1,100,strict_alpha010_pass,100.0,0.03,0.03,0.0,13.454839682450729,True,164.68978331639784,10.0,True,0.9967715680954964,conservative_clear_stable_observed_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,cgcnn_ensemble_learned_materials_model,materials_boundary_threshold_rerun,0.1,300,strict_alpha010_pass,152.3,0.0754735617542761,0.2349999999999999,0.15952643824572382,4.751199834988349,True,164.68978331639784,10.0,True,0.9967715680954964,conservative_clear_stable_observed_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,alignn_ff_modern_learned_materials_model,materials_boundary_threshold_rerun,0.1,100,sensitivity_or_refusal,100.0,0.111,0.111,0.0,10.420987239852158,True,161.4372778493898,10.0,True,0.9965455049944504,margin_excluded_25meV,False,False,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,alignn_ff_modern_learned_materials_model,materials_boundary_threshold_rerun,0.1,300,strict_alpha010_pass,99.75,0.0765039672989856,0.2536666666666666,0.17716269936768098,3.570534117662196,True,161.4372778493898,10.0,True,0.9965455049944504,margin_excluded_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,cgcnn_ensemble_learned_materials_model,materials_boundary_threshold_rerun,0.1,100,strict_alpha010_pass,100.0,0.0395,0.0395,0.0,12.451872877922453,True,161.38993927851374,10.0,True,0.9962125416204218,margin_excluded_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,cgcnn_ensemble_learned_materials_model,materials_boundary_threshold_rerun,0.1,300,strict_alpha010_pass,142.65,0.0739808949705763,0.2476666666666666,0.17368577169609029,4.395410970948477,True,161.38993927851374,10.0,True,0.9962125416204218,margin_excluded_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,alignn_ff_modern_learned_materials_model,materials_boundary_threshold_rerun,0.1,100,strict_alpha010_pass,100.0,0.0785,0.0785,0.0,11.828688491730604,True,164.41034293313527,10.0,True,0.994845360824742,tolerance_positive_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,alignn_ff_modern_learned_materials_model,materials_boundary_threshold_rerun,0.1,300,strict_alpha010_pass,144.45,0.0973225250689857,0.1861666666666666,0.08884414159768089,3.951114713193084,True,164.41034293313527,10.0,True,0.994845360824742,tolerance_positive_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,cgcnn_ensemble_learned_materials_model,materials_boundary_threshold_rerun,0.1,100,strict_alpha010_pass,100.0,0.0194999999999999,0.0194999999999999,0.0,14.18071485212333,True,164.41624737184787,10.0,True,0.9948860553445472,tolerance_positive_25meV,False,True,materials_threshold_robustness
materials_discovery,Matbench Discovery WBM,cgcnn_ensemble_learned_materials_model,materials_boundary_threshold_rerun,0.1,300,strict_alpha010_pass,179.3,0.0917226955929853,0.1988333333333333,0.107110637740348,5.313297904485733,True,164.41624737184787,10.0,True,0.9948860553445472,tolerance_positive_25meV,False,True,materials_threshold_robustness
ecological_camera_traps,iWildCam camera-trap subset,GroundingDINO-SwinT animal-present fallback,real_human_partial_audit,0.2,50,operational_success_not_strict_alpha010,50.0,0.0,0.0,0.0,1.2911825934395256,True,6.455912967197628,5.0,True,camera_location_x_temporal_chunk,human_second_review_kappa_0.804,True,True,operational_real_audit
earth_observation,SpaceNet 7,geometry_building_linker,real_human_release_audit_diagnostic,0.2,50,diagnostic_low_volume_success,43.95,0.0,,,1.1552908087386202,True,,,False,AOI_time_blocks,K50_human_confirmed_but_not_primary,True,True,diagnostic_not_primary
earth_observation,SpaceNet 7,geometry_building_linker,real_human_partial_audit_initial_review,0.2,100,certified_refusal,0.0,0.0,,,0.6352281046999336,False,6.061336876907763,5.0,True,AOI_time_blocks,primary_real_audit_refusal,False,True,refusal_diagnostic
