domain,dataset,unit,target_row,proposal_source,block_definition,rho,alpha,K,seed,removal_mode,observed_positive_strategy,observed_positive_total,observed_positive_in_calibration,removed_from_calibration_null,released,actual_FTR,raw_topK_actual_FTR,max_observed_e,selected_e_min,selected_e_mean,selected_e_max,required_e,emax_effective,best_mass_ratio,self_consistency_margin,tau_k,n_cal_blocks,n_nonempty_null_cal_blocks,block_coverage,empty_reason,evidence_status
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,0,full_parc,top_score,2931,1367,1367,100,0.0,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,0,no_verified_positive_removal,top_score,2931,1367,0,0,0.0,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.045982808512626316,-9.540171914873737,,189,189,1.0,observed_e_below_required_emax,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,0,random_positive_removal,top_score,2931,1367,1367,0,0.0,0.0,3.1239074769632684,0.0,0.0,0.0,10.0,13.321283238137232,0.04780484614540313,-9.521951538545968,,189,189,1.0,observed_e_below_required_emax,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,full_parc,top_score,2931,1258,1258,100,0.0,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,no_verified_positive_removal,top_score,2931,1258,0,0,0.0,0.0,3.6206680733134573,0.0,0.0,0.0,10.0,13.321283238137232,0.04780484614540313,-9.521951538545968,,189,189,1.0,observed_e_below_required_emax,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,1,random_positive_removal,top_score,2931,1258,1258,0,0.0,0.0,3.6206680733134573,0.0,0.0,0.0,10.0,13.321283238137232,0.04780484614540313,-9.521951538545968,,189,189,1.0,observed_e_below_required_emax,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,full_parc,top_score,2931,1597,1597,100,0.0,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,no_verified_positive_removal,top_score,2931,1597,0,0,0.0,0.0,3.1239074769632684,0.0,0.0,0.0,10.0,13.321283238137232,0.04780484614540313,-9.521951538545968,,189,189,1.0,observed_e_below_required_emax,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,2,random_positive_removal,top_score,2931,1597,1597,0,0.0,0.0,3.1239074769632684,0.0,0.0,0.0,10.0,13.321283238137232,0.04844872857323805,-9.515512714267619,,189,189,1.0,observed_e_below_required_emax,completed_candidate_level_rerun
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,0.1,100,3,full_parc,top_score,2931,1455,1455,100,0.0,0.0,13.321283238137232,13.321283238137232,13.321283238137232,13.321283238137232,10.0,13.321283238137232,1.3321283238137231,3.321283238137232,10.0,189,189,1.0,,completed_candidate_level_rerun
