dataset,video_id,path_id,label,reason,auditor,confidence,review_status,verified_positive_for_calibration
BURST,2306,ovtb_v2306_p002927,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2306,ovtb_v2306_p002926,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1785,ovtb_v1785_p002335,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,394,ovtb_v394_p000678,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1785,ovtb_v1785_p002338,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2421,ovtb_v2421_p003133,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2008,ovtb_v2008_p002593,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,884,ovtb_v884_p001363,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2907,ovtb_v2907_p003681,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1505,ovtb_v1505_p002037,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,344,ovtb_v344_p000623,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1467,ovtb_v1467_p001919,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2492,ovtb_v2492_p002977,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,321,ovtb_v321_p000727,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2492,ovtb_v2492_p002982,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2680,ovtb_v2680_p003183,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,642,ovtb_v642_p001147,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2019,ovtb_v2019_p002754,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,259,ovtb_v259_p000355,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2492,ovtb_v2492_p002981,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,422,ovtb_v422_p000749,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,612,ovtb_v612_p001110,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,612,ovtb_v612_p001095,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2632,ovtb_v2632_p003331,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1505,ovtb_v1505_p002035,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,321,ovtb_v321_p000726,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1873,ovtb_v1873_p002238,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1443,ovtb_v1443_p001783,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,1993,ovtb_v1993_p002728,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2363,ovtb_v2363_p003036,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2708,ovtb_v2708_p003476,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1352,ovtb_v1352_p001689,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1873,ovtb_v1873_p002255,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2417,ovtb_v2417_p003113,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,277,ovtb_v277_p000487,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2331,ovtb_v2331_p002738,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2331,ovtb_v2331_p002741,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2331,ovtb_v2331_p002744,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2095,ovtb_v2095_p002683,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,1348,ovtb_v1348_p001889,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1273,ovtb_v1273_p001624,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,1067,ovtb_v1067_p001265,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1884,ovtb_v1884_p002281,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1348,ovtb_v1348_p001893,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,280,ovtb_v280_p000482,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1183,ovtb_v1183_p001502,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2632,ovtb_v2632_p003330,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2492,ovtb_v2492_p002986,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1496,ovtb_v1496_p002020,actually_false,wrong_category,codex_visual_audit_v1,high,model_assisted_visual_audit,no
BURST,2958,ovtb_v2958_p003740,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,280,ovtb_v280_p000477,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1348,ovtb_v1348_p001887,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2331,ovtb_v2331_p002754,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2280,ovtb_v2280_p002938,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2738,ovtb_v2738_p003416,actually_false,wrong_category,codex_visual_audit_v1,high,model_assisted_visual_audit,no
BURST,1499,ovtb_v1499_p001811,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,567,ovtb_v567_p000906,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1007,ovtb_v1007_p001390,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,1055,ovtb_v1055_p001462,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1605,ovtb_v1605_p001994,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2345,ovtb_v2345_p002994,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,890,ovtb_v890_p001297,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2632,ovtb_v2632_p003329,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2331,ovtb_v2331_p002749,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1016,ovtb_v1016_p001347,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2708,ovtb_v2708_p003478,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2915,ovtb_v2915_p003406,actually_false,wrong_category,codex_visual_audit_v1,high,model_assisted_visual_audit,no
BURST,2788,ovtb_v2788_p003525,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,111,ovtb_v111_p000112,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,890,ovtb_v890_p001301,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1348,ovtb_v1348_p001894,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1388,ovtb_v1388_p001939,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,58,ovtb_v58_p000071,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2392,ovtb_v2392_p003073,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1499,ovtb_v1499_p001801,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2591,ovtb_v2591_p003099,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2809,ovtb_v2809_p003559,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2019,ovtb_v2019_p002755,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1884,ovtb_v1884_p002278,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,823,ovtb_v823_p001124,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2331,ovtb_v2331_p002751,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1873,ovtb_v1873_p002253,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,2953,ovtb_v2953_p003731,actually_false,wrong_category,codex_visual_audit_v1,high,model_assisted_visual_audit,no
BURST,2893,ovtb_v2893_p003561,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1301,ovtb_v1301_p001833,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1873,ovtb_v1873_p002258,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1141,ovtb_v1141_p001466,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2702,ovtb_v2702_p003371,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,280,ovtb_v280_p000479,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2235,ovtb_v2235_p002848,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1000,ovtb_v1000_p001323,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,1322,ovtb_v1322_p001649,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,2788,ovtb_v2788_p003526,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2889,ovtb_v2889_p003647,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2235,ovtb_v2235_p002828,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2492,ovtb_v2492_p002987,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2887,ovtb_v2887_p003552,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1322,ovtb_v1322_p001647,uncertain,too_small_or_blurry,codex_visual_audit_v1,medium,model_assisted_visual_audit,no
BURST,259,ovtb_v259_p000351,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2893,ovtb_v2893_p003560,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2142,ovtb_v2142_p002855,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,1210,ovtb_v1210_p001566,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,642,ovtb_v642_p001165,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
BURST,2141,ovtb_v2141_p002718,actually_true,real_unlabeled_object,codex_visual_audit_v1,high,model_assisted_visual_audit,yes
