dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path,method,candidate_budget_M,selected_rank,e_value,p_any,p_block,tau_k,self_consistency_margin,release_source,alpha1,seed,audit_label,needs_audit,verified_positive_for_calibration,audit_source,audit200_montage_path
BURST,2306,ovtb_v2306_p002927,giraffe,502,0.9596033692359924,0.9596033692359924,0.9596033692359924,1,0.0,,0.0,0.0,True,cat:502,unknown,giraffe,unknown,global,22,22,,,parc_track_gamma_tuned_uniform_scs,150.0,1.0,24.917887765177458,0.0024570024570024,0.0024570024570024,10.0,3.982322291305641,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p1_seed0.csv,0.1,0.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/001_ovtb_v2306_p002927.jpg
BURST,2306,ovtb_v2306_p002926,giraffe,502,0.9124360084533693,0.9124360084533693,0.9124360084533693,1,0.0,,0.0,0.0,True,cat:502,unknown,giraffe,unknown,global,17,17,,,parc_track_gamma_tuned_uniform_scs,150.0,2.0,24.917887765177458,0.0024570024570024,0.0024570024570024,10.0,3.982322291305641,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p1_seed0.csv,0.1,0.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/002_ovtb_v2306_p002926.jpg
BURST,1785,ovtb_v1785_p002335,surfboard,1057,0.9110865592956544,0.9110865592956544,0.9110865592956544,1,0.0,2.0,0.4214323295698757,0.0,True,cat:1057,unknown,surfboard,unknown,global,11,11,,,parc_track_gamma_tuned_uniform_scs,150.0,3.0,24.917887765177458,0.0024570024570024,0.0024570024570024,10.0,3.982322291305641,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p1_seed0.csv,0.1,0.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/003_ovtb_v1785_p002335.jpg
BURST,394,ovtb_v394_p000678,person,805,0.8893255591392517,0.8893255591392517,0.8893255591392517,1,0.0,,0.0,0.0,True,cat:805,unknown,person,unknown,global,0,0,,,parc_track_gamma_tuned_uniform_scs,150.0,4.0,24.917887765177458,0.0024570024570024,0.0024570024570024,10.0,3.982322291305641,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p1_seed0.csv,0.1,0.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/004_ovtb_v394_p000678.jpg
BURST,1785,ovtb_v1785_p002338,surfboard,1057,0.8855812549591064,0.8855812549591064,0.8855812549591064,1,0.0,2.0,0.3840050474110013,0.0,True,cat:1057,unknown,surfboard,unknown,global,33,33,,,parc_track_gamma_tuned_uniform_scs,150.0,5.0,24.917887765177458,0.0024570024570024,0.0024570024570024,10.0,3.982322291305641,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p1_seed0.csv,0.1,0.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/005_ovtb_v1785_p002338.jpg
BURST,2421,ovtb_v2421_p003133,giraffe,502,0.8814222812652588,0.8814222812652588,0.8814222812652588,1,0.0,,0.0,0.0,True,cat:502,unknown,giraffe,unknown,global,39,39,,,parc_track_gamma_tuned_uniform_scs,150.0,6.0,24.917887765177458,0.0024570024570024,0.0024570024570024,10.0,3.982322291305641,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p1_seed0.csv,0.1,0.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/006_ovtb_v2421_p003133.jpg
BURST,2008,ovtb_v2008_p002593,football helmet,473,0.8808256387710571,0.8808256387710571,0.8808256387710571,1,0.0,1.0,0.45544185040932,0.0,True,cat:473,unknown,football helmet,unknown,global,17,17,,,parc_track_gamma_tuned_uniform_scs,150.0,5.0,13.89834456929123,0.0049504950495049,0.0049504950495049,10.0,3.898344569291231,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p1_seed1.csv,0.1,1.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/007_ovtb_v2008_p002593.jpg
BURST,884,ovtb_v884_p001363,person,805,0.8659107089042664,0.8659107089042664,0.8659107089042664,1,0.0,,0.0,0.0,True,cat:805,unknown,person,unknown,global,11,11,,,parc_track_gamma_tuned_uniform_scs,150.0,6.0,13.89834456929123,0.0049504950495049,0.0049504950495049,10.0,3.898344569291231,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p1_seed1.csv,0.1,1.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/008_ovtb_v884_p001363.jpg
BURST,2907,ovtb_v2907_p003681,person,805,0.8602102484021869,0.8602102484021869,0.8602102484021869,7,0.8571428571428571,1.0,0.9906661761804202,0.2857142857142857,True,cat:805,unknown,person,unknown,global,0,30,,,parc_track_gamma_tuned_uniform_scs,150.0,5.0,7.9225574800501235,0.0097087378640776,0.0097087378640776,5.0,2.9225574800501235,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/009_ovtb_v2907_p003681.jpg
BURST,1505,ovtb_v1505_p002037,sunglasses,1054,0.8583095073699951,0.8583095073699951,0.8583095073699951,1,0.0,,0.0,0.0,True,cat:1054,unknown,sunglasses,unknown,global,39,39,,,parc_track_gamma_tuned_uniform_scs,150.0,6.0,7.9225574800501235,0.0097087378640776,0.0097087378640776,5.0,2.9225574800501235,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/010_ovtb_v1505_p002037.jpg
BURST,344,ovtb_v344_p000623,person,805,0.857153058052063,0.857153058052063,0.857153058052063,1,0.0,,0.0,0.0,True,cat:805,unknown,person,unknown,global,39,39,,,parc_track_gamma_tuned_uniform_scs,150.0,7.0,7.9225574800501235,0.0097087378640776,0.0097087378640776,5.0,2.9225574800501235,/home/waas/paper_experiments/outputs/phase7_burst/candidate_evalues_alpha0p2_seed2.csv,0.2,2.0,,True,no,released_unsupported,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/011_ovtb_v344_p000623.jpg
BURST,1467,ovtb_v1467_p001919,bottle,133,0.7196751832962036,0.7196751832962036,0.7196751832962036,3,0.6666666666666666,,0.0,0.0,True,cat:133,unknown,bottle,unknown,global,5,18,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v1467_p001919.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/012_ovtb_v1467_p001919.jpg
BURST,2492,ovtb_v2492_p002977,umbrella,1155,0.7132247984409332,0.7132247984409332,0.7132247984409332,6,0.8333333333333334,,0.0,0.0,True,cat:1155,unknown,umbrella,unknown,global,0,28,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2492_p002977.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/013_ovtb_v2492_p002977.jpg
BURST,321,ovtb_v321_p000727,bucket,160,0.7067643105983734,0.7067643105983734,0.7067643105983734,2,0.5,,0.0,0.0,True,cat:160,unknown,bucket,unknown,global,6,11,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v321_p000727.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/014_ovtb_v321_p000727.jpg
BURST,2492,ovtb_v2492_p002982,umbrella,1155,0.7021538019180298,0.7021538019180298,0.7021538019180298,4,0.75,,0.0,0.0,True,cat:1155,unknown,umbrella,unknown,global,0,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2492_p002982.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/015_ovtb_v2492_p002982.jpg
BURST,2680,ovtb_v2680_p003183,automatic washer,1182,0.6917369812726974,0.6917369812726974,0.6917369812726974,8,0.875,2.0,0.3581490271683513,0.0,True,cat:1182,unknown,automatic washer,unknown,global,0,36,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2680_p003183.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/016_ovtb_v2680_p003183.jpg
BURST,642,ovtb_v642_p001147,bucket,160,0.6884145215153694,0.6884145215153694,0.6884145215153694,8,0.875,,0.0,0.0,True,cat:160,unknown,bucket,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v642_p001147.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/017_ovtb_v642_p001147.jpg
BURST,2019,ovtb_v2019_p002754,bottle,133,0.6777148991823196,0.6777148991823196,0.6777148991823196,8,0.875,2.0,0.2181018644735324,0.0,True,cat:133,unknown,bottle,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2019_p002754.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/018_ovtb_v2019_p002754.jpg
BURST,259,ovtb_v259_p000355,bottle,133,0.6745569407939911,0.6745569407939911,0.6745569407939911,4,0.75,,0.0,0.0,True,cat:133,unknown,bottle,unknown,global,22,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v259_p000355.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/019_ovtb_v259_p000355.jpg
BURST,2492,ovtb_v2492_p002981,umbrella,1155,0.6536035418510437,0.6536035418510437,0.6536035418510437,5,0.8,,0.0,0.0,True,cat:1155,unknown,umbrella,unknown,global,0,28,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2492_p002981.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/020_ovtb_v2492_p002981.jpg
BURST,422,ovtb_v422_p000749,bottle cap,208,0.6514672338962555,0.6514672338962555,0.6514672338962555,2,0.5,2.0,0.0427438378233178,0.0,True,cat:208,unknown,bottle cap,unknown,global,0,6,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v422_p000749.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/021_ovtb_v422_p000749.jpg
BURST,612,ovtb_v612_p001110,step stool,1031,0.6510970095793406,0.6510970095793406,0.6510970095793406,6,0.8333333333333334,,0.0,0.0,True,cat:1031,unknown,step stool,unknown,global,10,35,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v612_p001110.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/022_ovtb_v612_p001110.jpg
BURST,612,ovtb_v612_p001095,step stool,1031,0.6500573754310608,0.6500573754310608,0.6500573754310608,2,0.5,,0.0,0.0,True,cat:1031,unknown,step stool,unknown,global,0,5,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v612_p001095.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/023_ovtb_v612_p001095.jpg
BURST,2632,ovtb_v2632_p003331,truck,1144,0.642542153596878,0.642542153596878,0.642542153596878,2,0.5,,0.0,0.0,True,cat:1144,unknown,truck,unknown,global,6,9,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2632_p003331.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/024_ovtb_v2632_p003331.jpg
BURST,1505,ovtb_v1505_p002035,sunglasses,1054,0.6414770185947418,0.6414770185947418,0.6414770185947418,2,0.5,,0.0,0.0,True,cat:1054,unknown,sunglasses,unknown,global,28,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1505_p002035.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/025_ovtb_v1505_p002035.jpg
BURST,321,ovtb_v321_p000726,bucket,160,0.6397936791181564,0.6397936791181564,0.6397936791181564,4,0.75,,0.0,0.0,True,cat:160,unknown,bucket,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v321_p000726.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/026_ovtb_v321_p000726.jpg
BURST,1873,ovtb_v1873_p002238,zebra,1229,0.639043428003788,0.639043428003788,0.639043428003788,4,0.75,2.0,0.9864287493548752,0.25,True,cat:1229,unknown,zebra,unknown,global,0,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1873_p002238.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/027_ovtb_v1873_p002238.jpg
BURST,1443,ovtb_v1443_p001783,cellular telephone,235,0.6364340782165527,0.6364340782165527,0.6364340782165527,2,0.5,4.0,0.2353740681882715,0.0,True,cat:235,unknown,cellular telephone,unknown,global,28,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v1443_p001783.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/028_ovtb_v1443_p001783.jpg
BURST,1993,ovtb_v1993_p002728,buoy,172,0.6341278254985809,0.6341278254985809,0.6341278254985809,2,0.5,,0.0,0.0,True,cat:172,unknown,buoy,unknown,global,33,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v1993_p002728.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/029_ovtb_v1993_p002728.jpg
BURST,2363,ovtb_v2363_p003036,zebra,1229,0.6183063636223475,0.6183063636223475,0.6183063636223475,6,0.8333333333333334,3.0,0.0825813556143657,0.0,True,cat:1229,unknown,zebra,unknown,global,0,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v2363_p003036.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/030_ovtb_v2363_p003036.jpg
BURST,2708,ovtb_v2708_p003476,cellular telephone,235,0.6107851266860962,0.6107851266860962,0.6107851266860962,3,0.6666666666666666,3.0,0.4809420354640816,0.0,True,cat:235,unknown,cellular telephone,unknown,global,5,14,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v2708_p003476.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/031_ovtb_v2708_p003476.jpg
BURST,1352,ovtb_v1352_p001689,spectacles,1014,0.6079803928732872,0.6079803928732872,0.6079803928732872,4,0.75,4.0,0.2327951743410697,0.0,True,cat:1014,unknown,spectacles,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1352_p001689.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/032_ovtb_v1352_p001689.jpg
BURST,1873,ovtb_v1873_p002255,zebra,1229,0.6060428023338318,0.6060428023338318,0.6060428023338318,2,0.5,,0.0,0.0,True,cat:1229,unknown,zebra,unknown,global,22,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1873_p002255.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/033_ovtb_v1873_p002255.jpg
BURST,2417,ovtb_v2417_p003113,toy,1130,0.6036088168621063,0.6036088168621063,0.6036088168621063,8,0.875,,0.0,0.0,True,cat:1130,unknown,toy,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v2417_p003113.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/034_ovtb_v2417_p003113.jpg
BURST,277,ovtb_v277_p000487,water scooter,1191,0.595512330532074,0.595512330532074,0.595512330532074,2,0.5,,0.0,0.0,True,cat:1191,unknown,water scooter,unknown,global,18,32,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v277_p000487.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/035_ovtb_v277_p000487.jpg
BURST,2331,ovtb_v2331_p002738,turtle,1152,0.5903842374682426,0.5903842374682426,0.5903842374682426,4,0.75,1.0,0.9788166742052082,0.25,True,cat:1152,unknown,turtle,unknown,global,6,22,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2331_p002738.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/036_ovtb_v2331_p002738.jpg
BURST,2331,ovtb_v2331_p002741,turtle,1152,0.5886705368757248,0.5886705368757248,0.5886705368757248,2,0.5,,0.0,0.0,True,cat:1152,unknown,turtle,unknown,global,11,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2331_p002741.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/037_ovtb_v2331_p002741.jpg
BURST,2331,ovtb_v2331_p002744,turtle,1152,0.58438773949941,0.58438773949941,0.58438773949941,3,0.6666666666666666,1.0,0.1149237948586738,0.0,True,cat:1152,unknown,turtle,unknown,global,17,33,,/home/waas/paper_experiments/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v2331_p002744.jpg,,,,,,,,,,,,,,,high_score_unmatched,/home/waas/paper_experiments/outputs/phase7_burst/audit200_viewer/montages/038_ovtb_v2331_p002744.jpg
