method,alpha1,candidate_budget_M,released_mean,released_std,utr_mean,conservative_ftr_mean,margin_mean,nonempty_rate
confidence_threshold,0.05,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
confidence_threshold,0.05,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
confidence_threshold,0.05,125,125.0,0.0,0.050666666666666665,0.96,,1.0
confidence_threshold,0.05,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
confidence_threshold,0.05,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
confidence_threshold,0.05,200,200.0,0.0,0.04,0.9666666666666667,,1.0
confidence_threshold,0.05,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
confidence_threshold,0.1,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
confidence_threshold,0.1,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
confidence_threshold,0.1,125,125.0,0.0,0.050666666666666665,0.96,,1.0
confidence_threshold,0.1,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
confidence_threshold,0.1,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
confidence_threshold,0.1,200,200.0,0.0,0.04,0.9666666666666667,,1.0
confidence_threshold,0.1,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
confidence_threshold,0.2,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
confidence_threshold,0.2,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
confidence_threshold,0.2,125,125.0,0.0,0.050666666666666665,0.96,,1.0
confidence_threshold,0.2,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
confidence_threshold,0.2,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
confidence_threshold,0.2,200,200.0,0.0,0.04,0.9666666666666667,,1.0
confidence_threshold,0.2,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
greedy_score_no_risk,0.05,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
greedy_score_no_risk,0.05,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
greedy_score_no_risk,0.05,125,125.0,0.0,0.050666666666666665,0.96,,1.0
greedy_score_no_risk,0.05,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
greedy_score_no_risk,0.05,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
greedy_score_no_risk,0.05,200,200.0,0.0,0.04,0.9666666666666667,,1.0
greedy_score_no_risk,0.05,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
greedy_score_no_risk,0.1,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
greedy_score_no_risk,0.1,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
greedy_score_no_risk,0.1,125,125.0,0.0,0.050666666666666665,0.96,,1.0
greedy_score_no_risk,0.1,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
greedy_score_no_risk,0.1,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
greedy_score_no_risk,0.1,200,200.0,0.0,0.04,0.9666666666666667,,1.0
greedy_score_no_risk,0.1,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
greedy_score_no_risk,0.2,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
greedy_score_no_risk,0.2,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
greedy_score_no_risk,0.2,125,125.0,0.0,0.050666666666666665,0.96,,1.0
greedy_score_no_risk,0.2,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
greedy_score_no_risk,0.2,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
greedy_score_no_risk,0.2,200,200.0,0.0,0.04,0.9666666666666667,,1.0
greedy_score_no_risk,0.2,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
null_superset_no_audit,0.05,75,25.0,43.30127018922193,0.017777777777777767,0.0,1.823743917268036,0.3333333333333333
null_superset_no_audit,0.05,100,33.333333333333336,57.735026918962575,0.02666666666666667,0.0,1.823743917268036,0.3333333333333333
null_superset_no_audit,0.05,125,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,150,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,175,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,200,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,250,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.1,75,38.0,37.5099986670221,0.026324786324786298,0.0,6.842359291244843,0.6666666666666666
null_superset_no_audit,0.1,100,33.333333333333336,57.735026918962575,0.02666666666666667,0.0,11.823743917268036,0.3333333333333333
null_superset_no_audit,0.1,125,41.666666666666664,72.16878364870323,0.02666666666666667,0.008,2.284665068442372,0.3333333333333333
null_superset_no_audit,0.1,150,42.0,72.74613391789285,0.026455026455026436,0.0079365079365079,0.3799031636804688,0.3333333333333333
null_superset_no_audit,0.1,175,35.333333333333336,61.19912853410033,0.0251572327044025,0.0,5.314309955003889,0.3333333333333333
null_superset_no_audit,0.1,200,35.333333333333336,61.19912853410033,0.0251572327044025,0.0,2.955819388966152,0.3333333333333333
null_superset_no_audit,0.1,250,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.2,75,75.0,0.0,0.026666666666666634,0.0,7.358612070215308,1.0
null_superset_no_audit,0.2,100,100.0,0.0,0.043333333333333335,0.0,6.758569937640686,1.0
null_superset_no_audit,0.2,125,116.66666666666667,14.433756729740647,0.04800000000000001,0.008,2.785837312548496,1.0
null_superset_no_audit,0.2,150,100.0,86.60254037844386,0.042222222222222196,0.013333333333333301,2.1714392409156025,0.6666666666666666
null_superset_no_audit,0.2,175,111.0,96.50388593212193,0.0399397227245328,0.015207956600361651,0.9711850049001891,0.6666666666666666
null_superset_no_audit,0.2,200,66.66666666666667,115.47005383792515,0.018333333333333333,0.01,1.9150827839579967,0.3333333333333333
null_superset_no_audit,0.2,250,83.33333333333333,144.33756729740645,0.018666666666666668,0.02,0.7471839406059102,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.05,75,25.0,43.30127018922193,0.017777777777777767,0.0,1.1441666102687087,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.05,100,33.333333333333336,57.735026918962575,0.02666666666666667,0.0,1.1441666102687087,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.05,125,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,150,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,175,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,200,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,250,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.1,75,38.0,37.5099986670221,0.026324786324786298,0.0,6.160830989313457,0.6666666666666666
parc_track_gamma_tuned_uniform_scs,0.1,100,33.333333333333336,57.735026918962575,0.02666666666666667,0.0,11.144166610268709,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.1,125,41.666666666666664,72.16878364870323,0.02666666666666667,0.008,1.9113996182240156,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.1,150,42.0,72.74613391789285,0.026455026455026436,0.0079365079365079,0.006637713462112,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.1,175,35.333333333333336,61.19912853410033,0.0251572327044025,0.0,4.634732648004562,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.1,200,35.333333333333336,61.19912853410033,0.0251572327044025,0.0,2.2762420819668243,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.1,250,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.2,75,75.0,0.0,0.026666666666666634,0.0,6.985877714364521,1.0
parc_track_gamma_tuned_uniform_scs,0.2,100,100.0,0.0,0.043333333333333335,0.0,6.405260727853807,1.0
parc_track_gamma_tuned_uniform_scs,0.2,125,116.66666666666667,14.433756729740647,0.04800000000000001,0.008,2.5467048073346277,1.0
parc_track_gamma_tuned_uniform_scs,0.2,150,100.0,86.60254037844386,0.042222222222222196,0.013333333333333301,1.9550096192705744,0.6666666666666666
parc_track_gamma_tuned_uniform_scs,0.2,175,58.333333333333336,101.0362971081845,0.020952380952380934,0.0114285714285714,1.7101930986545586,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.2,200,66.66666666666667,115.47005383792515,0.018333333333333333,0.01,1.7101930986545586,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.2,250,83.33333333333333,144.33756729740645,0.018666666666666668,0.02,0.5782965021953492,0.3333333333333333
post_filter_e_bh,0.05,75,25.0,43.30127018922193,0.017777777777777778,0.9466666666666667,1.1441666102687087,0.3333333333333333
post_filter_e_bh,0.05,100,33.333333333333336,57.735026918962575,0.02666666666666667,0.92,1.1441666102687087,0.3333333333333333
post_filter_e_bh,0.05,125,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,150,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,175,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,200,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,250,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.1,75,38.0,37.5099986670221,0.026324786324786326,0.9605128205128205,6.160830989313457,0.6666666666666666
post_filter_e_bh,0.1,100,33.333333333333336,57.735026918962575,0.02666666666666667,0.92,11.144166610268709,0.3333333333333333
post_filter_e_bh,0.1,125,41.666666666666664,72.16878364870323,0.02666666666666667,0.928,1.9113996182240154,0.3333333333333333
post_filter_e_bh,0.1,150,42.0,72.74613391789285,0.026455026455026454,0.9285714285714286,0.00663771346211206,0.3333333333333333
post_filter_e_bh,0.1,175,35.333333333333336,61.19912853410033,0.025157232704402514,0.9245283018867925,4.634732648004562,0.3333333333333333
post_filter_e_bh,0.1,200,35.333333333333336,61.19912853410033,0.025157232704402514,0.9245283018867925,2.2762420819668243,0.3333333333333333
post_filter_e_bh,0.1,250,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.2,75,75.0,0.0,0.02666666666666667,0.9733333333333333,6.985877714364521,1.0
post_filter_e_bh,0.2,100,100.0,0.0,0.043333333333333335,0.9566666666666667,6.405260727853807,1.0
post_filter_e_bh,0.2,125,116.66666666666667,14.433756729740647,0.04800000000000001,0.96,2.5467048073346277,1.0
post_filter_e_bh,0.2,150,100.0,86.60254037844386,0.04222222222222222,0.9366666666666666,1.9550096192705744,0.6666666666666666
post_filter_e_bh,0.2,175,58.333333333333336,101.0362971081845,0.020952380952380955,0.9371428571428572,1.7101930986545586,0.3333333333333333
post_filter_e_bh,0.2,200,66.66666666666667,115.47005383792515,0.018333333333333333,0.945,1.7101930986545586,0.3333333333333333
post_filter_e_bh,0.2,250,83.33333333333333,144.33756729740645,0.018666666666666668,0.956,0.5782965021953492,0.3333333333333333
tracklet_e_bh,0.05,75,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,100,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,125,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,150,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,175,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,200,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,250,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.1,75,25.0,43.30127018922193,0.017777777777777778,0.9466666666666667,7.04406054905931,0.3333333333333333
tracklet_e_bh,0.1,100,33.333333333333336,57.735026918962575,0.02666666666666667,0.92,7.04406054905931,0.3333333333333333
tracklet_e_bh,0.1,125,41.666666666666664,72.16878364870323,0.02666666666666667,0.928,2.0519707931939486,0.3333333333333333
tracklet_e_bh,0.1,150,42.0,72.74613391789285,0.026455026455026454,0.9285714285714286,0.14720888843204527,0.3333333333333333
tracklet_e_bh,0.1,175,35.333333333333336,61.19912853410033,0.025157232704402514,0.9245283018867925,0.534626586795163,0.3333333333333333
tracklet_e_bh,0.1,200,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.1,250,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.2,75,75.0,0.0,0.02666666666666667,0.9733333333333333,5.803416810974774,1.0
tracklet_e_bh,0.2,100,100.0,0.0,0.043333333333333335,0.9566666666666667,5.274511047988734,1.0
tracklet_e_bh,0.2,125,125.0,0.0,0.050666666666666665,0.96,3.1450920180844175,1.0
tracklet_e_bh,0.2,150,100.0,86.60254037844386,0.04222222222222222,0.9366666666666666,3.490910687313262,0.6666666666666666
tracklet_e_bh,0.2,175,116.66666666666667,101.0362971081845,0.04,0.9457142857142857,2.520616339866152,0.6666666666666666
tracklet_e_bh,0.2,200,133.33333333333334,115.47005383792515,0.03666666666666667,0.9524999999999999,2.520616339866152,0.6666666666666666
tracklet_e_bh,0.2,250,166.66666666666666,144.33756729740645,0.03466666666666667,0.962,1.634065247690955,0.6666666666666666
tracklet_p_bh,0.05,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
tracklet_p_bh,0.05,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
tracklet_p_bh,0.05,125,125.0,0.0,0.050666666666666665,0.96,,1.0
tracklet_p_bh,0.05,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
tracklet_p_bh,0.05,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
tracklet_p_bh,0.05,200,200.0,0.0,0.04,0.9666666666666667,,1.0
tracklet_p_bh,0.05,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
tracklet_p_bh,0.1,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
tracklet_p_bh,0.1,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
tracklet_p_bh,0.1,125,125.0,0.0,0.050666666666666665,0.96,,1.0
tracklet_p_bh,0.1,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
tracklet_p_bh,0.1,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
tracklet_p_bh,0.1,200,200.0,0.0,0.04,0.9666666666666667,,1.0
tracklet_p_bh,0.1,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
tracklet_p_bh,0.2,75,75.0,0.0,0.02666666666666667,0.9733333333333333,,1.0
tracklet_p_bh,0.2,100,100.0,0.0,0.043333333333333335,0.9566666666666667,,1.0
tracklet_p_bh,0.2,125,125.0,0.0,0.050666666666666665,0.96,,1.0
tracklet_p_bh,0.2,150,150.0,0.0,0.044444444444444446,0.9577777777777777,,1.0
tracklet_p_bh,0.2,175,175.0,0.0,0.043809523809523805,0.9638095238095238,,1.0
tracklet_p_bh,0.2,200,200.0,0.0,0.04,0.9666666666666667,,1.0
tracklet_p_bh,0.2,250,250.0,0.0,0.04666666666666667,0.9733333333333333,,1.0
unmatched_as_false_block,0.05,75,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,100,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,125,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,150,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,175,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,200,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,250,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,75,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,100,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,125,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,150,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,175,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,200,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,250,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.2,75,50.0,43.30127018922193,0.026666666666666634,0.0,2.290897440762474,0.6666666666666666
unmatched_as_false_block,0.2,100,33.333333333333336,57.735026918962575,0.02666666666666667,0.0,4.3139680050985785,0.3333333333333333
