dataset,video_id,path_id,label,reason,auditor,confidence,review_status,verified_positive_for_calibration
LVVIS,1146,ovtb_v1146_p002078,,,,,,
LVVIS,1146,ovtb_v1146_p002077,,,,,,
LVVIS,791,ovtb_v791_p001062,,,,,,
LVVIS,1867,ovtb_v1867_p002685,,,,,,
LVVIS,791,ovtb_v791_p001063,,,,,,
LVVIS,1867,ovtb_v1867_p002686,,,,,,
LVVIS,264,ovtb_v264_p000229,,,,,,
LVVIS,264,ovtb_v264_p000228,,,,,,
LVVIS,1796,ovtb_v1796_p003116,,,,,,
LVVIS,1796,ovtb_v1796_p003117,,,,,,
LVVIS,760,ovtb_v760_p001143,,,,,,
LVVIS,1796,ovtb_v1796_p003118,,,,,,
LVVIS,1354,ovtb_v1354_p002506,,,,,,
LVVIS,392,ovtb_v392_p000431,,,,,,
LVVIS,1369,ovtb_v1369_p002233,,,,,,
LVVIS,1369,ovtb_v1369_p002231,,,,,,
LVVIS,1300,ovtb_v1300_p002176,,,,,,
LVVIS,392,ovtb_v392_p000430,,,,,,
LVVIS,876,ovtb_v876_p001355,,,,,,
LVVIS,940,ovtb_v940_p001471,,,,,,
LVVIS,876,ovtb_v876_p001356,,,,,,
LVVIS,693,ovtb_v693_p001062,,,,,,
LVVIS,1369,ovtb_v1369_p002232,,,,,,
LVVIS,785,ovtb_v785_p001206,,,,,,
LVVIS,1137,ovtb_v1137_p001871,,,,,,
LVVIS,1021,ovtb_v1021_p001639,,,,,,
LVVIS,1021,ovtb_v1021_p001635,,,,,,
LVVIS,1021,ovtb_v1021_p001636,,,,,,
LVVIS,1641,ovtb_v1641_p002604,,,,,,
LVVIS,985,ovtb_v985_p001566,,,,,,
LVVIS,265,ovtb_v265_p000285,,,,,,
LVVIS,733,ovtb_v733_p001115,,,,,,
LVVIS,1000,ovtb_v1000_p001587,,,,,,
LVVIS,296,ovtb_v296_p000290,,,,,,
LVVIS,1752,ovtb_v1752_p003043,,,,,,
LVVIS,1752,ovtb_v1752_p003044,,,,,,
LVVIS,1399,ovtb_v1399_p001989,,,,,,
LVVIS,605,ovtb_v605_p000933,,,,,,
LVVIS,605,ovtb_v605_p000931,,,,,,
LVVIS,1751,ovtb_v1751_p002519,,,,,,
LVVIS,313,ovtb_v313_p000383,,,,,,
LVVIS,1091,ovtb_v1091_p001522,,,,,,
LVVIS,117,ovtb_v117_p000000,,,,,,
LVVIS,351,ovtb_v351_p000331,,,,,,
