dataset,video_id,path_id,label,reason,auditor,confidence,review_status,verified_positive_for_calibration
TAO,4411,ovtb_v4411_p002619,,,,,,
TAO,3326,ovtb_v3326_p001814,,,,,,
TAO,3542,ovtb_v3542_p002032,,,,,,
TAO,3165,ovtb_v3165_p001627,,,,,,
TAO,5092,ovtb_v5092_p003497,,,,,,
TAO,5895,ovtb_v5895_p004260,,,,,,
TAO,1097,ovtb_v1097_p000429,,,,,,
TAO,5283,ovtb_v5283_p003675,,,,,,
TAO,3542,ovtb_v3542_p002034,,,,,,
TAO,3157,ovtb_v3157_p001624,,,,,,
TAO,3165,ovtb_v3165_p001630,,,,,,
TAO,2519,ovtb_v2519_p001184,,,,,,
TAO,4491,ovtb_v4491_p002671,,,,,,
TAO,5346,ovtb_v5346_p003751,,,,,,
TAO,2519,ovtb_v2519_p001175,,,,,,
TAO,4465,ovtb_v4465_p002646,,,,,,
TAO,4465,ovtb_v4465_p002650,,,,,,
TAO,4465,ovtb_v4465_p002648,,,,,,
TAO,4465,ovtb_v4465_p002652,,,,,,
TAO,5294,ovtb_v5294_p003684,,,,,,
TAO,4784,ovtb_v4784_p002962,,,,,,
TAO,4784,ovtb_v4784_p002953,,,,,,
TAO,4784,ovtb_v4784_p002960,,,,,,
TAO,2811,ovtb_v2811_p001320,,,,,,
TAO,3027,ovtb_v3027_p001447,,,,,,
TAO,3027,ovtb_v3027_p001448,,,,,,
TAO,5663,ovtb_v5663_p004034,,,,,,
TAO,3573,ovtb_v3573_p002078,,,,,,
TAO,3027,ovtb_v3027_p001451,,,,,,
TAO,3027,ovtb_v3027_p001452,,,,,,
TAO,2666,ovtb_v2666_p001251,,,,,,
TAO,5747,ovtb_v5747_p004097,,,,,,
TAO,5787,ovtb_v5787_p004133,,,,,,
TAO,5787,ovtb_v5787_p004139,,,,,,
TAO,4430,ovtb_v4430_p002629,,,,,,
TAO,5787,ovtb_v5787_p004135,,,,,,
TAO,5787,ovtb_v5787_p004134,,,,,,
TAO,3573,ovtb_v3573_p002077,,,,,,
TAO,1874,ovtb_v1874_p000717,,,,,,
TAO,575,ovtb_v575_p000292,,,,,,
TAO,4930,ovtb_v4930_p003210,,,,,,
TAO,575,ovtb_v575_p000295,,,,,,
TAO,4930,ovtb_v4930_p003220,,,,,,
TAO,5015,ovtb_v5015_p003471,,,,,,
TAO,4018,ovtb_v4018_p002278,,,,,,
TAO,4848,ovtb_v4848_p003076,,,,,,
TAO,3331,ovtb_v3331_p001825,,,,,,
TAO,3072,ovtb_v3072_p001499,,,,,,
TAO,3072,ovtb_v3072_p001494,,,,,,
TAO,3072,ovtb_v3072_p001495,,,,,,
TAO,3151,ovtb_v3151_p001613,,,,,,
TAO,3151,ovtb_v3151_p001614,,,,,,
TAO,3480,ovtb_v3480_p002006,,,,,,
TAO,5008,ovtb_v5008_p003440,,,,,,
TAO,5008,ovtb_v5008_p003443,,,,,,
TAO,5008,ovtb_v5008_p003441,,,,,,
TAO,5008,ovtb_v5008_p003446,,,,,,
TAO,5008,ovtb_v5008_p003445,,,,,,
TAO,3309,ovtb_v3309_p001787,,,,,,
TAO,3309,ovtb_v3309_p001785,,,,,,
TAO,5223,ovtb_v5223_p003584,,,,,,
TAO,5223,ovtb_v5223_p003585,,,,,,
TAO,5261,ovtb_v5261_p003628,,,,,,
TAO,5480,ovtb_v5480_p003923,,,,,,
TAO,5480,ovtb_v5480_p003926,,,,,,
TAO,5480,ovtb_v5480_p003927,,,,,,
TAO,3401,ovtb_v3401_p001911,,,,,,
TAO,5480,ovtb_v5480_p003932,,,,,,
TAO,5480,ovtb_v5480_p003929,,,,,,
TAO,5480,ovtb_v5480_p003931,,,,,,
TAO,4668,ovtb_v4668_p002864,,,,,,
TAO,5888,ovtb_v5888_p004251,,,,,,
TAO,4861,ovtb_v4861_p003118,,,,,,
TAO,4861,ovtb_v4861_p003135,,,,,,
TAO,4861,ovtb_v4861_p003133,,,,,,
TAO,4861,ovtb_v4861_p003138,,,,,,
TAO,4658,ovtb_v4658_p002857,,,,,,
TAO,4528,ovtb_v4528_p002726,,,,,,
TAO,4386,ovtb_v4386_p002601,,,,,,
TAO,2371,ovtb_v2371_p001064,,,,,,
TAO,4528,ovtb_v4528_p002732,,,,,,
TAO,4528,ovtb_v4528_p002729,,,,,,
TAO,4386,ovtb_v4386_p002602,,,,,,
TAO,4198,ovtb_v4198_p002452,,,,,,
TAO,4198,ovtb_v4198_p002453,,,,,,
TAO,4198,ovtb_v4198_p002448,,,,,,
TAO,220,ovtb_v220_p000102,,,,,,
TAO,4198,ovtb_v4198_p002455,,,,,,
TAO,4528,ovtb_v4528_p002733,,,,,,
TAO,4198,ovtb_v4198_p002450,,,,,,
TAO,4198,ovtb_v4198_p002449,,,,,,
TAO,5940,ovtb_v5940_p004301,,,,,,
TAO,3676,ovtb_v3676_p002144,,,,,,
TAO,3676,ovtb_v3676_p002142,,,,,,
TAO,2188,ovtb_v2188_p000951,,,,,,
TAO,3995,ovtb_v3995_p002265,,,,,,
TAO,5778,ovtb_v5778_p004123,,,,,,
TAO,3129,ovtb_v3129_p001578,,,,,,
TAO,5877,ovtb_v5877_p004236,,,,,,
TAO,2207,ovtb_v2207_p000971,,,,,,
TAO,5835,ovtb_v5835_p004198,,,,,,
TAO,3555,ovtb_v3555_p002050,,,,,,
TAO,5755,ovtb_v5755_p004102,,,,,,
TAO,5935,ovtb_v5935_p004286,,,,,,
TAO,5778,ovtb_v5778_p004124,,,,,,
TAO,5935,ovtb_v5935_p004292,,,,,,
TAO,5755,ovtb_v5755_p004103,,,,,,
TAO,3965,ovtb_v3965_p002260,,,,,,
TAO,3965,ovtb_v3965_p002259,,,,,,
TAO,2977,ovtb_v2977_p001394,,,,,,
TAO,2294,ovtb_v2294_p001017,,,,,,
TAO,4981,ovtb_v4981_p003404,,,,,,
TAO,2250,ovtb_v2250_p001008,,,,,,
TAO,4251,ovtb_v4251_p002487,,,,,,
TAO,4251,ovtb_v4251_p002488,,,,,,
TAO,431,ovtb_v431_p000215,,,,,,
TAO,4334,ovtb_v4334_p002551,,,,,,
TAO,5719,ovtb_v5719_p004088,,,,,,
TAO,1790,ovtb_v1790_p000687,,,,,,
TAO,5726,ovtb_v5726_p004095,,,,,,
TAO,4440,ovtb_v4440_p002634,,,,,,
TAO,4440,ovtb_v4440_p002636,,,,,,
TAO,4440,ovtb_v4440_p002635,,,,,,
TAO,2088,ovtb_v2088_p000912,,,,,,
TAO,5885,ovtb_v5885_p004246,,,,,,
TAO,5885,ovtb_v5885_p004247,,,,,,
TAO,5926,ovtb_v5926_p004279,,,,,,
TAO,2188,ovtb_v2188_p000956,,,,,,
TAO,2188,ovtb_v2188_p000955,,,,,,
TAO,2694,ovtb_v2694_p001266,,,,,,
TAO,3099,ovtb_v3099_p001543,,,,,,
TAO,4969,ovtb_v4969_p003375,,,,,,
TAO,4969,ovtb_v4969_p003364,,,,,,
TAO,4969,ovtb_v4969_p003376,,,,,,
TAO,4969,ovtb_v4969_p003370,,,,,,
TAO,4969,ovtb_v4969_p003366,,,,,,
TAO,4969,ovtb_v4969_p003367,,,,,,
TAO,3,ovtb_v3_p000001,,,,,,
TAO,4969,ovtb_v4969_p003371,,,,,,
TAO,4969,ovtb_v4969_p003368,,,,,,
TAO,4969,ovtb_v4969_p003378,,,,,,
TAO,516,ovtb_v516_p000244,,,,,,
TAO,1810,ovtb_v1810_p000705,,,,,,
TAO,1810,ovtb_v1810_p000706,,,,,,
TAO,2082,ovtb_v2082_p000906,,,,,,
TAO,1201,ovtb_v1201_p000462,,,,,,
TAO,4340,ovtb_v4340_p002560,,,,,,
TAO,4502,ovtb_v4502_p002688,,,,,,
TAO,1201,ovtb_v1201_p000463,,,,,,
TAO,2082,ovtb_v2082_p000907,,,,,,
TAO,4171,ovtb_v4171_p002428,,,,,,
TAO,2535,ovtb_v2535_p001211,,,,,,
TAO,3786,ovtb_v3786_p002194,,,,,,
TAO,3721,ovtb_v3721_p002157,,,,,,
