dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source
OVT-B,98,ovtb_v98_p002960,test,bear,70,0.951215020247868,0.951215020247868,0.951215020247868,7,0.8571428571428571,0,549,7,1,False,1928.0,0.9818915719388016,0.8571428571428571,6,True,False,,no,cat:70,unknown,bear,unknown,global,0,final_score_proxy
OVT-B,99,ovtb_v99_p002961,cal,bear,70,0.923317531744639,0.923317531744639,0.923317531744639,3,0.6666666666666666,0,471,3,2,False,1931.0,0.9629665623615132,1.0,3,True,False,,no,cat:70,unknown,bear,unknown,global,0,final_score_proxy
OVT-B,179,ovtb_v179_p003418,cal,person,669,0.9143435582518578,0.9143435582518578,0.9143435582518578,8,0.875,0,24,8,3,False,2326.0,0.9827760689328732,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,211,ovtb_v211_p003574,cal,person,669,0.9099753499031068,0.9099753499031068,0.9099753499031068,8,0.875,0,18,8,4,False,2473.0,0.9876973829254592,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,99,ovtb_v99_p002963,cal,bear,70,0.90371972322464,0.90371972322464,0.90371972322464,2,0.5,157,235,2,5,False,1930.0,0.9199287323155442,1.0,2,True,False,,no,cat:70,unknown,bear,unknown,global,0,final_score_proxy
OVT-B,100,ovtb_v100_p002971,cal,whale,1025,0.9023276567459106,0.9023276567459106,0.9023276567459106,1,0.0,123,123,1,6,False,1932.0,0.930891911276344,1.0,1,True,False,,no,cat:1025,unknown,whale,unknown,global,0,final_score_proxy
OVT-B,244,ovtb_v244_p003861,cal,person,669,0.9020402356982232,0.9020402356982232,0.9020402356982232,8,0.875,0,29,8,7,False,2748.0,0.9933931613184503,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,47,ovtb_v47_p002638,cal,cattle,180,0.9014828577637672,0.9014828577637672,0.9014828577637672,8,0.875,0,188,8,8,False,1792.0,0.8733893694376861,1.0,8,True,False,,no,cat:180,unknown,cattle,unknown,global,0,final_score_proxy
OVT-B,90,ovtb_v90_p002919,test,train,966,0.9007416293025016,0.9007416293025016,0.9007416293025016,8,0.875,0,415,8,9,False,1908.0,0.9914210568240064,1.0,8,True,False,,no,cat:966,unknown,train,unknown,global,0,final_score_proxy
OVT-B,229,ovtb_v229_p003750,test,person,669,0.8963419124484062,0.8963419124484062,0.8963419124484062,8,0.875,0,10,8,10,False,2607.0,0.9885051796019012,1.0,8,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,40,ovtb_v40_p002441,tune,bee,73,0.8958413004875183,0.8958413004875183,0.8958413004875183,1,0.0,246,246,1,11,False,,0.0,0.0,0,False,True,,no,cat:73,unknown,bee,unknown,global,0,final_score_proxy
