video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
0,test,147,31,1,0,1,True
1,tune,145,70,30,0,30,True
2,cal,216,66,5,0,5,True
3,test,208,60,3,0,3,True
4,cal,46,10,2,0,2,True
5,cal,90,33,4,0,4,True
6,cal,114,58,6,0,6,True
7,cal,92,34,0,0,0,False
8,cal,90,36,1,0,1,True
9,cal,80,28,5,1,4,True
10,test,162,65,0,0,0,False
11,cal,128,41,2,0,2,True
12,cal,42,36,4,0,4,True
13,cal,154,103,19,0,19,True
14,cal,68,55,0,0,0,False
15,test,152,33,1,0,1,True
16,test,73,30,3,0,3,True
17,cal,120,35,0,0,0,False
18,test,184,41,1,0,1,True
19,cal,65,35,3,0,3,True
20,cal,146,34,2,0,2,True
21,cal,82,24,3,0,3,True
22,cal,144,49,2,0,2,True
23,test,66,22,3,0,3,True
24,test,238,68,8,1,7,True
25,test,192,55,9,0,9,True
26,cal,200,99,4,0,4,True
27,cal,89,32,3,0,3,True
28,cal,161,69,4,0,4,True
29,cal,240,208,40,0,40,True
30,cal,118,89,14,0,14,True
31,cal,14,11,0,0,0,False
32,cal,240,114,12,1,11,True
33,cal,223,188,53,2,51,True
34,cal,32,26,9,0,9,True
35,test,201,148,8,0,8,True
36,test,163,87,24,0,24,True
37,test,127,45,4,0,4,True
38,cal,92,63,50,0,50,True
39,cal,131,72,23,0,23,True
40,tune,60,40,25,0,25,True
41,cal,122,59,10,0,10,True
42,cal,80,72,18,0,18,True
43,tune,133,43,4,0,4,True
44,cal,27,7,2,2,0,False
45,cal,34,8,2,1,1,True
46,cal,12,6,4,0,4,True
47,cal,12,2,1,0,1,True
48,test,21,11,5,0,5,True
49,tune,19,7,2,0,2,True
50,cal,24,4,1,1,0,False
51,tune,29,4,0,0,0,False
52,test,31,13,7,0,7,True
53,tune,30,20,17,6,11,True
54,cal,13,3,1,1,0,False
55,test,20,7,3,0,3,True
56,test,9,6,5,0,5,True
57,tune,20,7,3,1,2,True
58,cal,10,6,2,0,2,True
59,tune,18,4,3,0,3,True
60,cal,25,4,0,0,0,False
61,test,26,5,3,2,1,True
62,test,33,5,1,0,1,True
63,tune,55,13,3,0,3,True
64,test,19,5,3,0,3,True
65,cal,15,5,2,0,2,True
66,test,18,6,3,0,3,True
67,cal,17,5,3,1,2,True
68,cal,14,4,1,0,1,True
69,tune,11,3,0,0,0,False
70,cal,11,3,0,0,0,False
71,cal,12,3,1,0,1,True
72,test,12,4,0,0,0,False
73,cal,20,8,1,0,1,True
74,cal,25,4,0,0,0,False
75,cal,14,2,0,0,0,False
76,cal,11,2,0,0,0,False
77,test,20,15,2,0,2,True
78,cal,14,5,2,1,1,True
79,test,16,8,4,0,4,True
80,test,16,12,10,0,10,True
81,cal,17,5,4,0,4,True
82,cal,23,10,1,0,1,True
83,test,15,4,1,0,1,True
84,test,14,2,0,0,0,False
85,test,32,22,13,1,12,True
86,cal,18,6,1,0,1,True
87,cal,16,5,1,0,1,True
88,cal,21,5,1,0,1,True
89,cal,20,6,2,0,2,True
90,test,9,2,0,0,0,False
91,test,11,7,4,1,3,True
92,cal,10,4,1,0,1,True
93,cal,14,4,1,0,1,True
94,cal,15,4,0,0,0,False
95,cal,14,7,5,0,5,True
96,cal,16,10,8,1,7,True
97,cal,4,4,1,0,1,True
98,test,7,1,0,0,0,False
99,cal,13,6,1,0,1,True
100,cal,15,10,4,1,3,True
101,cal,19,11,7,2,5,True
102,test,3,1,0,0,0,False
103,test,15,9,0,0,0,False
104,cal,7,4,0,0,0,False
105,cal,19,4,2,2,0,False
106,cal,17,12,4,0,4,True
107,test,18,14,9,1,8,True
108,cal,27,7,1,0,1,True
109,cal,9,4,3,0,3,True
110,tune,10,4,2,0,2,True
111,test,19,5,1,0,1,True
112,tune,18,3,2,2,0,False
113,test,16,2,0,0,0,False
114,cal,22,3,0,0,0,False
115,cal,18,3,1,1,0,False
116,tune,44,10,4,0,4,True
117,cal,8,1,1,1,0,False
118,cal,53,8,2,2,0,False
119,cal,24,3,0,0,0,False
120,test,15,4,0,0,0,False
121,cal,16,2,0,0,0,False
122,test,72,14,9,6,3,True
123,cal,37,5,1,0,1,True
124,test,27,15,8,2,6,True
125,cal,18,4,1,0,1,True
126,test,40,7,4,3,1,True
127,tune,16,4,0,0,0,False
128,cal,17,3,0,0,0,False
129,test,16,2,0,0,0,False
130,test,32,4,2,0,2,True
131,cal,17,3,1,0,1,True
132,cal,25,6,2,1,1,True
133,test,115,28,11,0,11,True
134,cal,30,6,1,1,0,False
135,tune,9,2,0,0,0,False
136,test,12,2,0,0,0,False
137,cal,31,9,5,1,4,True
138,cal,32,4,0,0,0,False
139,cal,13,4,0,0,0,False
140,test,34,8,3,1,2,True
141,test,32,7,4,1,3,True
142,tune,27,4,2,0,2,True
143,test,40,12,3,0,3,True
144,cal,12,4,4,2,2,True
145,test,29,6,0,0,0,False
146,cal,23,3,1,1,0,False
147,cal,12,4,0,0,0,False
148,cal,48,8,3,0,3,True
149,test,18,6,4,0,4,True
150,cal,15,6,1,1,0,False
151,cal,43,7,4,4,0,False
152,cal,20,5,2,0,2,True
153,cal,17,3,1,0,1,True
154,test,13,3,1,0,1,True
155,cal,30,4,1,0,1,True
156,test,25,4,2,1,1,True
157,tune,16,2,0,0,0,False
158,test,17,3,1,1,0,False
159,tune,52,11,4,0,4,True
160,test,21,5,0,0,0,False
161,cal,32,6,0,0,0,False
162,cal,44,6,0,0,0,False
163,test,13,2,1,1,0,False
164,cal,17,3,1,0,1,True
165,tune,41,8,1,0,1,True
166,cal,17,3,1,0,1,True
167,cal,28,6,2,0,2,True
168,tune,33,5,3,0,3,True
169,tune,26,4,2,0,2,True
170,cal,39,7,2,2,0,False
171,test,13,4,0,0,0,False
172,cal,16,2,0,0,0,False
173,cal,16,3,1,0,1,True
174,cal,20,5,2,0,2,True
175,test,24,3,0,0,0,False
