dataset,video_id,path_id,release_checkpoint,cell_id,score,p_block,p_any,e_value,gamma,gamma_star,empty_block_policy,p_min_block,p_min_effective,emax_effective,score_source,method,audit_policy
OVT-B,98,ovtb_v98_p002960,final,cat:70,0.951215020247868,0.008928571428571428,0.017857142857142856,3.7416573867739413,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,90,ovtb_v90_p002919,final,cat:966,0.9007416293025016,0.008928571428571428,0.017857142857142856,3.7416573867739413,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,229,ovtb_v229_p003750,final,cat:669,0.8963419124484062,0.008928571428571428,0.017857142857142856,3.7416573867739413,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,229,ovtb_v229_p003751,final,cat:669,0.8851908072829247,0.008928571428571428,0.017857142857142856,3.7416573867739413,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,175,ovtb_v175_p003394,final,cat:669,0.8754294738173485,0.008928571428571428,0.017857142857142856,3.7416573867739413,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,62,ovtb_v62_p002745,final,cat:1052,0.8648843765258789,0.008928571428571428,0.017857142857142856,3.7416573867739413,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,124,ovtb_v124_p003124,final,cat:971,0.8626018092036247,0.008928571428571428,0.017857142857142856,3.7416573867739413,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,133,ovtb_v133_p003161,final,cat:669,0.8616219013929367,0.008928571428571428,0.017857142857142856,3.7416573867739413,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,184,ovtb_v184_p003440,final,cat:669,0.829458937048912,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,207,ovtb_v207_p003551,final,cat:669,0.8272485584020615,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,79,ovtb_v79_p002835,final,cat:1019,0.8259598016738892,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,79,ovtb_v79_p002836,final,cat:1019,0.8250834941864014,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,133,ovtb_v133_p003162,final,cat:669,0.8222881406545639,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,36,ovtb_v36_p002182,final,cat:667,0.8162908554077148,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,80,ovtb_v80_p002841,final,cat:1019,0.8151139815648397,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,36,ovtb_v36_p002169,final,cat:667,0.8150858879089355,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,180,ovtb_v180_p003423,final,cat:669,0.8124503195285797,0.017857142857142856,0.03571428571428571,2.6457513110645907,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,175,ovtb_v175_p003393,final,cat:456,0.8085828945040703,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,223,ovtb_v223_p003712,final,cat:669,0.808200016617775,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,91,ovtb_v91_p002926,final,cat:966,0.8071760336558024,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,79,ovtb_v79_p002834,final,cat:1019,0.8052286148071289,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,56,ovtb_v56_p002710,final,cat:874,0.8038666248321533,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,126,ovtb_v126_p003133,final,cat:669,0.8037331476807594,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,36,ovtb_v36_p002192,final,cat:667,0.8036460876464844,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,36,ovtb_v36_p002154,final,cat:667,0.8022442857424418,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,36,ovtb_v36_p002155,final,cat:667,0.8021245002746582,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,64,ovtb_v64_p002759,final,cat:1019,0.8013093397021294,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,36,ovtb_v36_p002138,final,cat:667,0.7991815805435181,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,184,ovtb_v184_p003439,final,cat:494,0.7981278821825981,0.026785714285714284,0.05357142857142857,2.160246899469287,0.5,0.24842549839846914,coverage_conditional,0.008928571428571428,0.017857142857142856,3.7416573867739413,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
