dataset,video_id,path_id,label,reason,auditor,confidence,review_status,verified_positive_for_calibration
OVT-B,800,ovtb_v800_p007871,,,,,,
OVT-B,342,ovtb_v342_p004580,,,,,,
OVT-B,179,ovtb_v179_p003418,,,,,,
OVT-B,342,ovtb_v342_p004579,,,,,,
OVT-B,678,ovtb_v678_p006989,,,,,,
OVT-B,827,ovtb_v827_p008082,,,,,,
OVT-B,541,ovtb_v541_p005916,,,,,,
OVT-B,682,ovtb_v682_p007020,,,,,,
OVT-B,100,ovtb_v100_p002971,,,,,,
OVT-B,244,ovtb_v244_p003861,,,,,,
OVT-B,47,ovtb_v47_p002638,,,,,,
OVT-B,654,ovtb_v654_p006774,,,,,,
OVT-B,499,ovtb_v499_p005625,,,,,,
OVT-B,541,ovtb_v541_p005915,,,,,,
OVT-B,40,ovtb_v40_p002441,,,,,,
OVT-B,702,ovtb_v702_p007161,,,,,,
OVT-B,702,ovtb_v702_p007159,,,,,,
OVT-B,505,ovtb_v505_p005659,,,,,,
OVT-B,350,ovtb_v350_p004643,,,,,,
OVT-B,679,ovtb_v679_p007002,,,,,,
OVT-B,285,ovtb_v285_p004165,,,,,,
OVT-B,162,ovtb_v162_p003339,,,,,,
OVT-B,827,ovtb_v827_p008084,,,,,,
OVT-B,618,ovtb_v618_p006504,,,,,,
OVT-B,650,ovtb_v650_p006742,,,,,,
OVT-B,965,ovtb_v965_p009115,,,,,,
OVT-B,901,ovtb_v901_p008642,,,,,,
OVT-B,862,ovtb_v862_p008308,,,,,,
OVT-B,541,ovtb_v541_p005917,,,,,,
OVT-B,456,ovtb_v456_p005335,,,,,,
OVT-B,823,ovtb_v823_p008059,,,,,,
OVT-B,582,ovtb_v582_p006275,,,,,,
OVT-B,654,ovtb_v654_p006776,,,,,,
OVT-B,650,ovtb_v650_p006741,,,,,,
OVT-B,342,ovtb_v342_p004578,,,,,,
OVT-B,521,ovtb_v521_p005744,,,,,,
OVT-B,851,ovtb_v851_p008238,,,,,,
OVT-B,121,ovtb_v121_p003090,,,,,,
OVT-B,773,ovtb_v773_p007682,,,,,,
OVT-B,40,ovtb_v40_p002435,,,,,,
OVT-B,651,ovtb_v651_p006758,,,,,,
OVT-B,651,ovtb_v651_p006756,,,,,,
OVT-B,384,ovtb_v384_p004822,,,,,,
OVT-B,675,ovtb_v675_p006956,,,,,,
OVT-B,651,ovtb_v651_p006757,,,,,,
OVT-B,675,ovtb_v675_p006955,,,,,,
OVT-B,40,ovtb_v40_p002410,,,,,,
OVT-B,333,ovtb_v333_p004539,,,,,,
OVT-B,119,ovtb_v119_p003084,,,,,,
OVT-B,494,ovtb_v494_p005604,,,,,,
OVT-B,62,ovtb_v62_p002745,,,,,,
OVT-B,650,ovtb_v650_p006743,,,,,,
OVT-B,790,ovtb_v790_p007792,,,,,,
OVT-B,161,ovtb_v161_p003328,,,,,,
OVT-B,824,ovtb_v824_p008068,,,,,,
OVT-B,365,ovtb_v365_p004719,,,,,,
OVT-B,650,ovtb_v650_p006744,,,,,,
OVT-B,984,ovtb_v984_p009236,,,,,,
OVT-B,341,ovtb_v341_p004576,,,,,,
OVT-B,317,ovtb_v317_p004433,,,,,,
OVT-B,984,ovtb_v984_p009235,,,,,,
OVT-B,133,ovtb_v133_p003161,,,,,,
OVT-B,196,ovtb_v196_p003495,,,,,,
OVT-B,628,ovtb_v628_p006585,,,,,,
OVT-B,380,ovtb_v380_p004793,,,,,,
OVT-B,933,ovtb_v933_p008884,,,,,,
OVT-B,208,ovtb_v208_p003559,,,,,,
OVT-B,679,ovtb_v679_p007001,,,,,,
OVT-B,652,ovtb_v652_p006767,,,,,,
OVT-B,484,ovtb_v484_p005538,,,,,,
OVT-B,827,ovtb_v827_p008083,,,,,,
OVT-B,984,ovtb_v984_p009237,,,,,,
OVT-B,690,ovtb_v690_p007090,,,,,,
OVT-B,174,ovtb_v174_p003387,,,,,,
OVT-B,379,ovtb_v379_p004789,,,,,,
OVT-B,288,ovtb_v288_p004217,,,,,,
OVT-B,40,ovtb_v40_p002412,,,,,,
OVT-B,40,ovtb_v40_p002422,,,,,,
OVT-B,913,ovtb_v913_p008705,,,,,,
OVT-B,749,ovtb_v749_p007462,,,,,,
OVT-B,750,ovtb_v750_p007464,,,,,,
OVT-B,40,ovtb_v40_p002403,,,,,,
OVT-B,322,ovtb_v322_p004480,,,,,,
OVT-B,40,ovtb_v40_p002428,,,,,,
OVT-B,654,ovtb_v654_p006777,,,,,,
OVT-B,277,ovtb_v277_p004107,,,,,,
OVT-B,40,ovtb_v40_p002415,,,,,,
OVT-B,654,ovtb_v654_p006775,,,,,,
OVT-B,891,ovtb_v891_p008588,,,,,,
OVT-B,322,ovtb_v322_p004479,,,,,,
OVT-B,672,ovtb_v672_p006930,,,,,,
OVT-B,458,ovtb_v458_p005347,,,,,,
OVT-B,199,ovtb_v199_p003511,,,,,,
OVT-B,959,ovtb_v959_p009071,,,,,,
OVT-B,650,ovtb_v650_p006745,,,,,,
OVT-B,939,ovtb_v939_p008934,,,,,,
OVT-B,960,ovtb_v960_p009079,,,,,,
OVT-B,40,ovtb_v40_p002416,,,,,,
OVT-B,618,ovtb_v618_p006505,,,,,,
OVT-B,691,ovtb_v691_p007097,,,,,,
OVT-B,262,ovtb_v262_p004016,,,,,,
OVT-B,452,ovtb_v452_p005296,,,,,,
OVT-B,40,ovtb_v40_p002404,,,,,,
OVT-B,651,ovtb_v651_p006754,,,,,,
OVT-B,806,ovtb_v806_p007931,,,,,,
OVT-B,561,ovtb_v561_p006083,,,,,,
OVT-B,100,ovtb_v100_p002969,,,,,,
OVT-B,169,ovtb_v169_p003367,,,,,,
OVT-B,959,ovtb_v959_p009072,,,,,,
OVT-B,686,ovtb_v686_p007050,,,,,,
OVT-B,700,ovtb_v700_p007146,,,,,,
OVT-B,505,ovtb_v505_p005658,,,,,,
OVT-B,138,ovtb_v138_p003207,,,,,,
OVT-B,40,ovtb_v40_p002423,,,,,,
OVT-B,958,ovtb_v958_p009068,,,,,,
OVT-B,427,ovtb_v427_p005121,,,,,,
OVT-B,184,ovtb_v184_p003440,,,,,,
OVT-B,524,ovtb_v524_p005785,,,,,,
OVT-B,686,ovtb_v686_p007049,,,,,,
OVT-B,682,ovtb_v682_p007019,,,,,,
OVT-B,245,ovtb_v245_p003871,,,,,,
OVT-B,397,ovtb_v397_p004928,,,,,,
OVT-B,582,ovtb_v582_p006276,,,,,,
OVT-B,612,ovtb_v612_p006473,,,,,,
OVT-B,73,ovtb_v73_p002801,,,,,,
OVT-B,73,ovtb_v73_p002802,,,,,,
