processed_videos,cal_ratio,grid_size,release_grid,empty_block_policy,n_rank,n_nonempty,n_empty,p_min_block,p_min_any,gamma_star_eff,emax_eff,required_emax,release_feasible,observed_nonempty_rate,projection
996,0.5,1,2.0,conservative_infinity,498,335,163,0.3286573146292585,0.3286573146292585,0.8986827996009898,1.0059320495590984,10.0,False,0.6566265060240963,False
996,0.5,1,2.0,coverage_conditional,335,335,163,0.002976190476190476,0.002976190476190476,0.17190663415246227,21.2489479459056,10.0,True,0.6566265060240963,False
996,0.5,2,1.0|2.0,conservative_infinity,498,335,163,0.3286573146292585,0.657314629258517,,,10.0,False,0.6566265060240963,False
996,0.5,2,1.0|2.0,coverage_conditional,335,335,163,0.002976190476190476,0.005952380952380952,0.19516140316748692,12.061705813162263,10.0,True,0.6566265060240963,False
996,0.6,1,2.0,conservative_infinity,598,396,202,0.33889816360601,0.33889816360601,0.9241669119153882,1.003198139190334,10.0,False,0.6566265060240963,False
996,0.6,1,2.0,coverage_conditional,396,396,202,0.0025188916876574307,0.0025188916876574307,0.16711407894289287,24.406700087436516,10.0,True,0.6566265060240963,False
996,0.6,2,1.0|2.0,conservative_infinity,598,396,202,0.33889816360601,0.67779632721202,,,10.0,False,0.6566265060240963,False
996,0.6,2,1.0|2.0,coverage_conditional,396,396,202,0.0025188916876574307,0.005037783375314861,0.18900772286991172,13.802113010094285,10.0,True,0.6566265060240963,False
1000,0.5,1,2.0,conservative_infinity,500,328,172,0.34530938123752497,0.34530938123752497,0.9404555226183212,1.0019254352937559,10.0,False,0.6566265060240963,True
1000,0.5,1,2.0,coverage_conditional,328,328,172,0.00303951367781155,0.00303951367781155,0.17253106214615435,20.881837509197034,10.0,True,0.6566265060240963,True
1000,0.5,2,1.0|2.0,conservative_infinity,500,328,172,0.34530938123752497,0.6906187624750499,,,10.0,False,0.6566265060240963,True
1000,0.5,2,1.0|2.0,coverage_conditional,328,328,172,0.00303951367781155,0.0060790273556231,0.19596659322989923,11.859147292535456,10.0,True,0.6566265060240963,True
1000,0.6,1,2.0,conservative_infinity,600,394,206,0.34442595673876875,0.34442595673876875,0.9381953130207452,1.0020811751000318,10.0,False,0.6566265060240963,True
1000,0.6,1,2.0,coverage_conditional,394,394,206,0.002531645569620253,0.002531645569620253,0.1672552444253863,24.304257511620627,10.0,True,0.6566265060240963,True
1000,0.6,2,1.0|2.0,conservative_infinity,600,394,206,0.34442595673876875,0.6888519134775375,,,10.0,False,0.6566265060240963,True
1000,0.6,2,1.0|2.0,coverage_conditional,394,394,206,0.002531645569620253,0.005063291139240506,0.18918831948338619,13.745702416423198,10.0,True,0.6566265060240963,True
1973,0.5,1,2.0,conservative_infinity,986,647,339,0.3444782168186423,0.3444782168186423,0.9383288770742146,1.0020717888087027,10.0,False,0.6566265060240963,True
1973,0.5,1,2.0,coverage_conditional,647,647,339,0.0015432098765432098,0.0015432098765432098,0.15446661781970644,36.82266029196531,10.0,True,0.6566265060240963,True
1973,0.5,2,1.0|2.0,conservative_infinity,986,647,339,0.3444782168186423,0.6889564336372846,,,10.0,False,0.6566265060240963,True
1973,0.5,2,1.0|2.0,coverage_conditional,647,647,339,0.0015432098765432098,0.0030864197530864196,0.1729881281305968,20.618963393536806,10.0,True,0.6566265060240963,True
1973,0.6,1,2.0,conservative_infinity,1184,777,407,0.34430379746835443,0.34430379746835443,0.9378831729044154,1.002103200920657,10.0,False,0.6566265060240963,True
1973,0.6,1,2.0,coverage_conditional,777,777,407,0.0012853470437017994,0.0012853470437017994,0.1502239871756524,42.995638200219986,10.0,True,0.6566265060240963,True
1973,0.6,2,1.0|2.0,conservative_infinity,1184,777,407,0.34430379746835443,0.6886075949367089,,,10.0,False,0.6566265060240963,True
1973,0.6,2,1.0|2.0,coverage_conditional,777,777,407,0.0012853470437017994,0.002570694087403599,0.1676845301085979,23.99651188825485,10.0,True,0.6566265060240963,True
