dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path,method,candidate_budget_M,selected_rank,e_value,p_any,p_block,tau_k,self_consistency_margin,release_source,alpha1,seed,audit_label,needs_audit,verified_positive_for_calibration
LVVIS,651,ovtb_v651_p000797,cone,242,0.8745484948158264,0.8745484948158264,0.8745484948158264,1,0.0,5415.0,0.4947686889239663,0.0,True,cat:242,unknown,cone,unknown,global,21,21,,,parc_track_gamma_tuned_uniform_scs,150,1,34.74771639560635,0.0016528925619834,0.0016528925619834,10.0,24.747716395606354,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p1_seed0.csv,0.1,0,,True,no
LVVIS,1327,ovtb_v1327_p001870,sphygmomanometer,864,0.8663401007652283,0.8663401007652283,0.8663401007652283,8,0.875,9694.0,0.0818706607793645,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,19,,,parc_track_gamma_tuned_uniform_scs,150,2,34.74771639560635,0.0016528925619834,0.0016528925619834,10.0,24.747716395606354,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p1_seed0.csv,0.1,0,,True,no
LVVIS,913,ovtb_v913_p001423,sphygmomanometer,864,0.8533640876412392,0.8533640876412392,0.8533640876412392,8,0.875,7043.0,0.2311437049236326,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,44,,,parc_track_gamma_tuned_uniform_scs,150,3,34.74771639560635,0.0016528925619834,0.0016528925619834,10.0,24.747716395606354,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p1_seed0.csv,0.1,0,,True,no
LVVIS,1327,ovtb_v1327_p001870,sphygmomanometer,864,0.8663401007652283,0.8663401007652283,0.8663401007652283,8,0.875,9694.0,0.0818706607793645,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,19,,,parc_track_gamma_tuned_uniform_scs,150,1,19.094556180440154,0.0033613445378151,0.0033613445378151,10.0,3.5638142074248833,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p1_seed1.csv,0.1,1,,True,no
LVVIS,1327,ovtb_v1327_p001870,sphygmomanometer,864,0.8663401007652283,0.8663401007652283,0.8663401007652283,8,0.875,9694.0,0.0818706607793645,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,19,,,parc_track_gamma_tuned_uniform_scs,150,1,19.25358656895311,0.0033277870216306,0.0033277870216306,10.0,3.6754203382642086,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p1_seed2.csv,0.1,2,,True,no
LVVIS,651,ovtb_v651_p000797,cone,242,0.8745484948158264,0.8745484948158264,0.8745484948158264,1,0.0,5415.0,0.4947686889239663,0.0,True,cat:242,unknown,cone,unknown,global,21,21,,,parc_track_gamma_tuned_uniform_scs,150,1,34.74771639560635,0.0016528925619834,0.0016528925619834,5.0,29.747716395606354,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p2_seed0.csv,0.2,0,,True,no
LVVIS,1327,ovtb_v1327_p001870,sphygmomanometer,864,0.8663401007652283,0.8663401007652283,0.8663401007652283,8,0.875,9694.0,0.0818706607793645,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,19,,,parc_track_gamma_tuned_uniform_scs,150,2,34.74771639560635,0.0016528925619834,0.0016528925619834,5.0,29.747716395606354,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p2_seed0.csv,0.2,0,,True,no
LVVIS,913,ovtb_v913_p001423,sphygmomanometer,864,0.8533640876412392,0.8533640876412392,0.8533640876412392,8,0.875,7043.0,0.2311437049236326,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,44,,,parc_track_gamma_tuned_uniform_scs,150,3,34.74771639560635,0.0016528925619834,0.0016528925619834,5.0,29.747716395606354,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p2_seed0.csv,0.2,0,,True,no
LVVIS,1327,ovtb_v1327_p001870,sphygmomanometer,864,0.8663401007652283,0.8663401007652283,0.8663401007652283,8,0.875,9694.0,0.0818706607793645,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,19,,,parc_track_gamma_tuned_uniform_scs,150,1,19.094556180440154,0.0033613445378151,0.0033613445378151,5.0,8.563814207424883,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p2_seed1.csv,0.2,1,,True,no
LVVIS,1327,ovtb_v1327_p001870,sphygmomanometer,864,0.8663401007652283,0.8663401007652283,0.8663401007652283,8,0.875,9694.0,0.0818706607793645,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,19,,,parc_track_gamma_tuned_uniform_scs,150,1,19.25358656895311,0.0033277870216306,0.0033277870216306,5.0,8.675420338264209,${PARC_TRACK_ROOT}/outputs/phase12_lvvis/candidate_evalues_alpha0p2_seed2.csv,0.2,2,,True,no
