dataset,video_id,path_id,release_checkpoint,cell_id,score,p_block,p_any,e_value,gamma,gamma_star,empty_block_policy,p_min_block,p_min_effective,emax_effective,score_source,method,audit_policy
LVVIS,342,ovtb_v342_p000428,final,cat:900,0.9200983047485352,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,179,ovtb_v179_p000080,final,cat:669,0.9143369123339652,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1157,ovtb_v1157_p001912,final,cat:862,0.9139373004436492,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1082,ovtb_v1082_p001940,final,cat:669,0.9127985909581184,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,342,ovtb_v342_p000427,final,cat:900,0.9124779530933924,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,941,ovtb_v941_p001510,final,cat:669,0.9110592156648636,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,211,ovtb_v211_p000122,final,cat:669,0.9095496311783792,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,464,ovtb_v464_p000558,final,cat:669,0.9079420045018196,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,515,ovtb_v515_p000583,final,cat:669,0.9074738696217536,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1100,ovtb_v1100_p001721,final,cat:299,0.9073144793510436,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,827,ovtb_v827_p001142,final,cat:231,0.9069422259926796,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,541,ovtb_v541_p000796,final,cat:669,0.9062571004033088,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1400,ovtb_v1400_p002307,final,cat:669,0.904887929558754,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1267,ovtb_v1267_p001791,final,cat:824,0.9021517038345336,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1226,ovtb_v1226_p002266,final,cat:669,0.9013372957706453,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1789,ovtb_v1789_p002855,final,cat:862,0.9004455506801605,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1318,ovtb_v1318_p002427,final,cat:862,0.8993094637989998,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,481,ovtb_v481_p000685,final,cat:669,0.898957222700119,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1152,ovtb_v1152_p001806,final,cat:862,0.8987849652767181,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,541,ovtb_v541_p000795,final,cat:669,0.8985637351870537,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1692,ovtb_v1692_p002888,final,cat:581,0.8975102677941322,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,645,ovtb_v645_p001002,final,cat:305,0.8967676013708115,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1369,ovtb_v1369_p002224,final,cat:669,0.8960407574971517,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1525,ovtb_v1525_p002461,final,cat:862,0.8949497491121292,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,505,ovtb_v505_p000721,final,cat:669,0.8943665027618408,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,350,ovtb_v350_p000440,final,cat:669,0.8939657434821129,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,679,ovtb_v679_p000859,final,cat:862,0.8935482129454613,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,285,ovtb_v285_p000317,final,cat:669,0.8927135542035103,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,115,ovtb_v115_p000000,final,cat:669,0.8917931690812111,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,643,ovtb_v643_p000776,final,cat:669,0.8911524613698324,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1075,ovtb_v1075_p001504,final,cat:669,0.8908075913786888,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1193,ovtb_v1193_p001975,final,cat:54,0.8903362527489662,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,827,ovtb_v827_p001144,final,cat:862,0.8901052623987198,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,650,ovtb_v650_p000995,final,cat:581,0.889967530965805,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1056,ovtb_v1056_p001641,final,cat:669,0.8896412327885628,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1036,ovtb_v1036_p001621,final,cat:54,0.8890943676233292,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1214,ovtb_v1214_p002228,final,cat:805,0.8884737491607666,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,306,ovtb_v306_p000359,final,cat:669,0.8880415260791779,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,798,ovtb_v798_p001292,final,cat:54,0.8867483213543892,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1314,ovtb_v1314_p002399,final,cat:669,0.8857820928096771,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1140,ovtb_v1140_p001786,final,cat:669,0.8855994194746017,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,901,ovtb_v901_p001404,final,cat:56,0.8854060471057892,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,541,ovtb_v541_p000797,final,cat:669,0.8847670704126358,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
LVVIS,1048,ovtb_v1048_p001635,final,cat:669,0.8842298239469528,0.001652892561983471,0.001652892561983471,12.298373876248844,0.5,0.15612245629524818,coverage_conditional,0.001652892561983471,0.001652892561983471,12.298373876248844,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
