video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
115,tune,18,3,1,0,1,True
116,test,44,10,4,0,4,True
117,cal,8,1,1,0,1,True
118,test,53,8,2,0,2,True
119,test,24,3,0,0,0,False
120,cal,15,4,0,0,0,False
121,cal,16,2,0,0,0,False
122,test,72,14,9,0,9,True
123,test,37,5,1,0,1,True
124,cal,27,15,8,0,8,True
125,cal,18,4,1,0,1,True
126,test,40,7,4,0,4,True
127,tune,16,4,0,0,0,False
128,cal,17,3,0,0,0,False
129,cal,16,2,0,0,0,False
130,test,32,4,2,0,2,True
131,tune,17,3,1,0,1,True
132,test,25,6,2,0,2,True
133,test,115,28,11,0,11,True
134,cal,30,6,1,0,1,True
135,test,9,2,0,0,0,False
136,test,12,2,0,0,0,False
137,test,31,9,5,0,5,True
138,cal,32,4,0,0,0,False
139,cal,13,4,0,0,0,False
140,test,34,8,3,0,3,True
141,cal,32,7,4,0,4,True
142,test,27,4,2,0,2,True
143,cal,41,13,4,0,4,True
144,test,12,4,4,0,4,True
145,cal,29,6,0,0,0,False
146,cal,23,3,1,0,1,True
147,tune,12,4,0,0,0,False
148,cal,48,8,3,0,3,True
149,test,18,6,4,0,4,True
150,test,15,6,1,0,1,True
151,test,43,7,4,0,4,True
152,test,20,5,2,0,2,True
153,test,17,3,1,0,1,True
154,cal,13,3,1,0,1,True
155,cal,30,4,1,0,1,True
156,test,25,4,2,0,2,True
157,test,16,2,0,0,0,False
158,test,17,3,1,0,1,True
159,test,52,11,4,0,4,True
160,test,21,5,0,0,0,False
161,cal,32,6,0,0,0,False
162,cal,44,6,0,0,0,False
163,test,13,2,1,0,1,True
164,test,17,3,1,0,1,True
165,cal,41,8,1,0,1,True
166,cal,17,3,1,0,1,True
167,test,28,6,2,0,2,True
168,tune,33,5,3,0,3,True
169,cal,26,4,2,0,2,True
170,test,39,7,2,0,2,True
171,cal,13,4,0,0,0,False
172,test,16,2,0,0,0,False
173,test,16,3,1,0,1,True
174,test,20,5,2,0,2,True
175,test,24,3,0,0,0,False
176,cal,53,8,2,0,2,True
177,test,16,2,0,0,0,False
178,test,25,11,2,0,2,True
179,cal,16,3,0,0,0,False
180,test,23,5,0,0,0,False
181,test,16,2,0,0,0,False
182,tune,21,7,1,0,1,True
183,cal,32,5,0,0,0,False
184,cal,24,3,0,0,0,False
185,test,13,2,0,0,0,False
186,cal,15,3,0,0,0,False
187,test,17,3,0,0,0,False
188,cal,29,7,3,0,3,True
189,cal,35,6,3,0,3,True
190,cal,22,6,3,0,3,True
191,test,31,8,2,0,2,True
192,test,33,5,0,0,0,False
193,cal,21,4,0,0,0,False
194,cal,53,7,0,0,0,False
195,test,11,3,1,0,1,True
196,test,18,3,0,0,0,False
197,test,19,7,1,0,1,True
198,test,17,3,1,0,1,True
199,test,31,5,1,0,1,True
200,cal,11,2,1,0,1,True
201,tune,37,5,0,0,0,False
202,cal,24,3,0,0,0,False
203,cal,11,3,0,0,0,False
204,test,18,5,0,0,0,False
205,cal,34,5,0,0,0,False
206,cal,42,9,3,0,3,True
207,cal,25,10,1,0,1,True
208,test,29,5,0,0,0,False
209,cal,33,5,2,0,2,True
210,cal,25,5,1,0,1,True
211,cal,42,10,3,0,3,True
212,test,16,3,1,0,1,True
213,test,32,6,0,0,0,False
214,test,68,15,4,0,4,True
215,tune,24,5,0,0,0,False
216,cal,48,8,6,0,6,True
217,cal,85,43,8,0,8,True
218,cal,52,9,4,0,4,True
219,cal,29,5,2,0,2,True
220,tune,8,1,0,0,0,False
221,test,38,22,12,0,12,True
222,cal,24,11,2,0,2,True
223,cal,32,6,2,0,2,True
224,cal,37,15,6,0,6,True
225,cal,42,8,0,0,0,False
226,cal,24,3,0,0,0,False
227,cal,23,4,1,0,1,True
228,cal,40,5,4,0,4,True
229,test,58,12,3,0,3,True
230,cal,41,17,5,0,5,True
231,tune,80,12,10,0,10,True
232,cal,39,9,1,0,1,True
233,cal,16,3,0,0,0,False
234,cal,42,6,1,0,1,True
235,test,27,5,1,0,1,True
236,tune,23,6,2,0,2,True
237,cal,24,3,0,0,0,False
238,cal,54,9,1,0,1,True
239,cal,10,3,2,0,2,True
240,tune,37,6,3,0,3,True
241,cal,26,6,3,0,3,True
242,test,26,5,4,0,4,True
243,test,39,8,2,0,2,True
244,test,26,5,1,0,1,True
245,cal,23,12,10,0,10,True
246,test,18,4,1,0,1,True
247,cal,24,4,1,0,1,True
248,test,25,4,0,0,0,False
249,cal,24,9,3,0,3,True
250,cal,72,29,13,0,13,True
251,cal,36,8,5,0,5,True
252,cal,10,3,0,0,0,False
253,test,31,11,4,0,4,True
254,cal,8,1,0,0,0,False
255,cal,39,5,2,0,2,True
