video_id,path_id,node_index,image_id,frame_index,image_path,bbox_x,bbox_y,bbox_w,bbox_h,score
115,ovtb_v115_p000000,0,13816,0,data/OVT-B/OVT-B/LVVIS/train_00000/00000.jpg,294.73199462890625,49.423126220703125,521.7940673828125,484.5707702636719,0.8765596151351929
115,ovtb_v115_p000000,1,13819,3,data/OVT-B/OVT-B/LVVIS/train_00000/00003.jpg,300.608154296875,44.5093994140625,787.63671875,488.7408447265625,0.8841685056686401
115,ovtb_v115_p000000,2,13823,7,data/OVT-B/OVT-B/LVVIS/train_00000/00007.jpg,205.11557006835935,59.56657409667969,620.6473693847656,474.6708526611328,0.8945786356925964
115,ovtb_v115_p000000,3,13826,10,data/OVT-B/OVT-B/LVVIS/train_00000/00010.jpg,203.794677734375,68.22708129882812,711.9085693359375,469.9208679199219,0.909517765045166
115,ovtb_v115_p000000,4,13830,14,data/OVT-B/OVT-B/LVVIS/train_00000/00014.jpg,116.08468627929688,53.99508666992188,916.756866455078,485.2987365722656,0.8915254473686218
115,ovtb_v115_p000000,5,13833,17,data/OVT-B/OVT-B/LVVIS/train_00000/00017.jpg,158.44866943359375,57.67233276367188,654.0225219726562,476.7272033691406,0.8955090641975403
115,ovtb_v115_p000000,6,13837,21,data/OVT-B/OVT-B/LVVIS/train_00000/00021.jpg,159.52835083007812,56.36158752441406,655.1665954589844,477.89427185058594,0.8862480521202087
115,ovtb_v115_p000000,7,13840,24,data/OVT-B/OVT-B/LVVIS/train_00000/00024.jpg,160.62265014648438,57.496337890625,663.2622375488281,477.156005859375,0.8962382674217224
115,ovtb_v115_p000001,0,13816,0,data/OVT-B/OVT-B/LVVIS/train_00000/00000.jpg,391.7388305664063,524.6293334960938,453.2042236328125,194.0633544921875,0.3133576810359955
115,ovtb_v115_p000001,1,13823,7,data/OVT-B/OVT-B/LVVIS/train_00000/00007.jpg,391.638427734375,525.0817260742188,453.428955078125,193.5555419921875,0.3212288022041321
115,ovtb_v115_p000001,2,13837,21,data/OVT-B/OVT-B/LVVIS/train_00000/00021.jpg,391.568115234375,523.9695434570312,453.92578125,194.8564453125,0.3024234771728515
115,ovtb_v115_p000002,0,13816,0,data/OVT-B/OVT-B/LVVIS/train_00000/00000.jpg,796.5084228515625,394.3000183105469,113.3271484375,195.53073120117188,0.726774275302887
115,ovtb_v115_p000002,1,13819,3,data/OVT-B/OVT-B/LVVIS/train_00000/00003.jpg,813.381591796875,504.25787353515625,69.253662109375,85.8804931640625,0.3465124070644378
115,ovtb_v115_p000002,2,13823,7,data/OVT-B/OVT-B/LVVIS/train_00000/00007.jpg,801.0783081054688,394.5846557617188,108.9512939453125,195.25677490234372,0.7034392356872559
115,ovtb_v115_p000002,3,13826,10,data/OVT-B/OVT-B/LVVIS/train_00000/00010.jpg,802.712158203125,394.2356567382813,108.080322265625,195.540771484375,0.4869312345981598
115,ovtb_v115_p000002,4,13833,17,data/OVT-B/OVT-B/LVVIS/train_00000/00017.jpg,788.9987182617188,393.8734130859375,120.8426513671875,196.03106689453125,0.7273188829421997
115,ovtb_v115_p000002,5,13837,21,data/OVT-B/OVT-B/LVVIS/train_00000/00021.jpg,793.4297485351562,394.3641357421875,116.373046875,195.57061767578125,0.7310944199562073
115,ovtb_v115_p000002,6,13840,24,data/OVT-B/OVT-B/LVVIS/train_00000/00024.jpg,798.9820556640625,394.41741943359375,110.775146484375,195.51361083984372,0.720710813999176
119,ovtb_v119_p000003,0,13920,0,data/OVT-B/OVT-B/LVVIS/train_00012/00000.jpg,590.5987548828125,270.2318115234375,255.8775634765625,421.1905517578125,0.825503408908844
119,ovtb_v119_p000003,1,13922,2,data/OVT-B/OVT-B/LVVIS/train_00012/00002.jpg,569.0308227539062,271.0977478027344,264.2381591796875,419.9787902832031,0.8037163019180298
