panel,K,policy,metric,value,alpha_reference_line,evidence_scope
t1_current_MP_FTR,300,PARC,ftr_t1,0.3157894736842105,0.1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
t1_current_MP_FTR,300,raw_topK,ftr_t1,0.4222539229671897,0.1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
t1_current_MP_FTR,300,raw_topR,ftr_t1,0.3157894736842105,0.1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
t1_current_MP_FTR,500,PARC,ftr_t1,0.3101851851851852,0.1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
t1_current_MP_FTR,500,raw_topK,ftr_t1,0.4869857262804366,0.1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
t1_current_MP_FTR,500,raw_topR,ftr_t1,0.3101851851851852,0.1,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
stable_to_unstable_drift,300,PARC,stable_to_unstable_drift_rate_among_t0_stable,0.18421052631578946,,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
stable_to_unstable_drift,300,raw_topK,stable_to_unstable_drift_rate_among_t0_stable,0.21255349500713266,,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
stable_to_unstable_drift,300,raw_topR,stable_to_unstable_drift_rate_among_t0_stable,0.18421052631578946,,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
stable_to_unstable_drift,500,PARC,stable_to_unstable_drift_rate_among_t0_stable,0.2037037037037037,,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
stable_to_unstable_drift,500,raw_topK,stable_to_unstable_drift_rate_among_t0_stable,0.2216624685138539,,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
stable_to_unstable_drift,500,raw_topR,stable_to_unstable_drift_rate_among_t0_stable,0.2037037037037037,,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
