K,policy,candidate_id,formula,chemical_system,t1_label_status,missing_current_mp_element_refs,counted_as_t1_false,evidence_scope
300,PARC,wbm-1-6380,Br6 Yb2,Br-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,PARC,wbm-1-16608,Ba1 F8 Yb2,Ba-F-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,PARC,wbm-2-15374,Ca1 F6 Yb1,Ca-F-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,PARC,wbm-3-10403,Br6 Yb2,Br-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,PARC,wbm-3-10404,Br6 Yb2,Br-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,PARC,wbm-3-23582,F6 Sr1 Yb1,F-Sr-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,PARC,wbm-4-11241,F6 Pa1 Yb1,F-Pa-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,PARC,wbm-4-17936,F8 Li2 Pa1 Yb1,F-Li-Pa-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,PARC,wbm-5-6306,Ca1 F6 Yb1,Ca-F-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,wbm-1-6380,Br6 Yb2,Br-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,wbm-1-6470,Br8 Yb2,Br-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,wbm-1-10521,Cl8 Yb2,Cl-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
300,raw_topK,wbm-1-10522,Cl8 Yb2,Cl-Yb,unresolved_current_MP_missing_element_reference,Yb,True,completed_current_MP_hull_shift_utility_audit;not_strict_alpha_temporal_certificate;not_prospective_discovery;no_t1_label_used_for_selection
