method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.5,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,11.169153951844516,9.313968005098578,10.0,True,9.313968005098578,9.313968005098578,25,25,0,0,0,0,0,0,0.0,,0,1216,,,25,10.0,-0.6860319949014215,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.5,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,11.169153951844516,9.313968005098578,10.0,True,9.313968005098578,9.313968005098578,50,50,0,0,0,0,0,0,0.0,,0,1216,,,50,10.0,-0.6860319949014215,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.5,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,11.169153951844516,9.313968005098578,10.0,True,9.313968005098578,9.313968005098578,100,100,0,0,0,0,0,0,0.0,,0,1216,,,100,10.0,-0.6860319949014215,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.5,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,11.169153951844516,9.313968005098578,10.0,True,9.313968005098578,8.320387558019052,150,150,0,0,0,0,0,0,0.0,,0,1216,,,150,10.0,-4.622578065032774,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.5,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,11.169153951844516,9.313968005098578,10.0,True,9.313968005098578,7.41534323813788,200,200,0,0,0,0,0,0,0.0,,0,1216,,,200,10.0,-5.343015997450711,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.5,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,11.169153951844516,9.313968005098578,10.0,True,9.313968005098578,6.861704787489692,250,250,0,0,0,0,0,0,0.0,,0,1216,,,249,10.04016064257028,-5.383176640020991,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.17095990351369836,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,29.493601004141784,21.823743917268036,10.0,True,21.823743917268036,21.823743917268033,25,25,0,25,0,0,0,0,0.04,,0,1216,10.0,11.823743917268036,25,10.0,11.823743917268036,21.823743917268036,21.823743917268033,21.823743917268036,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.17095990351369836,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,29.493601004141784,21.823743917268036,10.0,True,21.823743917268036,21.823743917268033,50,50,0,50,0,0,0,0,0.06,,0,1216,10.0,11.823743917268036,50,10.0,11.823743917268036,21.823743917268036,21.823743917268033,21.823743917268036,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.17095990351369836,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,29.493601004141784,21.823743917268036,10.0,True,21.823743917268036,21.823743917268033,100,100,0,100,0,0,0,0,0.08,,0,1216,10.0,11.823743917268036,100,10.0,11.823743917268036,21.823743917268036,21.823743917268033,21.823743917268036,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.17095990351369836,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,29.493601004141784,21.823743917268036,10.0,True,21.823743917268036,18.464486362252853,150,150,0,126,0,0,0,0,0.07936507936507936,,0,1216,11.904761904761903,0.37990316368046884,106,14.150943396226413,7.672800521041623,12.284665068442372,20.309604417454437,21.823743917268036,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.17095990351369836,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,29.493601004141784,21.823743917268036,10.0,True,21.823743917268036,15.605073474506437,200,200,0,106,0,0,0,0,0.07547169811320754,,0,1216,18.867924528301884,2.9558193889661517,106,18.867924528301884,2.9558193889661517,21.823743917268036,21.823743917268036,21.823743917268036,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,498,346,152,346,346,346,152,0,0.17095990351369836,0.17095990351369836,0.002004008016032,0.002881844380403458,0.002881844380403458,29.493601004141784,21.823743917268036,10.0,True,21.823743917268036,13.86240374102334,250,250,0,0,0,0,0,0,0.0,,0,1216,,,106,23.584905660377355,-1.7611617431093194,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498,333,165,333,333,333,165,0,0.17208324513354473,0.17208324513354473,0.002004008016032,0.0029940119760479044,0.0029940119760479044,29.480933788504895,21.14416661026871,10.0,True,21.14416661026871,21.14416661026871,25,25,0,25,0,0,0,0,0.04,,55,1161,10.0,11.144166610268709,25,10.0,11.144166610268709,21.14416661026871,21.14416661026871,21.14416661026871,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498,333,165,333,333,333,165,0,0.17208324513354473,0.17208324513354473,0.002004008016032,0.0029940119760479044,0.0029940119760479044,29.480933788504895,21.14416661026871,10.0,True,21.14416661026871,21.14416661026871,50,50,0,50,0,0,0,0,0.06,,55,1161,10.0,11.144166610268709,50,10.0,11.144166610268709,21.14416661026871,21.14416661026871,21.14416661026871,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,498,333,165,333,333,333,165,0,0.17208324513354473,0.17208324513354473,0.002004008016032,0.0029940119760479044,0.0029940119760479044,29.480933788504895,21.14416661026871,10.0,True,21.14416661026871,21.14416661026871,100,100,0,100,0,0,0,0,0.08,,55,1161,10.0,11.144166610268709,100,10.0,11.144166610268709,21.14416661026871,21.14416661026871,21.14416661026871,,
