dataset,video_id,path_id,label,reason,auditor,confidence,review_status,verified_positive_for_calibration
TAO,4411,ovtb_v4411_p002619,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,3326,ovtb_v3326_p001814,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,3343,ovtb_v3343_p001912,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,3542,ovtb_v3542_p002032,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,5781,ovtb_v5781_p004235,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,3165,ovtb_v3165_p001627,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,5092,ovtb_v5092_p003497,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,3382,ovtb_v3382_p002049,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,4172,ovtb_v4172_p002683,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,3472,ovtb_v3472_p002083,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,5895,ovtb_v5895_p004260,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,4977,ovtb_v4977_p003442,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,2516,ovtb_v2516_p001225,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,4885,ovtb_v4885_p003294,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,3399,ovtb_v3399_p001945,actually_false,wrong_category_adult_or_nonbaby_region,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,2297,ovtb_v2297_p001228,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,2112,ovtb_v2112_p001119,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,2112,ovtb_v2112_p001111,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,4465,ovtb_v4465_p002646,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5673,ovtb_v5673_p004124,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,4465,ovtb_v4465_p002650,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,4465,ovtb_v4465_p002648,actually_true,small_or_fine_grained_object_confirmed_by_user_recheck,codex_visual_audit_v2_tao_user_recheck,medium,user_recheck_confirmed_small_objects_true,no
TAO,4465,ovtb_v4465_p002652,actually_true,small_or_fine_grained_object_confirmed_by_user_recheck,codex_visual_audit_v2_tao_user_recheck,medium,user_recheck_confirmed_small_objects_true,no
TAO,2175,ovtb_v2175_p001048,actually_true,small_or_fine_grained_object_confirmed_by_user_recheck,codex_visual_audit_v2_tao_user_recheck,medium,user_recheck_confirmed_small_objects_true,no
TAO,5668,ovtb_v5668_p004122,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,1414,ovtb_v1414_p000718,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,5148,ovtb_v5148_p003622,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5148,ovtb_v5148_p003620,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5148,ovtb_v5148_p003621,actually_true,stable_tracklet_with_moderate_score,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5148,ovtb_v5148_p003618,actually_true,small_or_fine_grained_object_confirmed_by_user_recheck,codex_visual_audit_v2_tao_user_recheck,medium,user_recheck_confirmed_small_objects_true,no
TAO,1414,ovtb_v1414_p000719,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5294,ovtb_v5294_p003684,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,4677,ovtb_v4677_p003130,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,5409,ovtb_v5409_p003886,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,4677,ovtb_v4677_p003139,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,4677,ovtb_v4677_p003147,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,5409,ovtb_v5409_p003892,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,5409,ovtb_v5409_p003888,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5409,ovtb_v5409_p003893,actually_true,stable_tracklet_with_moderate_score,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,4971,ovtb_v4971_p003483,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,5409,ovtb_v5409_p003890,actually_true,small_or_fine_grained_object_confirmed_by_user_recheck,codex_visual_audit_v2_tao_user_recheck,medium,user_recheck_confirmed_small_objects_true,no
TAO,2076,ovtb_v2076_p000985,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,2076,ovtb_v2076_p000983,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,1747,ovtb_v1747_p000717,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,1747,ovtb_v1747_p000720,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,5305,ovtb_v5305_p003761,actually_true,stable_tracklet_with_moderate_score,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,1747,ovtb_v1747_p000722,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,4431,ovtb_v4431_p002875,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,5696,ovtb_v5696_p004174,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,2188,ovtb_v2188_p000951,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,3995,ovtb_v3995_p002265,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5696,ovtb_v5696_p004173,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,5696,ovtb_v5696_p004175,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,2758,ovtb_v2758_p001313,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5778,ovtb_v5778_p004123,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5886,ovtb_v5886_p004364,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,3129,ovtb_v3129_p001578,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,5877,ovtb_v5877_p004236,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,4487,ovtb_v4487_p002750,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,4599,ovtb_v4599_p002896,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,4431,ovtb_v4431_p002873,actually_true,small_or_fine_grained_object_confirmed_by_user_recheck,codex_visual_audit_v2_tao_user_recheck,medium,user_recheck_confirmed_small_objects_true,no
TAO,2207,ovtb_v2207_p000971,actually_true,small_or_fine_grained_object_confirmed_by_user_recheck,codex_visual_audit_v2_tao_user_recheck,medium,user_recheck_confirmed_small_objects_true,no
TAO,4784,ovtb_v4784_p002962,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,4784,ovtb_v4784_p002953,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,4784,ovtb_v4784_p002960,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,yes
TAO,2811,ovtb_v2811_p001320,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,3027,ovtb_v3027_p001447,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,3640,ovtb_v3640_p002281,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,no
TAO,5753,ovtb_v5753_p004235,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,3027,ovtb_v3027_p001448,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,2688,ovtb_v2688_p001285,actually_true,partial_official_track_overlap_or_temporal_mismatch,codex_visual_audit_v1_tao_model_assisted,high,model_assisted_second_dataset_audit,yes
TAO,3640,ovtb_v3640_p002280,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
TAO,4589,ovtb_v4589_p003037,actually_true,stable_high_score_visual_tracklet,codex_visual_audit_v1_tao_model_assisted,medium,model_assisted_second_dataset_audit,no
