video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
0,cal,20,15,6,0,6,True
1,cal,28,15,2,0,2,True
3,cal,23,7,1,0,1,True
7,test,33,21,6,0,6,True
9,test,8,8,0,0,0,False
11,cal,24,18,6,0,6,True
13,cal,39,10,5,0,5,True
16,test,13,8,0,0,0,False
38,tune,15,6,0,0,0,False
40,cal,17,7,1,0,1,True
47,cal,18,8,3,0,3,True
50,test,22,12,1,0,1,True
51,cal,19,7,2,0,2,True
67,cal,15,8,4,0,4,True
69,cal,19,6,3,0,3,True
71,cal,9,5,0,0,0,False
72,cal,14,4,1,0,1,True
79,test,11,3,1,0,1,True
85,test,32,15,7,0,7,True
92,test,26,11,2,0,2,True
114,test,22,19,13,0,13,True
117,test,19,8,1,0,1,True
119,cal,27,9,2,0,2,True
121,cal,24,20,4,0,4,True
134,test,18,8,5,0,5,True
144,test,27,6,2,0,2,True
146,cal,29,23,11,0,11,True
152,cal,12,3,1,0,1,True
157,cal,17,12,2,0,2,True
158,test,59,13,8,0,8,True
160,cal,24,7,0,0,0,False
170,cal,29,10,0,0,0,False
183,test,20,3,1,0,1,True
184,cal,21,5,0,0,0,False
189,test,8,2,0,0,0,False
201,test,26,9,4,0,4,True
203,test,25,15,7,0,7,True
208,test,12,7,4,0,4,True
212,cal,42,29,18,1,17,True
214,cal,12,5,1,0,1,True
220,cal,21,18,13,0,13,True
221,test,37,25,11,0,11,True
237,test,10,5,1,0,1,True
239,cal,23,8,6,0,6,True
245,test,24,14,6,0,6,True
261,test,31,7,6,0,6,True
274,cal,25,5,0,0,0,False
275,cal,26,11,1,0,1,True
279,test,46,10,7,0,7,True
282,test,9,4,0,0,0,False
284,cal,25,6,0,0,0,False
300,tune,18,4,1,0,1,True
301,test,21,10,0,0,0,False
302,test,8,4,1,0,1,True
303,cal,48,13,5,1,4,True
310,test,34,9,1,0,1,True
324,cal,4,4,2,0,2,True
330,test,16,8,1,0,1,True
333,test,17,14,1,0,1,True
346,test,15,5,1,0,1,True
349,test,19,13,1,0,1,True
357,cal,23,6,3,0,3,True
358,test,32,15,7,0,7,True
361,test,28,14,1,0,1,True
366,cal,18,6,2,0,2,True
369,test,40,27,22,0,22,True
371,test,74,48,35,2,33,True
377,tune,58,18,5,0,5,True
379,cal,25,6,0,0,0,False
383,cal,39,17,7,0,7,True
384,test,5,5,0,0,0,False
388,cal,23,8,1,0,1,True
399,test,14,7,4,0,4,True
400,test,19,14,8,0,8,True
415,cal,41,21,13,0,13,True
417,cal,16,10,3,0,3,True
431,test,40,12,1,0,1,True
433,test,25,8,3,0,3,True
445,test,6,6,4,0,4,True
452,tune,2,2,1,0,1,True
456,test,20,15,4,0,4,True
461,test,55,16,8,0,8,True
462,test,16,4,0,0,0,False
483,cal,39,12,4,1,3,True
488,test,20,7,2,0,2,True
496,cal,19,4,1,0,1,True
498,cal,23,7,2,0,2,True
501,test,12,4,0,0,0,False
502,cal,14,4,2,0,2,True
508,test,26,8,2,0,2,True
515,cal,30,9,4,0,4,True
516,test,28,19,7,0,7,True
524,cal,18,5,1,0,1,True
535,test,100,33,24,0,24,True
545,cal,18,10,2,0,2,True
546,cal,31,9,3,0,3,True
551,cal,14,3,0,0,0,False
560,test,33,21,7,0,7,True
568,cal,15,5,0,0,0,False
569,cal,12,8,5,0,5,True
575,cal,32,14,3,1,2,True
583,tune,21,10,7,0,7,True
592,cal,20,8,0,0,0,False
594,test,20,8,2,0,2,True
595,cal,16,6,6,0,6,True
601,cal,9,7,4,0,4,True
611,cal,10,3,0,0,0,False
621,cal,22,8,2,0,2,True
630,cal,23,8,3,0,3,True
632,test,25,8,4,0,4,True
633,cal,21,17,7,0,7,True
635,cal,38,14,10,0,10,True
650,cal,38,17,8,0,8,True
653,cal,21,18,18,0,18,True
661,test,42,15,9,0,9,True
662,cal,36,20,6,0,6,True
677,cal,4,3,1,0,1,True
678,tune,1,1,0,0,0,False
689,cal,13,12,8,0,8,True
693,tune,7,7,5,0,5,True
705,test,5,4,3,0,3,True
728,tune,4,4,3,0,3,True
731,cal,7,4,0,0,0,False
732,cal,8,7,0,0,0,False
735,cal,4,4,4,0,4,True
736,cal,8,8,5,0,5,True
739,test,5,3,2,0,2,True
767,tune,4,4,2,0,2,True
775,test,16,9,4,0,4,True
777,test,2,2,0,0,0,False
778,tune,2,2,2,0,2,True
801,test,1,1,1,0,1,True
805,cal,11,9,8,0,8,True
807,test,4,4,4,0,4,True
813,cal,1,1,0,0,0,False
824,tune,11,9,6,0,6,True
825,cal,6,6,6,0,6,True
827,cal,6,5,1,0,1,True
841,cal,2,2,2,0,2,True
847,cal,6,4,3,0,3,True
849,cal,3,3,2,0,2,True
859,test,3,3,2,0,2,True
894,test,15,10,6,0,6,True
897,cal,5,3,0,0,0,False
903,test,1,1,1,0,1,True
907,test,11,9,7,0,7,True
908,cal,5,5,5,0,5,True
912,tune,5,5,3,0,3,True
928,test,5,5,3,0,3,True
934,test,5,5,5,0,5,True
936,cal,7,5,4,0,4,True
959,cal,2,2,2,0,2,True
978,cal,5,5,1,0,1,True
980,test,9,9,4,0,4,True
995,cal,4,4,4,0,4,True
1008,cal,12,9,8,0,8,True
