dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source
TAO,4782,ovtb_v4782_p003107,test,cow,81,0.957849197089672,0.957849197089672,0.957849197089672,8,0.875,210,1380,8,1,False,29094.0,0.990834563206762,1.0,8,True,False,,no,cat:81,unknown,cow,unknown,global,0,final_score_proxy
TAO,2434,ovtb_v2434_p001193,test,airplane,4,0.954248070716858,0.954248070716858,0.954248070716858,1,0.0,2970,2970,1,2,False,14712.0,0.9712057671965688,1.0,1,True,False,,no,cat:4,unknown,airplane,unknown,global,0,final_score_proxy
TAO,4916,ovtb_v4916_p003352,tune,giraffe,502,0.949165403842926,0.949165403842926,0.949165403842926,1,0.0,180,180,1,3,False,29802.0,0.9841670574290352,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,5294,ovtb_v5294_p003687,test,giraffe,502,0.947701334953308,0.947701334953308,0.947701334953308,1,0.0,930,930,1,4,False,,0.0,0.0,0,False,True,actually_true,yes,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4971,ovtb_v4971_p003485,test,giraffe,502,0.9436233043670654,0.9436233043670654,0.9436233043670654,3,0.6666666666666666,600,930,3,5,False,30086.0,0.9865034954893126,1.0,3,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,5411,ovtb_v5411_p003840,cal,baby,805,0.942048117518425,0.942048117518425,0.942048117518425,4,0.75,1380,2190,4,6,False,32275.0,0.9859296212838928,1.0,4,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,1153,ovtb_v1153_p000517,cal,baby,805,0.9415318250656128,0.9415318250656128,0.9415318250656128,5,0.8,0,690,5,7,False,7684.0,0.9911868657272718,1.0,5,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,3,ovtb_v3_p000006,cal,baby,805,0.9384746551513672,0.9384746551513672,0.9384746551513672,1,0.0,960,960,1,8,False,20.0,0.832208670728368,1.0,1,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,1926,ovtb_v1926_p000745,cal,baby,805,0.9355029463768004,0.9355029463768004,0.9355029463768004,1,0.0,1110,1110,1,9,False,12173.0,0.8604549939143636,1.0,1,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p003153,test,surfboard,1057,0.9353936910629272,0.9353936910629272,0.9353936910629272,1,0.0,2070,2070,1,10,False,29224.0,0.7525494212794656,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,3347,ovtb_v3347_p001840,cal,baby,805,0.9296225309371948,0.9296225309371948,0.9296225309371948,1,0.0,1170,1170,1,11,False,19919.0,0.9690974672650704,1.0,1,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,1659,ovtb_v1659_p000804,test,giraffe,502,0.9294925928115844,0.9294925928115844,0.9294925928115844,6,0.8333333333333334,210,1380,6,12,False,10796.0,0.9575246829986904,1.0,6,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4916,ovtb_v4916_p003353,tune,giraffe,502,0.9294763604799906,0.9294763604799906,0.9294763604799906,3,0.6666666666666666,360,1170,3,13,False,29802.0,0.9385916104311292,1.0,3,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,2434,ovtb_v2434_p001188,test,airplane,4,0.9276778995990752,0.9276778995990752,0.9276778995990752,4,0.75,1980,3150,4,14,False,14712.0,0.9837228568659964,1.0,4,True,False,,no,cat:4,unknown,airplane,unknown,global,0,final_score_proxy
TAO,5694,ovtb_v5694_p004140,cal,bottle,133,0.9269163608551024,0.9269163608551024,0.9269163608551024,1,0.0,391,391,1,15,False,33987.0,0.9802709193619612,1.0,1,True,False,,no,cat:133,unknown,bottle,unknown,global,0,final_score_proxy
TAO,4834,ovtb_v4834_p003173,tune,giraffe,502,0.9267883896827698,0.9267883896827698,0.9267883896827698,1,0.0,150,150,1,16,False,29357.0,0.9909845619390052,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,3506,ovtb_v3506_p002220,tune,baby,805,0.9240887335368564,0.9240887335368564,0.9240887335368564,7,0.8571428571428571,660,1830,7,17,False,20959.0,0.9914643565129748,1.0,7,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,1955,ovtb_v1955_p000996,test,dog,382,0.923445681730906,0.923445681730906,0.923445681730906,3,0.6666666666666666,390,1560,3,18,False,12325.0,0.9834812432813632,1.0,3,True,False,,no,cat:382,unknown,dog,unknown,global,0,final_score_proxy
TAO,1659,ovtb_v1659_p000806,test,giraffe,502,0.9226021468639374,0.9226021468639374,0.9226021468639374,4,0.75,390,1380,4,19,False,10796.0,0.953513140768539,1.0,4,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4772,ovtb_v4772_p002946,cal,skateboard,980,0.9217137098312378,0.9217137098312378,0.9217137098312378,2,0.5,840,1170,2,20,False,29050.0,0.947181626902991,1.0,2,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,4975,ovtb_v4975_p003393,cal,bear,78,0.9214472770690918,0.9214472770690918,0.9214472770690918,1,0.0,3210,3210,1,21,False,30104.0,0.9925610676738996,1.0,1,True,False,,no,cat:78,unknown,bear,unknown,global,0,final_score_proxy
TAO,2339,ovtb_v2339_p001242,cal,baby,805,0.920863389968872,0.920863389968872,0.920863389968872,2,0.5,630,1110,2,22,False,14240.0,0.9635997545232002,1.0,2,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,5363,ovtb_v5363_p003768,cal,boat,118,0.9208112210035324,0.9208112210035324,0.9208112210035324,8,0.875,2280,3450,8,23,False,32024.0,0.9792691980942294,1.0,8,True,False,,no,cat:118,unknown,boat,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p003149,test,surfboard,1057,0.9207854866981506,0.9207854866981506,0.9207854866981506,1,0.0,1410,1410,1,24,False,29224.0,0.5955772435877512,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,1160,ovtb_v1160_p000449,tune,baby,805,0.9188376367092131,0.9188376367092131,0.9188376367092131,4,0.75,150,750,4,25,False,7733.0,0.9934791990075564,1.0,4,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p003152,test,surfboard,1057,0.9188368320465088,0.9188368320465088,0.9188368320465088,1,0.0,1890,1890,1,26,False,29224.0,0.969657812831022,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,535,ovtb_v535_p000343,test,baby,805,0.916936032474041,0.916936032474041,0.916936032474041,8,0.875,0,1170,8,27,False,3449.0,0.9925407447975274,1.0,8,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,2488,ovtb_v2488_p001328,cal,turtle,1152,0.9162839651107788,0.9162839651107788,0.9162839651107788,3,0.6666666666666666,1050,1380,3,28,False,14973.0,0.9871013317641264,1.0,3,True,False,,no,cat:1152,unknown,turtle,unknown,global,0,final_score_proxy
TAO,4018,ovtb_v4018_p002277,cal,bird,99,0.9156496524810792,0.9156496524810792,0.9156496524810792,3,0.6666666666666666,200,475,3,29,False,24549.0,0.9929966216969328,1.0,3,True,False,,no,cat:99,unknown,bird,unknown,global,0,final_score_proxy
TAO,4834,ovtb_v4834_p003176,tune,giraffe,502,0.91562157869339,0.91562157869339,0.91562157869339,1,0.0,1320,1320,1,30,False,29357.0,0.9939378042068387,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,1955,ovtb_v1955_p000998,test,dog,382,0.9153846502304076,0.9153846502304076,0.9153846502304076,1,0.0,720,720,1,31,False,12325.0,0.96844879707365,1.0,1,True,False,,no,cat:382,unknown,dog,unknown,global,0,final_score_proxy
TAO,4971,ovtb_v4971_p003486,test,giraffe,502,0.9151294231414796,0.9151294231414796,0.9151294231414796,1,0.0,1260,1260,1,32,False,30086.0,0.977860134716437,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4151,ovtb_v4151_p002662,test,baby,805,0.9132193326950072,0.9132193326950072,0.9132193326950072,1,0.0,1290,1290,1,33,False,25364.0,0.9846488564141568,1.0,1,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,4834,ovtb_v4834_p003174,tune,giraffe,502,0.9127181172370912,0.9127181172370912,0.9127181172370912,1,0.0,330,330,1,34,False,29357.0,0.9406324611145817,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,5294,ovtb_v5294_p003686,test,giraffe,502,0.9103640913963318,0.9103640913963318,0.9103640913963318,1,0.0,780,780,1,35,False,,0.0,0.0,0,False,True,actually_true,yes,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,1955,ovtb_v1955_p000997,test,dog,382,0.9098915755748748,0.9098915755748748,0.9098915755748748,2,0.5,570,1230,2,36,False,12325.0,0.9787775781769704,1.0,2,True,False,,no,cat:382,unknown,dog,unknown,global,0,final_score_proxy
TAO,4916,ovtb_v4916_p003359,tune,baby,805,0.9072939157485962,0.9072939157485962,0.9072939157485962,1,0.0,1350,1350,1,37,False,29803.0,0.9692538961463082,1.0,1,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,4935,ovtb_v4935_p003428,cal,baby,805,0.9069300889968872,0.9069300889968872,0.9069300889968872,1,0.0,1230,1230,1,38,False,29888.0,0.9869143324265348,1.0,1,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p003154,test,surfboard,1057,0.9068437218666076,0.9068437218666076,0.9068437218666076,1,0.0,2220,2220,1,39,False,29224.0,0.6434876072011165,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,1935,ovtb_v1935_p000977,test,baby,805,0.905537337064743,0.905537337064743,0.905537337064743,8,0.875,360,1530,8,40,False,12209.0,0.98526699506683,1.0,8,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,4935,ovtb_v4935_p003432,cal,skateboard,980,0.9049566388130188,0.9049566388130188,0.9049566388130188,1,0.0,1230,1230,1,41,False,29889.0,0.9629299013255094,1.0,1,True,False,,no,cat:980,unknown,skateboard,unknown,global,0,final_score_proxy
TAO,5034,ovtb_v5034_p003513,test,baby,805,0.9049077406525612,0.9049077406525612,0.9049077406525612,8,0.875,240,1176,8,42,False,30424.0,0.9938511277983224,1.0,8,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,4834,ovtb_v4834_p003175,tune,giraffe,502,0.904785931110382,0.904785931110382,0.904785931110382,1,0.0,660,660,1,43,False,29357.0,0.9721007214005634,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4147,ovtb_v4147_p002373,cal,cat,229,0.9046178460121156,0.9046178460121156,0.9046178460121156,1,0.0,930,930,1,44,False,25348.0,0.9784499514310784,1.0,1,True,False,,no,cat:229,unknown,cat,unknown,global,0,final_score_proxy
TAO,4807,ovtb_v4807_p003155,test,surfboard,1057,0.9044430255889891,0.9044430255889891,0.9044430255889891,1,0.0,2400,2400,1,45,False,29224.0,0.6209238051532194,1.0,1,True,False,,no,cat:1057,unknown,surfboard,unknown,global,0,final_score_proxy
TAO,5976,ovtb_v5976_p004477,cal,water bottle,1184,0.904356986284256,0.904356986284256,0.904356986284256,2,0.5,221,357,2,46,False,35238.0,0.9532134889395072,1.0,2,True,False,,no,cat:1184,unknown,water bottle,unknown,global,0,final_score_proxy
TAO,5976,ovtb_v5976_p004478,cal,water bottle,1184,0.9043059945106506,0.9043059945106506,0.9043059945106506,1,0.0,289,289,1,47,False,35238.0,0.9348776825252584,1.0,1,True,False,,no,cat:1184,unknown,water bottle,unknown,global,0,final_score_proxy
TAO,1731,ovtb_v1731_p000703,cal,baby,805,0.9024515350659688,0.9024515350659688,0.9024515350659688,3,0.6666666666666666,90,1260,3,48,False,11156.0,0.9812990508451892,1.0,3,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,333,ovtb_v333_p000152,tune,baby,805,0.9023734033107758,0.9023734033107758,0.9023734033107758,2,0.5,0,270,2,49,False,2140.0,0.985142363100189,1.0,2,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,4971,ovtb_v4971_p003487,test,giraffe,502,0.9021729230880736,0.9021729230880736,0.9021729230880736,1,0.0,1440,1440,1,50,False,30086.0,0.9907966255888412,1.0,1,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,4971,ovtb_v4971_p003482,test,giraffe,502,0.9007627964019777,0.9007627964019777,0.9007627964019777,2,0.5,450,1110,2,51,False,30086.0,0.985744112178538,1.0,2,True,False,,no,cat:502,unknown,giraffe,unknown,global,0,final_score_proxy
TAO,3250,ovtb_v3250_p001688,cal,baby,805,0.9005913734436035,0.9005913734436035,0.9005913734436035,1,0.0,528,528,1,52,False,19287.0,0.9919084640634148,1.0,1,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,1955,ovtb_v1955_p000999,test,dog,382,0.9001098275184631,0.9001098275184631,0.9001098275184631,1,0.0,1050,1050,1,53,False,12325.0,0.9586754731879864,1.0,1,True,False,,no,cat:382,unknown,dog,unknown,global,0,final_score_proxy
TAO,1790,ovtb_v1790_p000692,test,crow,336,0.8998814225196838,0.8998814225196838,0.8998814225196838,1,0.0,750,750,1,54,False,11457.0,0.9235640901106128,1.0,1,True,False,,no,cat:336,unknown,crow,unknown,global,0,final_score_proxy
TAO,4018,ovtb_v4018_p002279,cal,bird,99,0.8992043375968933,0.8992043375968933,0.8992043375968933,5,0.8,625,1175,5,55,False,24549.0,0.98556003151994,1.0,5,True,False,,no,cat:99,unknown,bird,unknown,global,0,final_score_proxy
TAO,2722,ovtb_v2722_p001304,cal,cellular telephone,235,0.8987208604812622,0.8987208604812622,0.8987208604812622,3,0.6666666666666666,120,390,3,56,False,16440.0,0.8872617719694226,1.0,3,True,False,,no,cat:235,unknown,cellular telephone,unknown,global,0,final_score_proxy
