dataset,video_id,path_id,release_checkpoint,cell_id,score,p_block,p_any,e_value,gamma,gamma_star,empty_block_policy,p_min_block,p_min_effective,emax_effective,score_source,method,audit_policy
TAO,4916,ovtb_v4916_p003352,final,cat:502,0.949165403842926,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,5294,ovtb_v5294_p003687,final,cat:502,0.947701334953308,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,4916,ovtb_v4916_p003353,final,cat:502,0.9294763604799906,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,5694,ovtb_v5694_p004140,final,cat:133,0.9269163608551024,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,3506,ovtb_v3506_p002220,final,cat:805,0.9240887335368564,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,4772,ovtb_v4772_p002946,final,cat:980,0.9217137098312378,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,2339,ovtb_v2339_p001242,final,cat:805,0.920863389968872,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,1160,ovtb_v1160_p000449,final,cat:805,0.9188376367092131,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,535,ovtb_v535_p000343,final,cat:805,0.916936032474041,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,4018,ovtb_v4018_p002277,final,cat:99,0.9156496524810792,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,4151,ovtb_v4151_p002662,final,cat:805,0.9132193326950072,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,5294,ovtb_v5294_p003686,final,cat:502,0.9103640913963318,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,4916,ovtb_v4916_p003359,final,cat:805,0.9072939157485962,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,4935,ovtb_v4935_p003428,final,cat:805,0.9069300889968872,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,4935,ovtb_v4935_p003432,final,cat:980,0.9049566388130188,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,5034,ovtb_v5034_p003513,final,cat:805,0.9049077406525612,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,5976,ovtb_v5976_p004477,final,cat:1184,0.904356986284256,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,5976,ovtb_v5976_p004478,final,cat:1184,0.9043059945106506,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
TAO,333,ovtb_v333_p000152,final,cat:805,0.9023734033107758,0.0016778523489932886,0.0016778523489932886,12.206555615733704,0.5,0.15648862884834655,coverage_conditional,0.0016778523489932886,0.0016778523489932886,12.206555615733704,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
