candidate_id,source,formula,n_sites,block_id,stable_DFT,e_form_per_atom_mp2020_corrected,structure_ref,structure_sha256,chgnet_energy_per_atom,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy,frozen_model_score
wbm-1-1,WBM_step1_one_per_composition_family,Ac6 U2,8.0,2|Ac-U,False,0.544327,step_1.json.bz2::entry_0,,-5.352057456970215,scored,-5.903154451709069,0.5510969947388542,-0.5510969947388542
wbm-1-2,WBM_step1_one_per_composition_family,Ac1 Th3,4.0,2|Ac-Th,False,0.12619,step_1.json.bz2::entry_1,,-6.496851444244385,scored,-6.630260359380518,0.1334089151361333,-0.1334089151361333
wbm-1-4,WBM_step1_one_per_composition_family,Ag2 Au1 Hg1,4.0,3|Ag-Au,False,0.032195,step_1.json.bz2::entry_3,,-2.296228170394897,scored,-2.3213653491470296,0.025137178752132616,-0.025137178752132616
wbm-1-5,WBM_step1_one_per_composition_family,Ag2 Ba1 La1,4.0,3|Ag-Ba,False,-0.175452,step_1.json.bz2::entry_4,,-3.3346879482269287,scored,-3.140441231775536,-0.19424671645139258,0.19424671645139258
wbm-1-9,WBM_step1_one_per_composition_family,Ac1 Ag2 Bi1,4.0,3|Ac-Ag,True,-0.323544,step_1.json.bz2::entry_8,,-3.81052303314209,scored,-3.4080288856198493,-0.40249414752224055,0.40249414752224055
wbm-1-10,WBM_step1_one_per_composition_family,Ag4 Bi2,6.0,2|Ag-Bi,False,0.022759,step_1.json.bz2::entry_9,,-3.099569320678711,scored,-3.176394152252529,0.07682483157381803,-0.07682483157381803
wbm-1-11,WBM_step1_one_per_composition_family,Ag2 Cd1 Hf1,4.0,3|Ag-Cd,False,-0.015905,step_1.json.bz2::entry_10,,-4.1584343910217285,scored,-4.138395813360498,-0.020038577661230406,0.020038577661230406
wbm-1-18,WBM_step1_one_per_composition_family,Ag2 Ce1 Hg1,4.0,3|Ag-Ce,False,-0.160794,step_1.json.bz2::entry_17,,-3.1645631790161133,scored,-2.9799317273214756,-0.18463145169463768,0.18463145169463768
wbm-1-19,WBM_step1_one_per_composition_family,Ag2 Ce1,3.0,2|Ag-Ce,False,-0.095115,step_1.json.bz2::entry_18,,-3.928690433502197,scored,-3.8692269422751164,-0.05946349122708039,0.05946349122708039
wbm-1-22,WBM_step1_one_per_composition_family,Ag2 Cs1 La1,4.0,3|Ag-Cs,False,0.232153,step_1.json.bz2::entry_21,,-2.707438468933105,scored,-2.889916003458933,0.18247753452582804,-0.18247753452582804
wbm-1-23,WBM_step1_one_per_composition_family,Ag8 Cs4,12.0,2|Ag-Cs,False,0.140995,step_1.json.bz2::entry_22,,-2.139399766921997,scored,-2.2104884115211014,0.07108864459910436,-0.07108864459910436
wbm-1-24,WBM_step1_one_per_composition_family,Ag2 Dy1 Tl1,4.0,3|Ag-Dy,False,-0.23526,step_1.json.bz2::entry_23,,-3.4166934490203857,scored,-3.1723006905355886,-0.24439275848479713,0.24439275848479713
wbm-1-25,WBM_step1_one_per_composition_family,Ag4 Dy2,6.0,2|Ag-Dy,False,-0.275061,step_1.json.bz2::entry_24,,-3.719877243041992,scored,-3.427484184829397,-0.2923930582125953,0.2923930582125953
wbm-1-26,WBM_step1_one_per_composition_family,Ag2 Er1 Tl1,4.0,3|Ag-Er,False,-0.219513,step_1.json.bz2::entry_25,,-3.399904727935791,scored,-3.1663054787653544,-0.23359924917043662,0.23359924917043662
wbm-1-27,WBM_step1_one_per_composition_family,Ag4 Er2,6.0,2|Ag-Er,False,-0.266359,step_1.json.bz2::entry_26,,-3.7052197456359854,scored,-3.419490569135751,-0.2857291765002343,0.2857291765002343
wbm-1-28,WBM_step1_one_per_composition_family,Ag2 Eu1,3.0,2|Ag-Eu,False,-0.230078,step_1.json.bz2::entry_27,,-5.537150859832764,scored,-5.312220114462152,-0.22493074537061197,0.22493074537061197
wbm-1-29,WBM_step1_one_per_composition_family,Ag2 Hf1,3.0,2|Ag-Hf,False,-0.002794,step_1.json.bz2::entry_28,,-5.237737655639648,scored,-5.211962955039064,-0.025774700600584843,0.025774700600584843
wbm-1-31,WBM_step1_one_per_composition_family,Ag2 Ho1 Tl1,4.0,3|Ag-Ho,False,-0.227612,step_1.json.bz2::entry_30,,-3.40675950050354,scored,-3.170912716908458,-0.23584678359508215,0.23584678359508215
wbm-1-32,WBM_step1_one_per_composition_family,Ag4 Ho2,6.0,2|Ag-Ho,False,-0.270427,step_1.json.bz2::entry_31,,-3.716419219970703,scored,-3.4256335533265556,-0.2907856666441475,0.2907856666441475
wbm-1-36,WBM_step1_one_per_composition_family,Ag2 Hf1 In1,4.0,3|Ag-Hf,False,-0.032424,step_1.json.bz2::entry_35,,-4.618312358856201,scored,-4.6029098658679635,-0.015402492988237704,0.015402492988237704
wbm-1-37,WBM_step1_one_per_composition_family,Ag2 In1 U1,4.0,3|Ag-In,False,0.203641,step_1.json.bz2::entry_36,,-4.699056148529053,scored,-4.941631951568662,0.24257580303960946,-0.24257580303960946
wbm-1-38,WBM_step1_one_per_composition_family,Ag2 In1,3.0,2|Ag-In,False,-0.016905,step_1.json.bz2::entry_37,,-2.8338446617126465,scored,-2.8209030855346007,-0.01294157617804581,0.01294157617804581
wbm-1-41,WBM_step1_one_per_composition_family,Ag2 Bi1 La1,4.0,3|Ag-Bi,False,-0.352308,step_1.json.bz2::entry_40,,-4.0217790603637695,scored,-3.614345309007504,-0.40743375135626536,0.40743375135626536
wbm-1-44,WBM_step1_one_per_composition_family,Ag2 La1 Pb1,4.0,3|Ag-La,False,-0.328958,step_1.json.bz2::entry_43,,-3.91402530670166,scored,-3.5860651705846744,-0.3279601361169857,0.3279601361169857
wbm-1-45,WBM_step1_one_per_composition_family,Ag2 La1,3.0,2|Ag-La,False,-0.240569,step_1.json.bz2::entry_44,,-3.7462387084960938,scored,-3.5383858125071885,-0.20785289598890522,0.20785289598890522
wbm-1-47,WBM_step1_one_per_composition_family,Ag2 Lu1 Tl1,4.0,3|Ag-Lu,False,-0.189561,step_1.json.bz2::entry_46,,-3.3871448040008545,scored,-3.156084400712629,-0.2310604032882253,0.2310604032882253
wbm-1-48,WBM_step1_one_per_composition_family,Ag4 Lu2,6.0,2|Ag-Lu,False,-0.24925,step_1.json.bz2::entry_47,,-3.689641237258911,scored,-3.4058624650654505,-0.2837787721934606,0.2837787721934606
wbm-1-49,WBM_step1_one_per_composition_family,Ag2 Nd1,3.0,2|Ag-Nd,False,-0.260741,step_1.json.bz2::entry_48,,-3.6655561923980713,scored,-3.48231365547788,-0.18324253692019132,0.18324253692019132
wbm-1-52,WBM_step1_one_per_composition_family,Ag4 Pb2,6.0,2|Ag-Pb,False,0.030763,step_1.json.bz2::entry_51,,-3.0667998790740967,scored,-3.1386873010220895,0.0718874219479928,-0.0718874219479928
wbm-1-53,WBM_step1_one_per_composition_family,Ag2 Pr1,3.0,2|Ag-Pr,False,-0.246383,step_1.json.bz2::entry_52,,-3.6618518829345694,scored,-3.486085490333032,-0.17576639260153737,0.17576639260153737
wbm-1-55,WBM_step1_one_per_composition_family,Ag2 Pu1,3.0,2|Ag-Pu,False,0.022005,step_1.json.bz2::entry_54,,-6.50788164138794,scored,-6.537545388384633,0.029663746996692275,-0.029663746996692275
wbm-1-58,WBM_step1_one_per_composition_family,Ag2 Sm1,3.0,2|Ag-Sm,True,-0.285644,step_1.json.bz2::entry_57,,-3.685449123382568,scored,-3.4595101152797136,-0.22593900810285428,0.22593900810285428
wbm-1-67,WBM_step1_one_per_composition_family,Ag2 Np1 Sn1,4.0,3|Ag-Np,False,0.118305,step_1.json.bz2::entry_66,,-5.458224773406982,scored,-5.658017195712919,0.1997924223059364,-0.1997924223059364
wbm-1-68,WBM_step1_one_per_composition_family,Ag2 Pr1 Sn1,4.0,3|Ag-Pr,False,-0.38724,step_1.json.bz2::entry_67,,-3.9993724822998047,scored,-3.6193684906654413,-0.3800039916343634,0.3800039916343634
wbm-1-69,WBM_step1_one_per_composition_family,Ag2 Sn1 Ta1,4.0,3|Ag-Sn,False,0.593253,step_1.json.bz2::entry_68,,-4.930874824523926,scored,-5.408617756231437,0.47774293170751125,-0.47774293170751125
wbm-1-71,WBM_step1_one_per_composition_family,Ag2 Ba1 Sn1 Te4,8.0,4|Ag-Ba,False,-0.752751,step_1.json.bz2::entry_70,,-3.780911922454834,scored,-3.0437630976564622,-0.7371488247983717,0.7371488247983717
wbm-1-75,WBM_step1_one_per_composition_family,Ag6 Sn3,9.0,2|Ag-Sn,False,0.038905,step_1.json.bz2::entry_74,,-3.182729005813598,scored,-3.235392049970602,0.052663044157003736,-0.052663044157003736
wbm-1-77,WBM_step1_one_per_composition_family,Ag2 Ta1 Tl1,4.0,3|Ag-Ta,False,0.682621,step_1.json.bz2::entry_76,,-4.440309524536133,scored,-5.005500935229311,0.5651914106931786,-0.5651914106931786
wbm-1-78,WBM_step1_one_per_composition_family,Ag2 Ta1,3.0,2|Ag-Ta,False,0.284883,step_1.json.bz2::entry_77,,-5.629227638244629,scored,-5.87175117775436,0.24252353950973138,-0.24252353950973138
wbm-1-79,WBM_step1_one_per_composition_family,Ag4 Tb2,6.0,2|Ag-Tb,False,-0.278423,step_1.json.bz2::entry_78,,-3.736631393432617,scored,-3.4410556130266734,-0.2955757804059438,0.2955757804059438
wbm-1-80,WBM_step1_one_per_composition_family,Ag8 Te4,12.0,2|Ag-Te,False,-0.197751,step_1.json.bz2::entry_79,,-3.096031904220581,scored,-2.953762981229656,-0.14226892299092508,0.14226892299092508
wbm-1-82,WBM_step1_one_per_composition_family,Ag2 Th1,3.0,2|Ag-Th,False,-0.069002,step_1.json.bz2::entry_81,,-4.4323248863220215,scored,-4.386553814060853,-0.04577107226116883,0.04577107226116883
wbm-1-86,WBM_step1_one_per_composition_family,Ag2 Pu1 Tl1,4.0,3|Ag-Pu,False,0.05655,step_1.json.bz2::entry_85,,-5.451190948486328,scored,-5.504846593202015,0.05365564471568707,-0.05365564471568707
wbm-1-87,WBM_step1_one_per_composition_family,Ag2 Th1 Tl1,4.0,3|Ag-Th,False,-0.111719,step_1.json.bz2::entry_86,,-3.968893051147461,scored,-3.891602912459181,-0.07729013868828005,0.07729013868828005
wbm-1-88,WBM_step1_one_per_composition_family,Ag2 Tl1 U1,4.0,3|Ag-Tl,False,0.333456,step_1.json.bz2::entry_87,,-4.501033306121826,scored,-4.849381853893537,0.3483485477717112,-0.3483485477717112
wbm-1-90,WBM_step1_one_per_composition_family,Ag4 Tm2,6.0,2|Ag-Tm,False,-0.260945,step_1.json.bz2::entry_89,,-3.6731820106506343,scored,-3.3856583985153765,-0.2875236121352578,0.2875236121352578
wbm-1-91,WBM_step1_one_per_composition_family,Ag2 U1,3.0,2|Ag-U,False,0.304974,step_1.json.bz2::entry_90,,-5.505234241485596,scored,-5.6635924026399955,0.15835816115439982,-0.15835816115439982
wbm-1-94,WBM_step1_one_per_composition_family,Ac1 Ag3,4.0,2|Ac-Ag,False,-0.151852,step_1.json.bz2::entry_93,,-3.3216614723205566,scored,-3.1583427682738794,-0.16331870404667725,0.16331870404667725
