candidate_id,source,formula,n_sites,block_id,stable_DFT,structure_ref,structure_sha256,chgnet_energy_per_atom,frozen_model_score,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy,_evalue,parc_release_flag,raw_rank
pgcgm-125fbe9d54f11d55,PGCGM_generated_candidates,NaMoO,24.0,ABC::Mo-Na-O,,1.tar.gz::Pnma---951_1.cif,125fbe9d54f11d55c0241b5e2c415c4f55d9482a0ecdb2a0c9eec2ebff2225e7,-4.977548122406006,-0.7027874112783952,scored,-5.680335533684401,0.7027874112783952,0.11651253635232357,False,1
pgcgm-e49184db90a4814c,PGCGM_generated_candidates,Y4H2Rh,28.0,AB2C4::H-Rh-Y,,1.tar.gz::Immm---203_2.cif,e49184db90a4814cbab2312b753c7c544a5d0b24fdc733d4be34494f15ec8f93,-4.798425674438477,-0.9277728958612297,scored,-5.726198570299706,0.9277728958612297,0.11593294821090011,False,2
pgcgm-7e50a6d41654216b,PGCGM_generated_candidates,Al(IrN)2,40.0,AB2C2::Al-Ir-N,,1.tar.gz::Immm---233_0.cif,7e50a6d41654216b17e6a51385880c202256d8dcfc497ad84708326b6a2c6c3e,-6.41146993637085,-1.221262043438033,scored,-7.632731979808883,1.221262043438033,0.11560962075176903,False,3
pgcgm-88f16cd2180ba5e5,PGCGM_generated_candidates,ScSn2B,32.0,ABC2::B-Sc-Sn,,1.tar.gz::Immm---336_0.cif,88f16cd2180ba5e584f79012fb2c3a38ce4f52c2d43f8d25ac57e15ceabb5e39,-4.029644012451172,-1.2505214730650671,scored,-5.280165485516239,1.2505214730650671,0.11560962075176903,False,4
pgcgm-54092375b68ada7d,PGCGM_generated_candidates,Li(Ga2I)2,28.0,AB2C4::Ga-I-Li,,1.tar.gz::Immm---893_2.cif,54092375b68ada7d15625ba8e4f58bfad184bc9bd5f4beaba536bf07e99b7fa0,-0.8316280841827393,-1.6120190712582185,scored,-2.443647155440958,1.6120190712582185,0.11560962075176903,False,5
pgcgm-dde38fc1ceda7ab1,PGCGM_generated_candidates,Ca(Ti2H)2,28.0,AB2C4::Ca-H-Ti,,1.tar.gz::I4#mmm---34_1.cif,dde38fc1ceda7ab1946d998488ec00880af7ba390d0d74b87cfbdbc9d0bdc8d4,-4.164531707763672,-1.6257273802413437,scored,-5.7902590880050155,1.6257273802413437,0.11560962075176903,False,6
pgcgm-3d10941b17ec4b88,PGCGM_generated_candidates,Li2Hf4Os,28.0,AB2C4::Hf-Li-Os,,1.tar.gz::Immm---517_2.cif,3d10941b17ec4b88bb81e7d8794d0c5c17076ca27c71b494571acaa4dc86b6d5,-6.134846210479736,-1.7148653812403785,scored,-7.849711591720115,1.7148653812403785,0.11560962075176903,False,7
pgcgm-66ebf59a148f3232,PGCGM_generated_candidates,Y2BrF2,40.0,AB2C2::Br-F-Y,,1.tar.gz::P4#mmm---817_1.cif,66ebf59a148f3232b2a709bea7c5b48c5c03418f839c6a6eb4ece60560476ff1,-1.7960071563720703,-1.867703886078257,scored,-3.6637110424503274,1.867703886078257,0.11560962075176903,False,8
pgcgm-0b9df5b59eeca53c,PGCGM_generated_candidates,FeHC2,16.0,ABC2::C-Fe-H,,1.tar.gz::Immm---218_1.cif,0b9df5b59eeca53c5cbf24b653fd3ec14f5f02932255b0b49ee85781ab4fce0c,-5.73114538192749,-1.8758051798847646,scored,-7.606950561812255,1.8758051798847646,0.11560962075176903,False,9
pgcgm-0193d9fe0e8d32a7,PGCGM_generated_candidates,V4ZnPt2,28.0,AB2C4::Pt-V-Zn,,1.tar.gz::Immm---921_2.cif,0193d9fe0e8d32a7104a3d65ca66ec5cc6f7f25bcd6c11cd8b809472a1105583,-5.168174743652344,-1.9541110883739456,scored,-7.122285832026289,1.9541110883739456,0.11560962075176903,False,10
pgcgm-6d2314dd53ffb80f,PGCGM_generated_candidates,Rh4PbS4,36.0,AB4C4::Pb-Rh-S,,1.tar.gz::Immm---296_2.cif,6d2314dd53ffb80fa8aeb51a18ee2bf0a52b9e5a4b0f5fc6de9c6b368bb4842b,-3.229438066482544,-2.3326941992347505,scored,-5.5621322657172945,2.3326941992347505,0.11560962075176903,False,11
pgcgm-57284935ac572baf,PGCGM_generated_candidates,GaSnSb,24.0,ABC::Ga-Sb-Sn,,1.tar.gz::Pnma---419_1.cif,57284935ac572baf5e2e950cd4b6a9149abb261b4d24d4e5937298cc0138a86c,-1.339199781417847,-2.3852647053497575,scored,-3.7244644867676047,2.3852647053497575,0.11560962075176903,False,12
pgcgm-a864e09cb68dc37f,PGCGM_generated_candidates,Li4IrI2,28.0,AB2C4::I-Ir-Li,,1.tar.gz::Immm---261_2.cif,a864e09cb68dc37fec4e4090a48b6cc397602a8939a162b7ff5be3b96917200b,-0.4017343521118164,-2.388237948844269,scored,-2.7899723009560855,2.388237948844269,0.11560962075176903,False,13
pgcgm-d3f0d67c0e34f118,PGCGM_generated_candidates,YGaSi2,32.0,ABC2::Ga-Si-Y,,1.tar.gz::Immm---205_0.cif,d3f0d67c0e34f118f3ebec11321854a35d9bf09b88b6cbe17a36a634289c9e3a,-2.6851625442504883,-2.4192855232832606,scored,-5.104448067533749,2.4192855232832606,0.11560962075176903,False,14
pgcgm-64a0d24b2884898a,PGCGM_generated_candidates,Cr(AgI)4,36.0,AB4C4::Ag-Cr-I,,1.tar.gz::Immm---625_0.cif,64a0d24b2884898a9de6ed4e5fe6f3260927c6c6b06c286137de0f55ec56cc5c,-0.4862878322601318,-2.515586491988658,scored,-3.00187432424879,2.515586491988658,0.11560962075176903,False,15
pgcgm-4c9f99f4e7a4f81c,PGCGM_generated_candidates,NbCrPt,24.0,ABC::Cr-Nb-Pt,,1.tar.gz::Pnma---349_0.cif,4c9f99f4e7a4f81ce42245182cde9011c794cbb8fb9dbefe59472f61798d703e,-6.09752368927002,-2.559921661614374,scored,-8.657445350884394,2.559921661614374,0.11560962075176903,False,16
pgcgm-e102a839f4498ae3,PGCGM_generated_candidates,HfIrI,24.0,ABC::Hf-I-Ir,,1.tar.gz::Pnma---487_2.cif,e102a839f4498ae370e396bb9c4bdc60eb6c295a341271cf27f5e786ab6ffd3d,-4.1726484298706055,-2.601251357294778,scored,-6.773899787165384,2.601251357294778,0.11560962075176903,False,17
pgcgm-58018d0f7aa5b362,PGCGM_generated_candidates,Li2As2Os,40.0,AB2C2::As-Li-Os,,1.tar.gz::Immm---427_0.cif,58018d0f7aa5b3628bfee4f19339e4ccd0d4a4990241390ec16c587ed17f40f0,-2.2178151607513428,-2.6879786991961305,scored,-4.905793859947473,2.6879786991961305,0.11560962075176903,False,18
pgcgm-56ced3698a683813,PGCGM_generated_candidates,Ti2Ge2As,40.0,AB2C2::As-Ge-Ti,,1.tar.gz::P4#mmm---197_0.cif,56ced3698a683813551ef999df68d3932e68bbbb6f0201ed183c7d395c99bae9,-3.2392067909240723,-2.7224601625451577,scored,-5.96166695346923,2.7224601625451577,0.11560962075176903,False,19
pgcgm-10271f1789b95591,PGCGM_generated_candidates,RbPW,24.0,ABC::P-Rb-W,,1.tar.gz::Pnma---823_0.cif,10271f1789b955913e8b725ab228668577d4a079fcc0d89e2e6b4bdd1b96a3ad,-3.57574462890625,-2.8688505944757976,scored,-6.444595223382048,2.8688505944757976,0.11560962075176903,False,20
pgcgm-86c47e9f547dcec9,PGCGM_generated_candidates,NaCaGe,24.0,ABC::Ca-Ge-Na,,1.tar.gz::Pnma---678_1.cif,86c47e9f547dcec9aff667f6ae9980833fa60eeb36d9aebc57fcb7c8504ebfbc,0.3348627090454101,-2.9781362617058598,scored,-2.6432735526604496,2.9781362617058598,0.11560962075176903,False,21
pgcgm-d4b3ccc64cb9ff99,PGCGM_generated_candidates,YOsF,24.0,ABC::F-Os-Y,,1.tar.gz::Pnma---29_2.cif,d4b3ccc64cb9ff994caac7ff1df3bd9d4a13405848b6422649e9e3970ebf8b6b,-3.4208426475524902,-3.146694360788042,scored,-6.5675370083405324,3.146694360788042,0.11560962075176903,False,22
pgcgm-55e32feaf2b126eb,PGCGM_generated_candidates,Na2PSe2,40.0,AB2C2::Na-P-Se,,1.tar.gz::Immm---703_0.cif,55e32feaf2b126eb4e84ac88b5535e51dfc11972119be36d0b399bd083ec9fea,0.1705117225646972,-3.189475010448435,scored,-3.0189632878837376,3.189475010448435,0.11560962075176903,False,23
pgcgm-36bee093b236e14c,PGCGM_generated_candidates,Bi2PIr2,40.0,AB2C2::Bi-Ir-P,,1.tar.gz::Immm---750_1.cif,36bee093b236e14c32d4299942e09f0bafcdc39d53677578f387ccf825c8f32f,-2.9262256622314453,-3.2520708904642177,scored,-6.178296552695663,3.2520708904642177,0.11560962075176903,False,24
pgcgm-e886d65f76a897ec,PGCGM_generated_candidates,VPPb,24.0,ABC::P-Pb-V,,1.tar.gz::Pnma---839_0.cif,e886d65f76a897ec3bd65cbf4dc5ff41a06fa87ab656704c7f3a98dcb5e0304a,-2.802734613418579,-3.278027024771591,scored,-6.08076163819017,3.278027024771591,0.11560962075176903,False,25
pgcgm-ba32b7343c82a77b,PGCGM_generated_candidates,TaBeAl,24.0,ABC::Al-Be-Ta,,1.tar.gz::Pnma---25_1.cif,ba32b7343c82a77b4105f3b17d3e212f4a72d8cb4edde7468caee47fa3c231f7,-3.1986000537872314,-3.3040156606159634,scored,-6.502615714403195,3.3040156606159634,0.11560962075176903,False,26
pgcgm-01bf01a226a443c8,PGCGM_generated_candidates,Ba4I2N,28.0,AB2C4::Ba-I-N,,1.tar.gz::Immm---512_2.cif,01bf01a226a443c8adff0ae9120f3f455011662b52793fa74ebe0bdba07176e3,0.666841983795166,-3.392177743811736,scored,-2.72533576001657,3.392177743811736,0.11560962075176903,False,27
pgcgm-c5ede30a1054f5a0,PGCGM_generated_candidates,NiHgTe,24.0,ABC::Hg-Ni-Te,,1.tar.gz::Pnma---274_1.cif,c5ede30a1054f5a069ca636829d96ea9aecefc9ec323b66509bc3274d319458e,0.2931389808654785,-3.3960255003483404,scored,-3.102886519482862,3.3960255003483404,0.11560962075176903,False,28
pgcgm-ce902eed50d28520,PGCGM_generated_candidates,Ba4Nb2O,28.0,AB2C4::Ba-Nb-O,,1.tar.gz::Immm---624_2.cif,ce902eed50d28520bde97491cc1c2da5d113f8971101faa1865cbf93d9ddb7a0,-1.2881927490234375,-3.431614918455022,scored,-4.7198076674784595,3.431614918455022,0.11560962075176903,False,29
