method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,37.0,27.0,10.0,27.0,27.0,27.0,10.0,0.0,0.5,0.3001016285004131,0.0263157894736842,0.0357142857142857,0.0357142857142857,3.082207001484489,2.6457513110645907,10.0,False,2.6457513110645907,1.2458081739990512,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,253.0,,,150.0,10.0,-9.292893218813452,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,37.0,27.0,10.0,27.0,27.0,27.0,10.0,0.0,0.3001016285004131,0.3001016285004131,0.0263157894736842,0.0357142857142857,0.0357142857142857,3.827862407947209,3.0912341428464094,10.0,False,3.0912341428464094,1.1413995972458582,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,253.0,,,150.0,10.0,-9.512517807365796,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,37.0,27.0,10.0,27.0,27.0,27.0,10.0,0.0,0.3001016285004131,0.3001016285004131,0.0263157894736842,0.0357142857142857,0.0357142857142857,3.827862407947209,3.0912341428464094,10.0,False,3.0912341428464094,1.1413995972458582,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,253.0,,,150.0,10.0,-9.512517807365796,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,0,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,100,47,53,,,,,,,,,0.53,,,0.53,0.6666666666666666,,,,,,,,,,,,,0,diagnostic_baseline,0.0004230653867125511,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,54,29,25,,,,,,,,,0.46296296296296297,,,0.46296296296296297,0.36,,,,,,,,,,,,,0,diagnostic_baseline,0.00039618462324142456,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002858368679881096,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002716509625315666,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,65,85,,,,,,,,,0.5666666666666667,,,0.5666666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00014700554311275482,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,37.0,30.0,7.0,30.0,30.0,30.0,7.0,0.0,0.5,0.2912066762199624,0.0263157894736842,0.032258064516129,0.032258064516129,3.082207001484489,2.783882181415011,10.0,False,2.783882181415011,0.9438645710535472,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,268.0,,,150.0,10.0,-9.377505020100564,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,37.0,30.0,7.0,30.0,30.0,30.0,7.0,0.0,0.2912066762199624,0.2912066762199624,0.0263157894736842,0.032258064516129,0.032258064516129,3.83655469242229,3.320997428708981,10.0,False,3.320997428708981,0.7634557816371894,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,268.0,,,150.0,10.0,-9.602710429394786,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,37.0,30.0,7.0,30.0,30.0,30.0,7.0,0.0,0.2912066762199624,0.2912066762199624,0.0263157894736842,0.032258064516129,0.032258064516129,3.83655469242229,3.320997428708981,10.0,False,3.320997428708981,0.7634557816371894,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,268.0,,,150.0,10.0,-9.602710429394786,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,50,35,15,,,,,,,,,0.3,,,0.3,0.3333333333333333,,,,,,,,,,,,,1,diagnostic_baseline,0.00041300617158412933,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,6,6,0,,,,,,,,,0.0,,,0.0,0.04,,,,,,,,,,,,,1,diagnostic_baseline,0.00040315743535757065,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00027962494641542435,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00026902463287115097,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,73,77,,,,,,,,,0.5133333333333333,,,0.5133333333333333,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001295432448387146,top_m_by_score_no_risk_control
