dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path
BURST,25,ovtb_v25_p000057,spatula,1012,0.3360501627127329,0.3360501627127329,0.3360501627127329,3,0.6666666666666666,3.0,0.4129305463906815,0.0,True,cat:1012,unknown,spatula,unknown,global,6,39,,<PARC_ROOT>/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v25_p000057.jpg
BURST,1352,ovtb_v1352_p001689,spectacles,1014,0.6079803928732872,0.6079803928732872,0.6079803928732872,4,0.75,4.0,0.2327951743410697,0.0,True,cat:1014,unknown,spectacles,unknown,global,0,14,,<PARC_ROOT>/outputs/phase7_burst/shards/shard2/audit_viewer/montages/ovtb_v1352_p001689.jpg
BURST,1514,ovtb_v1514_p001852,spectacles,1014,0.4101752936840057,0.4101752936840057,0.4101752936840057,2,0.5,,0.0,0.0,True,cat:1014,unknown,spectacles,unknown,global,0,10,,<PARC_ROOT>/outputs/phase7_burst/shards/shard1/audit_viewer/montages/ovtb_v1514_p001852.jpg
BURST,54,ovtb_v54_p000076,spoon,1018,0.3611983805894851,0.3611983805894851,0.3611983805894851,2,0.5,,0.0,0.0,True,cat:1018,unknown,spoon,unknown,global,13,18,,<PARC_ROOT>/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v54_p000076.jpg
BURST,2317,ovtb_v2317_p002997,squirrel,1021,0.3985876739025116,0.3985876739025116,0.3985876739025116,3,0.6666666666666666,1.0,0.1139690074412867,0.0,True,cat:1021,unknown,squirrel,unknown,global,0,22,,<PARC_ROOT>/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2317_p002997.jpg
BURST,2317,ovtb_v2317_p002999,squirrel,1021,0.3958283024174826,0.3958283024174826,0.3958283024174826,7,0.8571428571428571,1.0,0.0843342554015953,0.0,True,cat:1021,unknown,squirrel,unknown,global,6,39,,<PARC_ROOT>/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2317_p002999.jpg
BURST,2317,ovtb_v2317_p002998,squirrel,1021,0.3788248797257741,0.3788248797257741,0.3788248797257741,3,0.6666666666666666,,0.0,0.0,True,cat:1021,unknown,squirrel,unknown,global,6,28,,<PARC_ROOT>/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2317_p002998.jpg
BURST,2317,ovtb_v2317_p003001,squirrel,1021,0.3594934791326523,0.3594934791326523,0.3594934791326523,4,0.75,,0.0,0.0,True,cat:1021,unknown,squirrel,unknown,global,22,39,,<PARC_ROOT>/outputs/phase7_burst/shards/shard0/audit_viewer/montages/ovtb_v2317_p003001.jpg
BURST,612,ovtb_v612_p001110,step stool,1031,0.6510970095793406,0.6510970095793406,0.6510970095793406,6,0.8333333333333334,,0.0,0.0,True,cat:1031,unknown,step stool,unknown,global,10,35,,<PARC_ROOT>/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v612_p001110.jpg
BURST,612,ovtb_v612_p001095,step stool,1031,0.6500573754310608,0.6500573754310608,0.6500573754310608,2,0.5,,0.0,0.0,True,cat:1031,unknown,step stool,unknown,global,0,5,,<PARC_ROOT>/outputs/phase7_burst/shards/shard3/audit_viewer/montages/ovtb_v612_p001095.jpg
