candidate_id,formula,block_id,stable_DFT,mace_energy_per_atom,mace_score_status,mace_error,score_order,structure_source
wbm-1-1,Ac6 U2,2|Ac-U,False,-5.327646255493164,scored,,1,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-2,Ac1 Th3,2|Ac-Th,False,-6.447301387786865,scored,,2,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-4,Ag2 Au1 Hg1,3|Ag-Au,False,-2.2824761867523193,scored,,3,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-5,Ag2 Ba1 La1,3|Ag-Ba,False,-3.3314290046691895,scored,,4,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-9,Ac1 Ag2 Bi1,3|Ac-Ag,True,-3.786324977874756,scored,,5,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-10,Ag4 Bi2,2|Ag-Bi,False,-3.1029675801595054,scored,,6,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-11,Ag2 Cd1 Hf1,3|Ag-Cd,False,-4.156299114227295,scored,,7,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-18,Ag2 Ce1 Hg1,3|Ag-Ce,False,-3.1440269947052,scored,,8,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-19,Ag2 Ce1,2|Ag-Ce,False,-3.9793504079182944,scored,,9,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-22,Ag2 Cs1 La1,3|Ag-Cs,False,-2.62780499458313,scored,,10,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-23,Ag8 Cs4,2|Ag-Cs,False,-2.026352882385254,scored,,11,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-24,Ag2 Dy1 Tl1,3|Ag-Dy,False,-3.405397415161133,scored,,12,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-25,Ag4 Dy2,2|Ag-Dy,False,-3.7247581481933594,scored,,13,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-26,Ag2 Er1 Tl1,3|Ag-Er,False,-3.3804783821105957,scored,,14,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-27,Ag4 Er2,2|Ag-Er,False,-3.6998538970947266,scored,,15,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-28,Ag2 Eu1,2|Ag-Eu,False,-5.53369140625,scored,,16,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-29,Ag2 Hf1,2|Ag-Hf,False,-5.254452069600423,scored,,17,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-31,Ag2 Ho1 Tl1,3|Ag-Ho,False,-3.3933217525482178,scored,,18,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-32,Ag4 Ho2,2|Ag-Ho,False,-3.710127512613932,scored,,19,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-36,Ag2 Hf1 In1,3|Ag-Hf,False,-4.679840564727783,scored,,20,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-37,Ag2 In1 U1,3|Ag-In,False,-4.717224597930908,scored,,21,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-38,Ag2 In1,2|Ag-In,False,-2.833065668741862,scored,,22,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-41,Ag2 Bi1 La1,3|Ag-Bi,False,-4.026106834411621,scored,,23,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-44,Ag2 La1 Pb1,3|Ag-La,False,-3.9146358966827393,scored,,24,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-45,Ag2 La1,2|Ag-La,False,-3.784994125366211,scored,,25,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-47,Ag2 Lu1 Tl1,3|Ag-Lu,False,-3.3516862392425537,scored,,26,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-48,Ag4 Lu2,2|Ag-Lu,False,-3.6750497817993164,scored,,27,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-49,Ag2 Nd1,2|Ag-Nd,False,-3.7367242177327475,scored,,28,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-52,Ag4 Pb2,2|Ag-Pb,False,-3.073284149169922,scored,,29,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-53,Ag2 Pr1,2|Ag-Pr,False,-3.729792594909668,scored,,30,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-55,Ag2 Pu1,2|Ag-Pu,False,-6.566277186075847,scored,,31,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-58,Ag2 Sm1,2|Ag-Sm,True,-3.738295555114746,scored,,32,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-67,Ag2 Np1 Sn1,3|Ag-Np,False,-5.511106491088867,scored,,33,local_private_WBM_raw_structure_cache_not_distributed
wbm-1-68,Ag2 Pr1 Sn1,3|Ag-Pr,False,-4.0216264724731445,scored,,34,local_private_WBM_raw_structure_cache_not_distributed
