source_grid,domain,target_row,audit_policy,audit_budget_fraction,release_rate,safe_release_rate,mean_release,actual_FTR_mean,alpha,audit_candidates_inspected_mean,verified_positives_found_mean,cost_per_true_release_mean
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,block_balanced_top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,block_balanced_top_score,0.005,0.0,0.0,0.0,0.0,0.1,361.6,361.6,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,block_balanced_top_score,0.01,0.95,0.95,90.95,0.0,0.1,723.0,723.0,7.949422759758108
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,block_balanced_top_score,0.02,1.0,1.0,100.0,0.0,0.1,1445.95,1369.1,14.4595
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,block_balanced_top_score,0.05,1.0,1.0,100.0,0.0,0.1,3614.95,2588.15,36.1495
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,block_balanced_top_score,0.1,1.0,1.0,100.0,0.0,0.1,7229.95,3968.85,72.2995
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,block_balanced_top_score,0.2,1.0,1.0,100.0,0.0,0.1,14459.9,7219.25,144.599
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,diversity_round_robin,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,diversity_round_robin,0.005,0.0,0.0,0.0,0.0,0.1,361.6,361.6,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,diversity_round_robin,0.01,0.95,0.95,90.95,0.0,0.1,723.0,723.0,7.949422759758108
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,diversity_round_robin,0.02,1.0,1.0,100.0,0.0,0.1,1445.95,1369.25,14.4595
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,diversity_round_robin,0.05,1.0,1.0,100.0,0.0,0.1,3614.95,2595.7,36.1495
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,diversity_round_robin,0.1,1.0,1.0,100.0,0.0,0.1,7229.95,3968.85,72.2995
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,diversity_round_robin,0.2,1.0,1.0,100.0,0.0,0.1,14459.9,7219.25,144.599
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.005,0.0,0.0,0.0,0.0,0.1,361.6,73.3,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.01,0.0,0.0,0.0,0.0,0.1,723.0,143.95,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.02,0.0,0.0,0.0,0.0,0.1,1445.95,289.1,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.05,0.0,0.0,0.0,0.0,0.1,3614.95,718.5,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.1,0.0,0.0,0.0,0.0,0.1,7229.95,1437.6,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,random,0.2,0.0,0.0,0.0,0.0,0.1,14459.9,2882.25,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.005,1.0,1.0,100.0,0.0,0.1,361.6,361.6,3.616
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.01,1.0,1.0,100.0,0.0,0.1,723.0,723.0,7.23
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.02,1.0,1.0,100.0,0.0,0.1,1445.95,1445.95,14.4595
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.05,1.0,1.0,100.0,0.0,0.1,3614.95,3614.95,36.1495
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.1,1.0,1.0,100.0,0.0,0.1,7229.95,7229.55,72.2995
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,top_score,0.2,1.0,1.0,100.0,0.0,0.1,14459.9,14288.4,144.599
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,block_balanced_top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,block_balanced_top_score,0.005,0.0,0.0,0.0,0.0,0.1,361.6,361.6,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,block_balanced_top_score,0.01,0.0,0.0,0.0,0.0,0.1,723.0,723.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,block_balanced_top_score,0.02,0.15,0.15,36.3,0.0,0.1,1445.95,1369.1,39.833333333333336
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,block_balanced_top_score,0.05,0.85,0.85,233.2,0.0,0.1,3614.95,2588.15,15.501500857632934
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,block_balanced_top_score,0.1,1.0,1.0,300.0,0.0,0.1,7229.95,3968.85,24.099833333333333
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,block_balanced_top_score,0.2,1.0,1.0,300.0,0.0,0.1,14459.9,7219.25,48.199666666666666
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,diversity_round_robin,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,diversity_round_robin,0.005,0.0,0.0,0.0,0.0,0.1,361.6,361.6,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,diversity_round_robin,0.01,0.0,0.0,0.0,0.0,0.1,723.0,723.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,diversity_round_robin,0.02,0.15,0.15,36.3,0.0,0.1,1445.95,1369.25,39.833333333333336
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,diversity_round_robin,0.05,0.85,0.85,233.2,0.0,0.1,3614.95,2595.7,15.501500857632934
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,diversity_round_robin,0.1,1.0,1.0,300.0,0.0,0.1,7229.95,3968.85,24.099833333333333
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,diversity_round_robin,0.2,1.0,1.0,300.0,0.0,0.1,14459.9,7219.25,48.199666666666666
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.005,0.0,0.0,0.0,0.0,0.1,361.6,73.3,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.01,0.0,0.0,0.0,0.0,0.1,723.0,143.95,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.02,0.0,0.0,0.0,0.0,0.1,1445.95,289.1,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.05,0.0,0.0,0.0,0.0,0.1,3614.95,718.5,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.1,0.0,0.0,0.0,0.0,0.1,7229.95,1437.6,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,random,0.2,0.0,0.0,0.0,0.0,0.1,14459.9,2882.25,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.005,0.95,0.95,275.5,0.0,0.1,361.6,361.6,1.3125226860254084
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.01,1.0,1.0,300.0,0.0,0.1,723.0,723.0,2.41
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.02,1.0,1.0,300.0,0.0,0.1,1445.95,1445.95,4.819833333333333
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.05,1.0,1.0,300.0,0.0,0.1,3614.95,3614.95,12.049833333333332
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.1,1.0,1.0,300.0,0.0,0.1,7229.95,7229.55,24.099833333333333
phase40_default,biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,top_score,0.2,1.0,1.0,300.0,0.0,0.1,14459.9,14288.4,48.199666666666666
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.005,0.0,0.0,0.0,0.0,0.1,539.75,119.5,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.01,0.0,0.0,0.0,0.0,0.1,1079.4,222.3,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.02,0.25,0.25,10.75,0.0,0.1,2158.85,641.45,200.82325581395347
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.05,0.4,0.4,43.8,0.0140147493624246,0.1,5397.2,1661.95,128.35196195005946
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.1,0.85,0.7,91.55,0.048598454929995,0.1,10794.3,3172.3,126.5451348182884
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,block_balanced_top_score,0.2,0.9,0.7,95.3,0.0547274612586334,0.1,21588.65,5798.25,243.9395480225989
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.005,1.0,0.55,115.1,0.0870024948491858,0.1,539.75,290.9,5.220019342359768
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.01,1.0,0.55,115.1,0.0870024948491858,0.1,1079.4,518.9,10.439071566731142
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.02,1.0,0.55,115.1,0.0870024948491858,0.1,2158.85,1021.55,20.87862669245648
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.05,1.0,0.55,114.6,0.0865367989289445,0.1,5397.2,2257.35,52.4
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.1,1.0,0.55,114.0,0.0852908316355859,0.1,10794.3,3944.8,105.20760233918128
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,diversity_round_robin,0.2,1.0,0.55,113.4,0.0838638937157231,0.1,21588.65,6444.65,211.13594132029343
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.005,0.0,0.0,0.0,0.0,0.1,539.75,84.45,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.01,0.0,0.0,0.0,0.0,0.1,1079.4,163.5,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.02,0.0,0.0,0.0,0.0,0.1,2158.85,332.05,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.05,0.0,0.0,0.0,0.0,0.1,5397.2,817.3,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.1,0.0,0.0,0.0,0.0,0.1,10794.3,1643.9,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,random,0.2,0.0,0.0,0.0,0.0,0.1,21588.65,3294.85,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.005,1.0,0.55,115.1,0.0870024948491858,0.1,539.75,342.55,5.220019342359768
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.01,1.0,0.55,115.1,0.0870024948491858,0.1,1079.4,632.45,10.439071566731142
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.02,1.0,0.55,115.1,0.0870024948491858,0.1,2158.85,1188.35,20.87862669245648
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.05,1.0,0.55,115.1,0.0870024948491858,0.1,5397.2,2529.65,52.19729206963249
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.1,1.0,0.55,114.0,0.0852908316355859,0.1,10794.3,4212.55,105.20760233918128
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K300,top_score,0.2,1.0,0.55,114.0,0.0852908316355859,0.1,21588.65,8323.35,210.4156920077973
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.005,0.0,0.0,0.0,0.0,0.1,539.75,119.5,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.01,0.0,0.0,0.0,0.0,0.1,1079.4,222.3,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.02,0.0,0.0,0.0,0.0,0.1,2158.85,641.45,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.05,0.1,0.1,9.05,0.0,0.1,5397.2,1661.95,596.3756906077348
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.1,0.4,0.4,40.55,0.0067789531521283,0.1,10794.3,3172.3,271.55471698113206
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,block_balanced_top_score,0.2,0.75,0.75,64.2,0.0133718300430586,0.1,21588.65,5798.25,344.3165869218501
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.005,1.0,0.85,90.75,0.0482207668261013,0.1,539.75,290.9,6.305490654205608
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.01,1.0,0.85,90.75,0.0482207668261013,0.1,1079.4,518.9,12.609813084112153
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.02,1.0,0.85,90.75,0.0482207668261013,0.1,2158.85,1021.55,25.22021028037383
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.05,1.0,0.85,90.65,0.0464681213234558,0.1,5397.2,2257.35,63.05140186915888
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.1,1.0,0.85,90.65,0.0464681213234558,0.1,10794.3,3944.8,126.1016355140187
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,diversity_round_robin,0.2,1.0,0.85,90.65,0.0464681213234558,0.1,21588.65,6444.65,252.20385514018696
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.005,0.0,0.0,0.0,0.0,0.1,539.75,84.45,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.01,0.0,0.0,0.0,0.0,0.1,1079.4,163.5,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.02,0.0,0.0,0.0,0.0,0.1,2158.85,332.05,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.05,0.0,0.0,0.0,0.0,0.1,5397.2,817.3,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.1,0.0,0.0,0.0,0.0,0.1,10794.3,1643.9,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,random,0.2,0.0,0.0,0.0,0.0,0.1,21588.65,3294.85,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,inf
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.005,1.0,0.85,90.75,0.0482207668261013,0.1,539.75,342.55,6.305490654205608
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.01,1.0,0.85,90.75,0.0482207668261013,0.1,1079.4,632.45,12.609813084112153
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.02,1.0,0.85,90.75,0.0482207668261013,0.1,2158.85,1188.35,25.22021028037383
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.05,1.0,0.85,90.75,0.0482207668261013,0.1,5397.2,2529.65,63.05140186915888
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.1,1.0,0.85,90.65,0.0464681213234558,0.1,10794.3,4212.55,126.1016355140187
phase40_default,materials_discovery,materials_alignn_exact_stable_alpha010_K500,top_score,0.2,1.0,0.85,90.65,0.0464681213234558,0.1,21588.65,8323.35,252.20385514018696
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.0,0.4,0.4,36.75,0.0010434782608695,0.1,0.0,0.0,0.0
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.005,0.45,0.45,41.95,0.0015205144225762,0.1,539.75,116.9,12.912679425837322
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.01,0.45,0.45,41.95,0.0015205144225762,0.1,1079.4,214.35,25.82296650717704
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.02,0.85,0.85,72.35,0.0078601559730591,0.1,2158.85,644.0,30.151536312849164
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.05,1.0,1.0,98.75,0.0272024652504589,0.1,5397.2,1681.35,56.16233090530697
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.1,1.0,1.0,100.0,0.03,0.1,10794.3,3256.05,111.28144329896908
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,block_balanced_top_score,0.2,1.0,1.0,100.0,0.03,0.1,21588.65,5950.05,222.5634020618557
phase40_default,materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,diversity_round_robin,0.0,0.4,0.4,36.75,0.0010434782608695,0.1,0.0,0.0,0.0
