panel,proposal_source,K,alpha,variant_or_gamma,non_empty_seeds,mean_release,actual_FTR_mean,raw_topK_actual_FTR_mean,best_mass_ratio_mean,evidence_status
stability_definition,alignn_ff_modern_learned_materials_model,50,0.1,conservative_clear_stable_observed_25meV,20,50.0,0.009,0.009,15.902648194545392,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,100,0.1,conservative_clear_stable_observed_25meV,20,100.0,0.0854999999999999,0.0854999999999999,11.856871677644266,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,300,0.1,conservative_clear_stable_observed_25meV,20,109.15,0.0777423456232636,0.2531666666666666,3.9605287870530033,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,500,0.1,conservative_clear_stable_observed_25meV,20,90.05,0.0473361533006988,0.3269,2.376317272231802,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,1000,0.1,conservative_clear_stable_observed_25meV,15,60.8,0.0059724934477619,0.3909999999999999,1.188158636115901,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,5000,0.1,conservative_clear_stable_observed_25meV,0,0.0,0.0,0.51548,0.2376317272231801,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,50,0.1,conservative_clear_stable_observed_25meV,20,50.0,0.001,0.001,16.287859313929985,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,100,0.1,conservative_clear_stable_observed_25meV,20,100.0,0.03,0.03,13.454839682450729,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,300,0.1,conservative_clear_stable_observed_25meV,20,152.3,0.0754735617542761,0.2349999999999999,4.751199834988349,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,500,0.1,conservative_clear_stable_observed_25meV,20,115.15,0.0277482629677453,0.3258999999999999,2.8507199009930098,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,1000,0.1,conservative_clear_stable_observed_25meV,16,81.35,0.0126896663077727,0.4096,1.4253599504965049,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,5000,0.1,conservative_clear_stable_observed_25meV,0,0.0,0.0,0.40651,0.2850719900993009,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,50,0.1,exact_stable_primary,20,50.0,0.009,0.009,15.88840245992439,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,100,0.1,exact_stable_primary,20,100.0,0.0854999999999999,0.0854999999999999,11.846232639060664,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,300,0.1,exact_stable_primary,20,115.1,0.0870024948491858,0.2531666666666666,3.956974570111012,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,500,0.1,exact_stable_primary,20,90.75,0.0482207668261013,0.3269,2.3741847420666065,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,1000,0.1,exact_stable_primary,15,60.8,0.0059724934477619,0.3909999999999999,1.1870923710333032,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,5000,0.1,exact_stable_primary,0,0.0,0.0,0.51548,0.2374184742066606,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,50,0.1,exact_stable_primary,20,50.0,0.001,0.001,16.273427547991638,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,100,0.1,exact_stable_primary,20,100.0,0.03,0.03,13.443074227562992,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,300,0.1,exact_stable_primary,20,163.8,0.091556238689795,0.2349999999999999,4.747047784109154,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,500,0.1,exact_stable_primary,20,118.8,0.0318972059842815,0.3258999999999999,2.8482286704654927,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,1000,0.1,exact_stable_primary,16,83.05,0.0135530164863021,0.4096,1.4241143352327463,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,5000,0.1,exact_stable_primary,0,0.0,0.0,0.40651,0.2848228670465493,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,50,0.1,margin_excluded_25meV,20,50.0,0.019,0.019,15.2239232619681,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,100,0.1,margin_excluded_25meV,20,100.0,0.111,0.111,10.420987239852158,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,300,0.1,margin_excluded_25meV,20,99.75,0.0765039672989856,0.2536666666666666,3.570534117662196,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,500,0.1,margin_excluded_25meV,19,76.8,0.0364832009682547,0.325,2.142320470597317,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,1000,0.1,margin_excluded_25meV,11,48.4,0.014526424657929,0.3764,1.0711602352986584,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,5000,0.1,margin_excluded_25meV,0,0.0,0.0,0.54267,0.2142320470597317,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,50,0.1,margin_excluded_25meV,20,50.0,0.001,0.001,15.832943460918855,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,100,0.1,margin_excluded_25meV,20,100.0,0.0395,0.0395,12.451872877922453,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,300,0.1,margin_excluded_25meV,20,142.65,0.0739808949705763,0.2476666666666666,4.395410970948477,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,500,0.1,margin_excluded_25meV,20,115.8,0.030602903921267,0.3453999999999999,2.637246582569085,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,1000,0.1,margin_excluded_25meV,16,77.05,0.0105105811663229,0.40715,1.3186232912845426,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,5000,0.1,margin_excluded_25meV,0,0.0,0.0,0.39604,0.2637246582569085,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,50,0.1,tolerance_positive_25meV,20,50.0,0.009,0.009,15.865483933706583,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,100,0.1,tolerance_positive_25meV,20,100.0,0.0785,0.0785,11.828688491730604,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,300,0.1,tolerance_positive_25meV,20,144.45,0.0973225250689857,0.1861666666666666,3.951114713193084,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,500,0.1,tolerance_positive_25meV,20,91.05,0.0465953186537382,0.2477999999999999,2.3706688279158508,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,1000,0.1,tolerance_positive_25meV,15,60.8,0.0059724934477619,0.29195,1.1853344139579254,completed_sensitivity
stability_definition,alignn_ff_modern_learned_materials_model,5000,0.1,tolerance_positive_25meV,0,0.0,0.0,0.36761,0.237066882791585,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,50,0.1,tolerance_positive_25meV,20,50.0,0.001,0.001,16.326565047224417,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,100,0.1,tolerance_positive_25meV,20,100.0,0.0194999999999999,0.0194999999999999,14.18071485212333,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,300,0.1,tolerance_positive_25meV,20,179.3,0.0917226955929853,0.1988333333333333,5.313297904485733,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,500,0.1,tolerance_positive_25meV,20,136.8,0.0371514391933719,0.2813,3.18797874269144,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,1000,0.1,tolerance_positive_25meV,18,104.4,0.016487846757763,0.35435,1.59398937134572,completed_sensitivity
stability_definition,cgcnn_ensemble_learned_materials_model,5000,0.1,tolerance_positive_25meV,0,0.0,0.0,0.3294899999999999,0.318797874269144,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,100,0.1,0.05,20,91.65,0.0638125923783818,0.0854999999999999,8.767579564455918,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,100,0.1,0.1,20,100.0,0.0854999999999999,0.0854999999999999,11.631960615699873,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,100,0.1,0.15,20,100.0,0.0854999999999999,0.0854999999999999,11.57410436565082,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,100,0.1,0.2,20,100.0,0.0854999999999999,0.0854999999999999,10.236920797456932,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,100,0.1,0.25,20,100.0,0.0854999999999999,0.0854999999999999,8.488336132345164,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,100,0.1,0.3,20,100.0,0.0854999999999999,0.0854999999999999,6.75689279161715,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,100,0.1,0.4,20,93.8,0.0687982295482295,0.0854999999999999,3.9643518472759625,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,100,0.1,0.5,20,85.5,0.0451044068668918,0.0854999999999999,2.180562978748909,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,300,0.1,0.05,20,93.05,0.0501533952610899,0.2531666666666666,2.9286178201012603,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,300,0.1,0.1,20,106.2,0.0732629205317693,0.2531666666666666,3.885401646851306,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,300,0.1,0.15,20,126.75,0.097765544835167,0.2531666666666666,3.866076140166293,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,300,0.1,0.2,20,133.95,0.1054360021631952,0.2531666666666666,3.4194193418104897,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,300,0.1,0.25,20,120.9,0.0868269013837232,0.2531666666666666,2.8353429828222696,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,300,0.1,0.3,20,101.45,0.0587618082446025,0.2531666666666666,2.256992276273686,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,300,0.1,0.4,16,72.05,0.0176222343410854,0.2531666666666666,1.324205114337699,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,300,0.1,0.5,1,5.15,0.0,0.2531666666666666,0.7321921928296227,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,500,0.1,0.05,17,73.25,0.0211927308930811,0.3269,1.7571706920607562,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,500,0.1,0.1,20,89.95,0.0455835077980533,0.3269,2.331240988110784,completed_sensitivity
gamma_sensitivity,alignn_ff_modern_learned_materials_model,500,0.1,0.15,20,91.9,0.0490169897039671,0.3269,2.3196456840997755,completed_sensitivity
