proposal_source,block_definition,rho,alpha,K,gamma,seeds,non_empty_seeds,mean_release,actual_FTR_mean,actual_FTR_max,actual_FTR_bootstrap95_low,actual_FTR_bootstrap95_high,raw_topK_actual_FTR_mean,best_mass_ratio_mean,max_observed_e_mean,block_coverage_mean,conclusion
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,100,0.05,20,20,91.65,0.0638125923783818,0.14,0.0433872337092731,0.0835544261294261,0.0854999999999999,8.767579564455918,121.85748065186117,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,100,0.1,20,20,100.0,0.0854999999999999,0.22,0.055,0.1175,0.0854999999999999,11.631960615699873,161.66843335894995,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,100,0.15,20,20,100.0,0.0854999999999999,0.22,0.055,0.1175,0.0854999999999999,11.57410436565082,160.8642462581529,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,100,0.2,20,20,100.0,0.0854999999999999,0.22,0.055,0.1175,0.0854999999999999,10.236920797456932,142.27916405920988,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,100,0.25,20,20,100.0,0.0854999999999999,0.22,0.055,0.1175,0.0854999999999999,8.488336132345164,117.97618769161151,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,100,0.3,20,20,100.0,0.0854999999999999,0.22,0.055,0.1175,0.0854999999999999,6.75689279161715,93.91147135271112,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,100,0.4,20,20,93.8,0.0687982295482295,0.21,0.0448116224053724,0.0936799603174603,0.0854999999999999,3.9643518472759625,55.098967918653344,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,100,0.5,20,20,85.5,0.0451044068668918,0.14,0.0262538200339558,0.0644705478413776,0.0854999999999999,2.180562978748909,30.30676357443848,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,0.05,20,20,93.05,0.0501533952610899,0.1222222222222222,0.0338370256850759,0.0671063049909258,0.2531666666666666,2.9286178201012603,121.85748065186117,0.9964731416169288,release_low_FTR
alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,0.1,300,0.1,20,20,106.2,0.0732629205317693,0.1222222222222222,0.0555229558187276,0.0896456330317088,0.2531666666666666,3.885401646851306,161.66843335894995,0.9964731416169288,release_low_FTR
