margin_m_eV_atom,K,support_mode,gate,value,threshold,status,evidence_scope
0.0,10,margin_10pct_support,nonempty_release_ge_18_seeds,20.0,18.0,PASS,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_10pct_support,t1_survival_safe_ge_18_seeds,6.0,18.0,FAIL,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_10pct_support,mean_FTR_t1_stability_if_nonempty_le_alpha,0.25500000000000006,0.1,FAIL,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_10pct_support,constructive_hard_margin_t1_survival_positive,0.0,1.0,FAIL,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_10pct_support,hard_margin_eligibility_enforced,1.0,1.0,PASS,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_full_calibration_block_support,nonempty_release_ge_18_seeds,20.0,18.0,PASS,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_full_calibration_block_support,t1_survival_safe_ge_18_seeds,6.0,18.0,FAIL,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_full_calibration_block_support,mean_FTR_t1_stability_if_nonempty_le_alpha,0.25500000000000006,0.1,FAIL,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_full_calibration_block_support,constructive_hard_margin_t1_survival_positive,0.0,1.0,FAIL,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
0.0,10,margin_full_calibration_block_support,hard_margin_eligibility_enforced,1.0,1.0,PASS,completed_hard_margin_eligibility_diagnostic;hard_release_eligibility_t0_margin_ge_m;validity_event_t0_ehull_le_minus_m;score_is_t0_margin_not_raw_model_score;queue_limited_K500_WBM_union;t1_used_only_for_post_release_survival_audit;not_prospective_discovery;not_DFT_evidence;not_independent_validation;t0_margin_used_as_eligibility_metadata
