candidate_id,formula,structure_ref,structure_sha256,source_population,alignnff_model_name,alignnff_score_rule,selected_before_DFT_outcome,outcome_available,evidence_status,n_atoms,alignnff_energy_eV,alignnff_energy_per_atom,alignnff_score,alignnff_force_abs_max,score_status,score_seconds
mattergen_pilot_5k_3gpu_00003,La6 Cd1 N1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_100.cif,9df14f003e316fd7ae01dcd1e5a66e41fe88bb9c577c6eeee1f8d91f5834b492,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,8,-23.424991607666016,-2.928123950958252,2.928123950958252,0.6995515823364258,scored,0.042160749435424805
mattergen_pilot_5k_3gpu_00006,Li1 Ag3 F6,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1002.cif,34cc8c81feeec77d3d5ba410133df26cbcb8260975d37cf749fa32424ce401fd,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,10,-13.078767776489258,-1.3078767776489257,1.3078767776489257,0.6062990427017212,scored,0.08277440071105957
mattergen_pilot_5k_3gpu_00008,Rb1 Ba1 La2 Te4,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1004.cif,a8d25c3b1ca3d8670c2418e53e223c71d32ef5dcdc3839557bd75c9e94419ca4,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,8,-21.821809768676758,-2.7277262210845947,2.7277262210845947,0.4991375207901001,scored,0.04410576820373535
mattergen_pilot_5k_3gpu_00010,La1 Tb2 Tm1 Bi4,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1006.cif,53a708cdc102dfaa500352167303bf1d90e3eace415da8d695da1669d2bf0170,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,8,-18.797285079956055,-2.349660634994507,2.349660634994507,3.2440245151519775,scored,0.0498964786529541
mattergen_pilot_5k_3gpu_00011,Tb2 Ho1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1007.cif,1af081d39df23778ba0e0e8f06f2a87b9d89560f775a8bed2fd58d115f8347b8,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,3,-5.740825176239014,-1.9136083920796711,1.9136083920796711,0.016006171703338623,scored,0.05061745643615723
mattergen_pilot_5k_3gpu_00013,Ce1 Pr3 Br10,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1009.cif,caebd22f714a69dd790b6b1580b25de9b0351c7527e37350ad45c034490c8563,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,14,-34.793182373046875,-2.485227312360491,2.485227312360491,0.8640831708908081,scored,0.05386018753051758
mattergen_pilot_5k_3gpu_00015,La1 Ta2 Re1 O10,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1010.cif,938ea19e895427dff91dac375021ee874f4914b7870c493597e304bd2715b57c,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,14,-98.67032623291016,-7.047880445207868,7.047880445207868,6.050873279571533,scored,0.08796000480651855
mattergen_pilot_5k_3gpu_00018,As6 Au2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1013.cif,f63de133ca180dfa897010903627023601322809fe1cbbc7c52020196054a320,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,8,-14.887027740478516,-1.8608784675598145,1.8608784675598145,1.5748803615570068,scored,0.048659563064575195
mattergen_pilot_5k_3gpu_00019,Dy8 Hg2 S2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1014.cif,e3855cb231473ab8aae1b690ea04530566f64848aa92b0626a53218c6d538f45,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,12,-27.256572723388672,-2.271381060282389,2.271381060282389,2.343217134475708,scored,0.05894064903259277
mattergen_pilot_5k_3gpu_00020,Ba3 H2 N2 O12,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1015.cif,881d68a3b532273e72a6b600351f8ffa4cc5ee004f2976627458dc1ef0807455,mattergen_4039_consensus_scored,v12.2.2024_dft_3d_307k,"alignnff_score = -alignnff_energy_per_atom; diagnostic only, not formal A3 selection scorer",True,False,completed_pre_outcome_scorer_diagnostic_not_DFT_evidence,19,-80.47488403320312,-4.2355202122738485,4.2355202122738485,3.049593448638916,scored,0.20218849182128906
