target_row,K,audit_policy,audit_budget_fraction,nonempty_seeds,safe_seeds,mean_release_size,observed_FTR,mean_evidence_mass,mean_max_evalue,required_evalue,cost_per_true_release,evidence_scope
ctc_learned_strict_alpha010_K100,100,block_max_gain,0.0,0,0,0.0,0.0,0.04588400952452208,3.6049306125076703,10.0,inf,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,block_max_gain,0.001,0,0,0.0,0.0,0.2215961824674395,13.321283238137232,10.0,inf,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,block_max_gain,0.002,0,0,0.0,0.0,0.2215961824674395,13.321283238137232,10.0,inf,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,block_max_gain,0.005,5,5,21.65,0.0,0.7234882848722963,13.321283238137232,10.0,16.702078521939956,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,block_max_gain,0.01,20,20,99.35,0.0,1.3234694897089339,13.321283238137232,10.0,7.27730246602919,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,diversity_mass_gain,0.0,0,0,0.0,0.0,0.04588400952452208,3.6049306125076703,10.0,inf,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,diversity_mass_gain,0.001,0,0,0.0,0.0,0.2215961824674395,13.321283238137232,10.0,inf,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,diversity_mass_gain,0.002,0,0,0.0,0.0,0.2215961824674395,13.321283238137232,10.0,inf,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,diversity_mass_gain,0.005,20,20,100.0,0.0,1.3321283238137231,13.321283238137232,10.0,3.616,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
ctc_learned_strict_alpha010_K100,100,diversity_mass_gain,0.01,20,20,100.0,0.0,1.3321283238137231,13.321283238137232,10.0,7.23,PARC_A_certificate_directed_acquisition_policy;simulated_one_sided_audit_over_existing_CTC_labels;hidden_labels_used_only_for_audit_return_and_posthoc_FTR;primary_CTC_only;not_new_human_labels;not_DFT_evidence;not_prospective_materials_discovery
