target_row,K,audit_policy,first_any_safe_t0_budget_fraction,first_strict_20of20_t0_budget_fraction,best_nonempty_seeds,best_safe_t0_seeds,best_total_released,evidence_scope
materials_alignn_exact_stable_alpha010_K300,300,chgnet_mace_support_targeted,0.05,,20,11,2302,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,mass_gain,0.005,,18,14,1906,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,parc_m_evidence_targeted,0.005,,20,19,2280,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,random,,,0,0,0,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,raw_score_targeted,0.005,,20,11,2302,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K500,500,chgnet_mace_support_targeted,0.05,,20,17,1815,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K500,500,mass_gain,0.005,,15,15,1285,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K500,500,parc_m_evidence_targeted,0.005,,20,18,1813,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K500,500,random,,,0,0,0,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K500,500,raw_score_targeted,0.005,,20,17,1815,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
