target_row,K,alpha,audit_policy,audit_budget_fraction,seeds,nonempty_seeds,safe_t0_seeds,alpha_violation_t0_seeds,mean_release_size,mean_t0_FTR,mean_raw_topK_t0_FTR,mean_t1_label_coverage,mean_t1_FTR_known,mean_t1_FTR_conservative_unknown_false,mean_raw_topK_t1_FTR_known,mean_verified_positives,mean_verified_positive_yield,mean_evidence_mass,mean_max_evalue,evidence_scope
materials_alignn_exact_stable_alpha010_K300,300,0.1,chgnet_mace_support_targeted,0.0,20,0,0,0,0.0,0.0,0.25316666666666665,0.0,0.0,0.0,0.38083333333333336,0.0,0.0,0.3423840018437473,121.62683153977714,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,chgnet_mace_support_targeted,0.005,20,0,0,0,0.0,0.0,0.25316666666666665,0.0,0.0,0.0,0.38083333333333336,120.35,0.2229680631759944,0.3528750891460654,121.5583745196845,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,chgnet_mace_support_targeted,0.01,20,0,0,0,0.0,0.0,0.25316666666666665,0.0,0.0,0.0,0.38083333333333336,229.15,0.21228160029680548,0.3531458518046733,121.50343745771048,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,chgnet_mace_support_targeted,0.02,20,0,0,0,0.0,0.0,0.25316666666666665,0.0,0.0,0.0,0.38083333333333336,370.85,0.17176094875970135,0.3529290581894887,121.42831165171432,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,chgnet_mace_support_targeted,0.05,20,20,11,9,115.1,0.08700249484918587,0.25316666666666665,1.0,0.2810690315537999,0.2810690315537999,0.38083333333333336,1780.1,0.32977105790093575,3.9507007158704197,164.39262888268075,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,chgnet_mace_support_targeted,0.1,20,20,11,9,114.6,0.0865367989289445,0.25316666666666665,1.0,0.2817019844594801,0.2817019844594801,0.38083333333333336,3794.6,0.35156920910226297,3.9380287896193957,163.86900986181783,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,chgnet_mace_support_targeted,0.2,20,20,11,9,114.0,0.08529083163558596,0.25316666666666665,1.0,0.2808286948833315,0.2808286948833315,0.38083333333333336,7589.45,0.3515046368676073,3.919181769480191,163.06744392329148,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,mass_gain,0.0,20,0,0,0,0.0,0.0,0.25316666666666665,0.0,0.0,0.0,0.38083333333333336,0.0,0.0,0.3423840018437473,121.62683153977714,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,mass_gain,0.005,20,7,7,0,28.05,0.005574133217055177,0.25316666666666665,0.35,0.08008091312093707,0.08008091312093707,0.38083333333333336,357.0,0.6614403283484906,0.8741806330105157,164.9357234349656,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,mass_gain,0.01,20,7,7,0,28.05,0.005574133217055177,0.25316666666666665,0.35,0.08008091312093707,0.08008091312093707,0.38083333333333336,594.35,0.5507847036784799,0.8727965830155116,164.672075454017,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,mass_gain,0.02,20,6,6,0,23.65,0.0038695877625097228,0.25316666666666665,0.3,0.06985364039366435,0.06985364039366435,0.38083333333333336,1024.75,0.4747251451196396,0.8697847465210755,164.07966210196577,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,mass_gain,0.05,20,15,12,3,78.35,0.040699967719123195,0.25316666666666665,0.75,0.20919168701386764,0.20919168701386764,0.38083333333333336,2011.8,0.37276778955806633,1.6858609568160816,163.12654415546902,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,mass_gain,0.1,20,17,12,5,94.1,0.053698675227325986,0.25316666666666665,0.85,0.23646638900565975,0.23646638900565975,0.38083333333333336,3388.6,0.3138989304920549,2.2528030386880222,162.39155040958195,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,mass_gain,0.2,20,18,14,4,95.3,0.054727461258633495,0.25316666666666665,0.9,0.2414238292656842,0.2414238292656842,0.38083333333333336,5978.25,0.27696026130830453,2.6517998308798694,162.1372654926054,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,parc_m_evidence_targeted,0.0,20,0,0,0,0.0,0.0,0.25316666666666665,0.0,0.0,0.0,0.38083333333333336,0.0,0.0,0.3423840018437473,121.62683153977714,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,parc_m_evidence_targeted,0.005,20,20,19,1,88.6,0.038904477453006805,0.25316666666666665,1.0,0.25681262637595975,0.25681262637595975,0.38083333333333336,336.9,0.6243527296221552,2.6154279083298086,165.09900343866653,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,parc_m_evidence_targeted,0.01,20,20,19,1,88.85,0.03919083635616543,0.25316666666666665,1.0,0.2571105553358117,0.2571105553358117,0.38083333333333336,623.7,0.5778788242051588,2.614454102307222,165.03802177563674,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,parc_m_evidence_targeted,0.02,20,20,17,3,90.9,0.04319945085842713,0.25316666666666665,1.0,0.25927980483906976,0.25927980483906976,0.38083333333333336,1178.2,0.5457992321111262,2.6132745287958747,164.9612989030221,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,parc_m_evidence_targeted,0.05,20,20,17,3,94.3,0.04643811989197348,0.25316666666666665,1.0,0.26078638434583884,0.26078638434583884,0.38083333333333336,2508.45,0.46484112533161615,2.841823074487528,164.7370074088444,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,parc_m_evidence_targeted,0.1,20,20,17,3,103.2,0.06241764269395148,0.25316666666666665,1.0,0.27059837389578095,0.27059837389578095,0.38083333333333336,4183.7,0.3876343942513151,3.6162291202381964,164.12494439898938,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
materials_alignn_exact_stable_alpha010_K300,300,0.1,parc_m_evidence_targeted,0.2,20,20,11,9,114.0,0.08529083163558596,0.25316666666666665,1.0,0.2808286948833315,0.2808286948833315,0.38083333333333336,8396.1,0.388898529325409,3.9297223595752846,163.50866176013125,materials_t0_active_audit_emulation;existing_public_WBM_labels_only;t1_current_MP_used_only_as_utility_audit;not_prospective_materials_discovery;not_DFT_evidence;not_materials_primary_headline
