second_rater_sample_id,dataset,video_id,path_id,generator,query,category_id,score,score_bin,path_length,candidate_rank,cell_id,second_rater_montage_path,visual_evidence_status,second_rater_label,second_rater_verified_positive_for_calibration,second_rater_reason,second_rater_confidence,rater_type,prefill_review_status,paper_use_status,human_second_label,human_second_verified_positive_for_calibration,human_second_reason,human_second_confidence,human_second_review_status,human_second_notes
sr300_000,BURST,2306,ovtb_v2306_p002927,GroundingDINO,giraffe,502,0.9596033692359924,high,1,1,cat:502,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2306_p002927.jpg,existing_pending_montage,actually_true,no,metadata_prior_real_object_candidate,medium,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,no,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,medium,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_001,BURST,2306,ovtb_v2306_p002926,GroundingDINO,giraffe,502,0.9124360084533693,high,1,55,cat:502,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2306_p002926.jpg,existing_pending_montage,actually_true,no,metadata_prior_real_object_candidate,medium,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,no,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,medium,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_002,BURST,1785,ovtb_v1785_p002335,GroundingDINO,surfboard,1057,0.9110865592956544,high,1,60,cat:1057,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1785_p002335.jpg,existing_pending_montage,actually_true,no,metadata_prior_real_object_candidate,medium,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,no,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,medium,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_003,BURST,394,ovtb_v394_p000678,GroundingDINO,person,805,0.8893255591392517,high,1,150,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v394_p000678.jpg,existing_pending_montage,actually_true,no,metadata_prior_real_object_candidate,medium,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,no,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,medium,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_004,BURST,2907,ovtb_v2907_p003681,GroundingDINO,person,805,0.8602102484021869,high,7,363,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2907_p003681.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_005,BURST,1423,ovtb_v1423_p001766,GroundingDINO,person,805,0.8380445071629116,high,7,563,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1423_p001766.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_006,BURST,338,ovtb_v338_p000595,GroundingDINO,person,805,0.8370069414377213,high,4,570,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v338_p000595.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_007,BURST,1240,ovtb_v1240_p001781,GroundingDINO,person,805,0.8349293371041616,high,6,589,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1240_p001781.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_008,BURST,338,ovtb_v338_p000596,GroundingDINO,person,805,0.8110963702201843,high,3,832,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v338_p000596.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_009,BURST,584,ovtb_v584_p001031,GroundingDINO,person,805,0.8109672367572784,high,4,833,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v584_p001031.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_010,BURST,2900,ovtb_v2900_p003575,GroundingDINO,laptop computer,642,0.7973275542259216,high,5,988,cat:642,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2900_p003575.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_011,BURST,554,ovtb_v554_p001149,GroundingDINO,person,805,0.7928738594055176,high,4,1031,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v554_p001149.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_012,BURST,84,ovtb_v84_p000136,GroundingDINO,person,805,0.7844642549753189,high,4,1121,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v84_p000136.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_013,BURST,2306,ovtb_v2306_p002924,GroundingDINO,giraffe,502,0.7801607648531595,high,3,1161,cat:502,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2306_p002924.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_014,BURST,2658,ovtb_v2658_p003427,GroundingDINO,person,805,0.7786995073159536,high,6,1176,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2658_p003427.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_015,BURST,1961,ovtb_v1961_p002462,GroundingDINO,flag,458,0.7640324085950851,high,4,1328,cat:458,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1961_p002462.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_016,BURST,286,ovtb_v286_p000624,GroundingDINO,person,805,0.762396052479744,high,4,1348,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v286_p000624.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_017,BURST,2421,ovtb_v2421_p003118,GroundingDINO,giraffe,502,0.7487678925196329,high,3,1517,cat:502,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2421_p003118.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_018,BURST,286,ovtb_v286_p000622,GroundingDINO,person,805,0.7478523135185242,high,5,1529,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v286_p000622.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_019,BURST,2273,ovtb_v2273_p002809,GroundingDINO,rag doll,883,0.7445861622691154,high,8,1588,cat:883,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v2273_p002809.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_020,BURST,1796,ovtb_v1796_p002411,GroundingDINO,hog,574,0.7436534563700358,high,3,1596,cat:574,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1796_p002411.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
sr300_021,BURST,1566,ovtb_v1566_p002157,GroundingDINO,person,805,0.7380304485559464,high,4,1671,cat:805,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/burst_ovtb_v1566_p002157.jpg,existing_pending_montage,actually_true,yes,metadata_prior_real_object_candidate,high,codex_prefill_for_human_second_rater,requires_second_rater_confirmation,prefill_only_not_final_second_rater,actually_true,yes,blind_human_second_review_matches_codex_prefill; user_attested_and_confirmed_for_use,high,human_confirmed,Blind second-review result was reported by user to match the Codex prefill; final fields are human-confirmed for agreement computation.
