audit_item_id,intended_arm,source_audit_id,path_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,packet_randomization_seed,evidence_scope
CTC-PHASE81-0001,raw_topK_reference_overlap,CTC-AUDIT-00056,ctc_PhC-C2DH-U373_02_f053_s9_to_f054_t9,PhC-C2DH-U373,2,53,54,PhC-C2DH-U373/02/t053,53,633,284,5,5,PhC-C2DH-U373/02/t054,54,633,284,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0002,parc_release_core,CTC-AUDIT-01004,ctc_Fluo-N2DL-HeLa_02_f061_s554_to_f062_t554,Fluo-N2DL-HeLa,2,61,62,Fluo-N2DL-HeLa/02/t061,61,775,72,5,5,Fluo-N2DL-HeLa/02/t062,62,775,72,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0003,calibration_one_sided_support_pool,CTC-AUDIT-01943,ctc_PhC-C2DH-U373_02_f109_s12_to_f110_t12,PhC-C2DH-U373,2,109,110,PhC-C2DH-U373/02/t109,109,401,426,3,3,PhC-C2DH-U373/02/t110,110,398,426,3,3,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0004,parc_release_core,CTC-AUDIT-00629,ctc_Fluo-N2DL-HeLa_02_f024_s821_to_f025_t821,Fluo-N2DL-HeLa,2,24,25,Fluo-N2DL-HeLa/02/t024,24,699,644,5,5,Fluo-N2DL-HeLa/02/t025,25,699,644,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0005,parc_release_core,CTC-AUDIT-00558,ctc_Fluo-N2DL-HeLa_02_f015_s687_to_f016_t687,Fluo-N2DL-HeLa,2,15,16,Fluo-N2DL-HeLa/02/t015,15,759,380,5,5,Fluo-N2DL-HeLa/02/t016,16,759,380,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0006,calibration_one_sided_support_pool,CTC-AUDIT-01299,ctc_Fluo-N2DL-HeLa_02_f067_s838_to_f068_t838,Fluo-N2DL-HeLa,2,67,68,Fluo-N2DL-HeLa/02/t067,67,702,517,5,5,Fluo-N2DL-HeLa/02/t068,68,702,517,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0007,parc_release_core,CTC-AUDIT-00511,ctc_Fluo-N2DL-HeLa_02_f009_s420_to_f010_t420,Fluo-N2DL-HeLa,2,9,10,Fluo-N2DL-HeLa/02/t009,9,580,386,5,5,Fluo-N2DL-HeLa/02/t010,10,580,386,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0008,parc_release_core,CTC-AUDIT-00937,ctc_Fluo-N2DL-HeLa_02_f044_s871_to_f045_t871,Fluo-N2DL-HeLa,2,44,45,Fluo-N2DL-HeLa/02/t044,44,929,659,5,5,Fluo-N2DL-HeLa/02/t045,45,929,659,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0009,parc_release_core,CTC-AUDIT-01035,ctc_Fluo-N2DL-HeLa_02_f034_s401_to_f035_t401,Fluo-N2DL-HeLa,2,34,35,Fluo-N2DL-HeLa/02/t034,34,620,173,5,5,Fluo-N2DL-HeLa/02/t035,35,620,173,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0010,raw_topK_reference_overlap,CTC-AUDIT-00175,ctc_PhC-C2DH-U373_02_f016_s4_to_f017_t4,PhC-C2DH-U373,2,16,17,PhC-C2DH-U373/02/t016,16,548,97,9,9,PhC-C2DH-U373/02/t017,17,548,97,9,9,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0011,calibration_one_sided_support_pool,CTC-AUDIT-01904,ctc_DIC-C2DH-HeLa_02_f069_s8_to_f070_t8,DIC-C2DH-HeLa,2,69,70,DIC-C2DH-HeLa/02/t069,69,91,275,19,19,DIC-C2DH-HeLa/02/t070,70,91,275,19,19,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0012,calibration_one_sided_support_pool,CTC-AUDIT-02042,ctc_PhC-C2DH-U373_02_f024_s1_to_f025_t1,PhC-C2DH-U373,2,24,25,PhC-C2DH-U373/02/t024,24,78,244,9,9,PhC-C2DH-U373/02/t025,25,83,244,9,9,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0013,random_blind_control_from_available_reviewed_rows,CTC-AUDIT-01699,ctc_PhC-C2DH-U373_02_f054_s18_to_f055_t18,PhC-C2DH-U373,2,54,55,PhC-C2DH-U373/02/t054,54,56,434,5,5,PhC-C2DH-U373/02/t055,55,56,437,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0014,calibration_one_sided_support_pool,CTC-AUDIT-01116,ctc_Fluo-N2DL-HeLa_02_f026_s296_to_f027_t296,Fluo-N2DL-HeLa,2,26,27,Fluo-N2DL-HeLa/02/t026,26,404,388,5,5,Fluo-N2DL-HeLa/02/t027,27,404,388,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
CTC-PHASE81-0015,parc_release_core,CTC-AUDIT-00660,ctc_Fluo-N2DL-HeLa_02_f043_s554_to_f044_t554,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,772,77,5,5,Fluo-N2DL-HeLa/02/t044,44,772,77,5,5,8101,ctc_external_blind_audit_packet_frozen_pending_labels;two_auditor_blind_packet;supports_future_PARC_A_workflow_validation_only_after_returned_labels;not_completed_positive_evidence;not_new_CTC_ground_truth;not_materials_evidence;not_DFT_evidence
