dataset,detector,policy,certified_risk_target_alpha,seed,M,released,official_unsupported_rate,empirical_audited_false_rate,conservative_unknown_as_false_rate,mass_ratio,empty_reason,has_alpha_control,paper_placement,task,interpretation,audit_status
LVIS,GroundingDINO,raw detector top-M,,pooled,150,150.0,0.0,,0.0,,,False,main_comparison,,,
LVIS,OWLv2,raw detector top-M,,pooled,150,150.0,0.52,,0.52,,,False,appendix_stress,,,
LVIS,GroundingDINO,PARC certified release,0.1,0,150,150.0,0.0,,0.0,0.0,nan,True,main_generality_positive,single_frame_open_vocabulary_detection,positive_certified_release,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,GroundingDINO,PARC certified release,0.1,1,150,150.0,0.0,,0.0,0.0,nan,True,main_generality_positive,single_frame_open_vocabulary_detection,positive_certified_release,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,GroundingDINO,PARC certified release,0.1,2,150,150.0,0.0,,0.0,0.0,nan,True,main_generality_positive,single_frame_open_vocabulary_detection,positive_certified_release,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,GroundingDINO,PARC certified release,0.2,0,150,150.0,0.0,,0.0,0.0,nan,True,main_generality_positive,single_frame_open_vocabulary_detection,positive_certified_release,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,GroundingDINO,PARC certified release,0.2,1,150,150.0,0.0,,0.0,0.0,nan,True,main_generality_positive,single_frame_open_vocabulary_detection,positive_certified_release,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,GroundingDINO,PARC certified release,0.2,2,150,150.0,0.0,,0.0,0.0,nan,True,main_generality_positive,single_frame_open_vocabulary_detection,positive_certified_release,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,OWLv2,PARC certified release,0.1,0,150,0.0,0.0,,0.0,0.0,no_k_satisfies_uniform_self_consistency,True,appendix_stress,single_frame_open_vocabulary_detection,certified_refusal,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,OWLv2,PARC certified release,0.1,1,150,0.0,0.0,,0.0,0.0,no_k_satisfies_uniform_self_consistency,True,appendix_stress,single_frame_open_vocabulary_detection,certified_refusal,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,OWLv2,PARC certified release,0.1,2,150,5.0,0.6,,0.6,0.0,nan,True,appendix_stress,single_frame_open_vocabulary_detection,unsafe_under_official_support_proxy_do_not_use_as_main_claim,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,OWLv2,PARC certified release,0.2,0,150,150.0,0.5933333333333334,,0.5933333333333334,0.0,nan,True,appendix_stress,single_frame_open_vocabulary_detection,unsafe_under_official_support_proxy_do_not_use_as_main_claim,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,OWLv2,PARC certified release,0.2,1,150,150.0,0.5866666666666667,,0.5866666666666667,0.0,nan,True,appendix_stress,single_frame_open_vocabulary_detection,unsafe_under_official_support_proxy_do_not_use_as_main_claim,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
LVIS,OWLv2,PARC certified release,0.2,2,150,150.0,0.5533333333333333,,0.5533333333333333,0.0,nan,True,appendix_stress,single_frame_open_vocabulary_detection,unsafe_under_official_support_proxy_do_not_use_as_main_claim,LVIS high-score unmatched audit labels pending; conservative rate uses official-unsupported proxy.
