candidate_id,structure_hash,formula,chemical_system,K,method,raw_rank,t0_label,t1_label,drift_class,E_original_PARC,E_ALIGNN_rank_proxy,E_CHGNet_rank_proxy,E_MACE_rank_proxy,E_fusion_selected,chgnet_mace_consensus_label,evidence_scope
wbm-1-10154,16682921590c18a55d3ae92852f39bc9ea432c63eecfb0d530947b6b3735012e,Cl6 Mn2,Cl-Mn,300,raw top-K,10,stable,stable,stable_to_stable,18.566685755496703,0.35060815738823486,0.29380208656982776,0.2758670363004,18.566685755496703,consensus_score_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10155,044cea08be9902b9fdfdaf8289a9196b31585c3cbb168ba508b390b4a753bf31,Cl6 Mn2,Cl-Mn,300,raw top-K,13,stable,stable,stable_to_stable,17.306411900418205,0.34181733348547233,0.29612729072498956,0.27857508667074005,17.306411900418205,consensus_score_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10156,0073b6c7b6d8c8ed28255268a9ef3bbe8f8042cfce10bd334dfa5f2cdb5e5e49,Cl6 Mn2,Cl-Mn,300,raw top-K,63,stable,stable,stable_to_stable,9.114841960315776,0.22283035504072135,0.29457272121590045,0.27789265264321394,9.114841960315776,consensus_score_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10169,c6fa446b22d6f46e7175bef4f9b436df763d617ebfdb5f099e0bf62ba6381d42,Cl6 Ni2,Cl-Ni,300,raw top-K,66,stable,stable,stable_to_stable,10.493075434558586,0.2372385422160241,0.1752837988379161,0.1740472468112202,10.493075434558586,not_consensus_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10175,82b05f8f280fa0122a4fdf892b90d7a32feff603bf08be10f3880ead68589447,Cl6 Pd2,Cl-Pd,300,raw top-K,16,stable,unstable_or_unresolved,stable_to_unstable,11.871414913541855,0.26074947216325167,0.17258824110798288,0.16768491843120295,11.871414913541855,not_consensus_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10281,266f5497e665556b466a6ba57ee8c31a1ceba1243e41eb8c26a394b9126cacaa,Cl6 Sr2,Cl-Sr,300,raw top-K,11,unstable_or_unresolved,stable,unstable_to_stable,15.283544375734625,0.3066855241528363,0.18340030927482193,0.18340030927482193,15.283544375734625,not_consensus_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10360,59484f78e74852627bc2d2fb94520df405d327f68d454811a43301bc5cabb3f3,Ca2 Cl8,Ca-Cl,300,raw top-K,100,stable,unstable_or_unresolved,stable_to_unstable,8.313058777209244,0.22241065968208565,0.16882466798576531,0.17163028408323858,8.313058777209244,not_consensus_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10361,3d70285e93a8c4067241ffefb2b64f9a832743bcad0a44c7e9347c0a8720b70e,Ca2 Cl8,Ca-Cl,300,raw top-K,35,stable,unstable_or_unresolved,stable_to_unstable,13.689522143191526,0.30252881336070003,0.1702148751382044,0.1738022139230188,13.689522143191526,not_consensus_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10364,1e964ef70ac850f4144402d2055494989a85d091c301c59718a84ab36f23954f,Ce2 Cl8,Ce-Cl,300,raw top-K,3,stable,stable,stable_to_stable,29.80583811480544,0.3870971807400907,0.28852821639361315,0.26934120356638963,29.80583811480544,consensus_score_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
wbm-1-10365,55404c2abf036cebe41df2b0fa5ed5438b3f8f411ab40ebc9380a49f9ab9a6df,Ce2 Cl8,Ce-Cl,300,raw top-K,1,stable,stable,stable_to_stable,89.57628868309655,0.5548679936768388,0.2892689681655858,0.2732157254005515,89.57628868309655,consensus_score_supported,PARC_M_multi_evidence_fusion_feasibility;empirical_proxy_fusion_not_theorem_grade;CHGNet_MACE_queue_scores_not_full_null_calibration;not_DFT_evidence;not_prospective_discovery
