domain,dataset,proposal_source,K,raw_false_persistence_links,raw_false_link_fraction,raw_false_persistence_chain_proxy,official_GT_evaluation,PARC_context,evidence_status
earth_observation,SpaceNet 7 official building identities,geometry_linker,100,0,0.0,0,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,geometry_linker,300,1,0.0033333333333333335,0,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,geometry_linker,500,1,0.002,0,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,geometry_linker,1000,2,0.002,0,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,geometry_linker,5000,9,0.0018,0,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,randomized_linker,100,65,0.65,65,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,randomized_linker,300,201,0.67,201,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,randomized_linker,500,340,0.68,340,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,randomized_linker,1000,681,0.681,681,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
earth_observation,SpaceNet 7 official building identities,randomized_linker,5000,3381,0.6762,3381,completed,existing SpaceNet sweep reports release/refusal; this table quantifies raw map damage using official GT,completed_official_GT_map_consequence
