domain,dataset,unit,proposal_source,model_family,verification_mode,block_definition,rho,alpha,K,seeds,non_empty_seeds,mean_release,min_release,max_release,PARC_FTR_mean,PARC_FTR_max,raw_topK_FTR_mean,raw_topR_FTR_mean,raw_only_tail_FTR_mean,raw_unstable_count_mean,PARC_unstable_count_mean,prevented_unstable_followups_mean,DFT_efficiency_mean,raw_DFT_efficiency_mean,best_mass_ratio_mean,max_observed_e_mean,required_e,block_coverage_mean,release_status,evidence_status
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,20,20,100.0,100,100,0.08549999999999999,0.22,0.08549999999999999,0.08549999999999999,0.0,8.55,8.55,0.0,0.9145,0.9145,11.846232639060663,164.64649454156125,10.0,0.9964731416169288,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,20,20,115.1,39,211,0.08700249484918587,0.17535545023696683,0.25316666666666665,0.08700249484918587,0.34607907222207956,75.95,11.7,64.25,0.9129975051508141,0.7468333333333332,3.9569745701110115,164.64649454156125,10.0,0.9964731416169288,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,20,20,90.75,37,151,0.04822076682610132,0.12222222222222222,0.3269,0.04822076682610132,0.386651838862942,163.45,5.15,158.3,0.9517792331738987,0.6731,2.3741847420666065,164.64649454156125,10.0,0.9964731416169288,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,20,15,60.8,0,103,0.005972493447761961,0.06896551724137931,0.39099999999999996,0.005972493447761961,0.41627105628196565,391.0,0.5,390.5,0.7440275065522381,0.6090000000000001,1.1870923710333032,164.64649454156125,10.0,0.9964731416169288,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,20,0,0.0,0,0,0.0,0.0,0.51548,0.0,0.51548,2577.4,0.0,2577.4,0.0,0.48452,0.23741847420666065,164.64649454156125,10.0,0.9964731416169288,certified_refusal_or_low_power,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,20,20,100.0,100,100,0.08549999999999999,0.22,0.08549999999999999,0.08549999999999999,0.0,8.55,8.55,0.0,0.9145,0.9145,23.692465278121325,164.64649454156125,5.0,0.9964731416169288,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,20,20,275.75,57,300,0.23201603145795527,0.35,0.25316666666666665,0.23201603145795527,0.034032241607999184,75.95,67.7,8.25,0.7679839685420448,0.7468333333333332,7.913949140222023,164.64649454156125,5.0,0.9964731416169288,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,20,20,158.7,39,389,0.13098115573322938,0.29562982005141386,0.3269,0.13098115573322938,0.4023493778347563,163.45,27.45,136.0,0.8690188442667706,0.6731,4.748369484133213,164.64649454156125,5.0,0.9964731416169288,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,20,20,90.75,37,151,0.04822076682610132,0.12222222222222222,0.39099999999999996,0.04822076682610132,0.4247519982434036,391.0,5.15,385.85,0.9517792331738987,0.6090000000000001,2.3741847420666065,164.64649454156125,5.0,0.9964731416169288,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,ALIGNN-FF,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,20,0,0.0,0,0,0.0,0.0,0.51548,0.0,0.51548,2577.4,0.0,2577.4,0.0,0.48452,0.4748369484133213,164.64649454156125,5.0,0.9964731416169288,certified_refusal_or_low_power,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,20,20,100.0,100,100,0.03,0.1,0.03,0.03,0.0,3.0,3.0,0.0,0.97,0.97,13.443074227562992,164.5441668977051,10.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,20,20,163.8,43,300,0.09155623868979505,0.21739130434782608,0.23499999999999996,0.09155623868979505,0.38140121299730384,70.5,17.95,52.55,0.908443761310205,0.7649999999999999,4.747047784109154,164.5441668977051,10.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,20,20,118.8,40,184,0.03189720598428158,0.09302325581395349,0.32589999999999997,0.03189720598428158,0.41665330080335206,162.95,4.7,158.25,0.9681027940157184,0.6740999999999999,2.8482286704654927,164.5441668977051,10.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,20,16,83.05,0,150,0.0135530164863021,0.07563025210084033,0.4096,0.0135530164863021,0.4451979469933902,409.6,1.65,407.95,0.786446983513698,0.5904,1.4241143352327463,164.5441668977051,10.0,0.9957677699403146,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,20,0,0.0,0,0,0.0,0.0,0.40651000000000004,0.0,0.40651000000000004,2032.55,0.0,2032.55,0.0,0.5934899999999999,0.2848228670465493,164.5441668977051,10.0,0.9957677699403146,certified_refusal_or_low_power,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,20,20,100.0,100,100,0.03,0.1,0.03,0.03,0.0,3.0,3.0,0.0,0.97,0.97,26.886148455125984,164.5441668977051,5.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,20,20,287.9,150,300,0.22558980504953657,0.35,0.23499999999999996,0.22558980504953657,0.03788888888888889,70.5,65.85,4.65,0.7744101949504633,0.7649999999999999,9.494095568218308,164.5441668977051,5.0,0.9957677699403146,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,20,20,198.7,46,423,0.1345361990925361,0.32926829268292684,0.32589999999999997,0.1345361990925361,0.435200695446356,162.95,32.7,130.25,0.8654638009074638,0.6740999999999999,5.696457340930985,164.5441668977051,5.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,20,20,118.8,40,184,0.03189720598428158,0.09302325581395349,0.4096,0.03189720598428158,0.4597885158161933,409.6,4.7,404.9,0.9681027940157184,0.5904,2.8482286704654927,164.5441668977051,5.0,0.9957677699403146,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,20,0,0.0,0,0,0.0,0.0,0.40651000000000004,0.0,0.40651000000000004,2032.55,0.0,2032.55,0.0,0.5934899999999999,0.5696457340930986,164.5441668977051,5.0,0.9957677699403146,certified_refusal_or_low_power,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,20,20,100.0,100,100,0.0465,0.12,0.0465,0.0465,0.0,4.65,4.65,0.0,0.9534999999999998,0.9534999999999998,12.536597185359469,164.74684486074196,10.0,0.9971649484536081,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,20,20,197.0,63,300,0.11342244253168243,0.1885245901639344,0.184,0.11342244253168243,0.2925653944396247,55.2,24.5,30.7,0.8865775574683175,0.8160000000000001,4.231007721004845,164.74684486074196,10.0,0.9971649484536081,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,20,20,102.75,39,211,0.041313956033397145,0.11374407582938388,0.2209,0.041313956033397145,0.26619223464601494,110.45,5.05,105.4,0.9586860439666027,0.7791,2.5386046326029073,164.74684486074196,10.0,0.9971649484536081,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,20,16,68.7,0,120,0.008809616477836528,0.07547169811320754,0.2916,0.008809616477836528,0.3121647788471218,291.6,0.9,290.7,0.7911903835221634,0.7083999999999999,1.2693023163014536,164.74684486074196,10.0,0.9971649484536081,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,20,0,0.0,0,0,0.0,0.0,0.5366899999999999,0.0,0.5366899999999999,2683.45,0.0,2683.45,0.0,0.46331,0.25386046326029077,164.74684486074196,10.0,0.9971649484536081,certified_refusal_or_low_power,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,20,20,100.0,100,100,0.0465,0.12,0.0465,0.0465,0.0,4.65,4.65,0.0,0.9534999999999998,0.9534999999999998,25.073194370718937,164.74684486074196,5.0,0.9971649484536081,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,20,20,300.0,300,300,0.184,0.25,0.184,0.184,0.0,55.2,55.2,0.0,0.8160000000000001,0.8160000000000001,8.46201544200969,164.74684486074196,5.0,0.9971649484536081,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,20,20,404.45,157,500,0.20185358891873734,0.233502538071066,0.2209,0.20185358891873734,0.14875897380230968,110.45,84.0,26.45,0.7981464110812626,0.7791,5.0772092652058145,164.74684486074196,5.0,0.9971649484536081,boundary_or_partial_release,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,20,20,102.75,39,211,0.041313956033397145,0.11374407582938388,0.2916,0.041313956033397145,0.31945899467665495,291.6,5.05,286.55,0.9586860439666027,0.7083999999999999,2.5386046326029073,164.74684486074196,5.0,0.9971649484536081,certified_release_low_FTR,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,megnet_weak_learned_materials_model,MEGNet,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,20,0,0.0,0,0,0.0,0.0,0.5366899999999999,0.0,0.5366899999999999,2683.45,0.0,2683.45,0.0,0.46331,0.5077209265205815,164.74684486074196,5.0,0.9971649484536081,certified_refusal_or_low_power,completed_public_DFT_label_followup
