K_original,retain_fraction,risk_model,risk_threshold,full_queue_n,risk_score_available_n,risk_score_missing_n,filtered_universe_n,filtered_chemical_systems,K_eff,filter_stage,threshold_source,denominator_recomputed_after_filter,evidence_scope,panel,support_mode,seed,calibration_blocks,followup_blocks,nonempty_calibration_null_blocks,block_coverage,p_min_effective,gamma,observed_t1_positives,evalues_recomputed_after_filter,alpha,rho_t1_positive_support,decision,release_size,release_false_t1,release_FTR_t1,release_FTR_t0,safe_release_t1,raw_pool_size,raw_pool_FTR_t1,t1_stable_eligible_in_calibration,max_evalue,required_evalue_threshold,self_consistency_margin,evidence_mass,self_consistency_pass,risk_gate_uses_t1_labels,heldout_t1_used_for_selection,n_seeds,nonempty_seeds,safe_seeds,mean_release_size,median_release_size,max_release_size,mean_FTR_t1_if_nonempty,mean_raw_pool_FTR_t1,mean_max_evalue,mean_required_evalue_threshold_if_released,mean_evidence_mass,mean_self_consistency_margin,self_consistency_pass_any_seed,go_strong,go_medium,claim_status
20,0.2,system_margin_distribution,0.07392184882204264,1191.0,332.0,859.0,55.0,10.0,20,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.3,system_margin_distribution,0.1301652482647553,1191.0,332.0,859.0,89.0,19.0,20,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.4,system_margin_distribution,0.252379358276935,1191.0,332.0,859.0,118.0,29.0,20,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.5,system_margin_distribution,0.4564901196919917,1191.0,332.0,859.0,154.0,41.0,20,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.2,system_margin_distribution,0.0746196453306542,1191.0,332.0,859.0,59.0,11.0,50,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.3,system_margin_distribution,0.13607559720276802,1191.0,332.0,859.0,94.0,20.0,50,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.4,system_margin_distribution,0.2888877558157561,1191.0,332.0,859.0,125.0,31.0,50,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.5,system_margin_distribution,0.5113425383198096,1191.0,332.0,859.0,169.0,45.0,50,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.2,system_margin_distribution,0.0746196453306542,1191.0,332.0,859.0,59.0,11.0,57,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.3,system_margin_distribution,0.13607559720276802,1191.0,332.0,859.0,94.0,20.0,75,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.4,system_margin_distribution,0.2795552061771917,1191.0,332.0,859.0,122.0,30.0,75,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.5,system_margin_distribution,0.46863651209235624,1191.0,332.0,859.0,156.0,42.0,75,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.2,system_margin_distribution,0.0746196453306542,1191.0,332.0,859.0,59.0,11.0,57,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.3,system_margin_distribution,0.13607559720276802,1191.0,332.0,859.0,94.0,20.0,85,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.4,system_margin_distribution,0.28702124588804334,1191.0,332.0,859.0,122.0,30.0,100,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.5,system_margin_distribution,0.4690617073987788,1191.0,332.0,859.0,158.0,43.0,100,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.2,system_margin_distribution,0.0761566966687968,1191.0,332.0,859.0,62.0,12.0,61,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.3,system_margin_distribution,0.14767365668913615,1191.0,332.0,859.0,94.0,20.0,88,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.4,system_margin_distribution,0.2909003614322431,1191.0,332.0,859.0,125.0,31.0,118,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.5,system_margin_distribution,0.4749224975531548,1191.0,332.0,859.0,158.0,43.0,147,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.2,system_margin_distribution,0.07638028042767354,1191.0,332.0,859.0,62.0,12.0,61,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.3,system_margin_distribution,0.1587874543855536,1191.0,332.0,859.0,98.0,22.0,92,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.4,system_margin_distribution,0.3010056901719531,1191.0,332.0,859.0,128.0,32.0,122,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,0.5,system_margin_distribution,0.5113425383198096,1191.0,332.0,859.0,169.0,45.0,157,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.2,system_margin_distribution,0.0765293362669247,1191.0,332.0,859.0,68.0,13.0,67,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.3,system_margin_distribution,0.1592319288905133,1191.0,332.0,859.0,98.0,22.0,95,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.4,system_margin_distribution,0.3092253152670007,1191.0,332.0,859.0,131.0,33.0,128,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.5,system_margin_distribution,0.5113425383198096,1191.0,332.0,859.0,169.0,45.0,162,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.2,system_margin_distribution,0.0765293362669247,1191.0,332.0,859.0,68.0,13.0,68,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.3,system_margin_distribution,0.16429584649392925,1191.0,332.0,859.0,100.0,23.0,100,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.4,system_margin_distribution,0.3185298215483824,1191.0,332.0,859.0,134.0,34.0,134,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.5,system_margin_distribution,0.5113425383198096,1191.0,332.0,859.0,169.0,45.0,169,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,filtered_universe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.2,system_margin_distribution,,,,,,,20,,,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery,recomputed_nullsuperset,t1_10pct_support,0.0,5.0,5.0,5.0,1.0,0.16666666666666666,0.5581106265512472,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
