risk_model,K_original,K_eff,alpha,retain_fraction,support_mode,filtered_universe_n,filtered_chemical_systems,n_seeds,nonempty_seeds,safe_seeds,mean_release_size,median_release_size,max_release_size,mean_FTR_t1_if_nonempty,mean_raw_pool_FTR_t1,mean_max_evalue,mean_required_evalue_threshold_if_released,mean_evidence_mass,mean_self_consistency_margin,self_consistency_pass_any_seed,go_strong,go_medium,claim_status,evidence_scope
system_margin_distribution,20,20,0.1,0.2,t1_10pct_support,55,10,20,0,0,0.0,0.0,0,,0.0,1.1669018469647447,,0.07935206454212095,-9.756992495092886,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,20,20,0.1,0.2,t1_full_calibration_block_support,55,10,20,0,0,0.0,0.0,0,,0.0,0.0,,0.0,-10.436507936507937,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,20,20,0.1,0.3,t1_10pct_support,89,19,20,0,0,0.0,0.0,0,,0.0,1.4940305953693862,,0.11186520960554427,-8.981352019209474,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,20,20,0.1,0.3,t1_full_calibration_block_support,89,19,20,0,0,0.0,0.0,0,,0.0,0.0,,0.0,-10.0,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,20,20,0.1,0.4,t1_10pct_support,118,29,20,0,0,0.0,0.0,0,,0.0225,1.687283817807753,,0.1023316138864057,-9.147083036854477,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,20,20,0.1,0.4,t1_full_calibration_block_support,118,29,20,0,0,0.0,0.0,0,,0.0225,0.0,,0.0,-10.0,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,20,20,0.1,0.5,t1_10pct_support,154,41,20,0,0,0.0,0.0,0,,0.005,2.213417622868574,,0.13312292583800558,-8.899114252209236,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,20,20,0.1,0.5,t1_full_calibration_block_support,154,41,20,0,0,0.0,0.0,0,,0.005,0.9240326835354115,,0.09154615051872642,-9.08505692813404,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,50,50,0.1,0.2,t1_10pct_support,59,11,20,0,0,0.0,0.0,0,,0.0,1.1594636704935843,,0.042749282237825974,-14.547969996089003,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
system_margin_distribution,50,50,0.1,0.2,t1_full_calibration_block_support,59,11,20,0,0,0.0,0.0,0,,0.0,0.0,,0.0,-15.106080622640253,False,False,False,risk_gated_recertification_refusal_no_go,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
