K_original,retain_fraction,risk_model,risk_threshold,full_queue_n,risk_score_available_n,risk_score_missing_n,filtered_universe_n,filtered_chemical_systems,K_eff,filter_stage,threshold_source,denominator_recomputed_after_filter,evidence_scope
20,0.2,system_margin_distribution,0.07392184882204264,1191,332,859,55,10,20,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
20,0.3,system_margin_distribution,0.1301652482647553,1191,332,859,89,19,20,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
20,0.4,system_margin_distribution,0.252379358276935,1191,332,859,118,29,20,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
20,0.5,system_margin_distribution,0.4564901196919917,1191,332,859,154,41,20,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
50,0.2,system_margin_distribution,0.0746196453306542,1191,332,859,59,11,50,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
50,0.3,system_margin_distribution,0.13607559720276802,1191,332,859,94,20,50,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
50,0.4,system_margin_distribution,0.2888877558157561,1191,332,859,125,31,50,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
50,0.5,system_margin_distribution,0.5113425383198096,1191,332,859,169,45,50,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
75,0.2,system_margin_distribution,0.0746196453306542,1191,332,859,59,11,57,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
75,0.3,system_margin_distribution,0.13607559720276802,1191,332,859,94,20,75,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
75,0.4,system_margin_distribution,0.2795552061771917,1191,332,859,122,30,75,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
75,0.5,system_margin_distribution,0.46863651209235624,1191,332,859,156,42,75,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
100,0.2,system_margin_distribution,0.0746196453306542,1191,332,859,59,11,57,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
100,0.3,system_margin_distribution,0.13607559720276802,1191,332,859,94,20,85,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
100,0.4,system_margin_distribution,0.28702124588804334,1191,332,859,122,30,100,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
100,0.5,system_margin_distribution,0.4690617073987788,1191,332,859,158,43,100,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
150,0.2,system_margin_distribution,0.0761566966687968,1191,332,859,62,12,61,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
150,0.3,system_margin_distribution,0.14767365668913615,1191,332,859,94,20,88,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
150,0.4,system_margin_distribution,0.2909003614322431,1191,332,859,125,31,118,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
150,0.5,system_margin_distribution,0.4749224975531548,1191,332,859,158,43,147,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
200,0.2,system_margin_distribution,0.07638028042767354,1191,332,859,62,12,61,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
200,0.3,system_margin_distribution,0.1587874543855536,1191,332,859,98,22,92,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
200,0.4,system_margin_distribution,0.3010056901719531,1191,332,859,128,32,122,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
200,0.5,system_margin_distribution,0.5113425383198096,1191,332,859,169,45,157,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
300,0.2,system_margin_distribution,0.0765293362669247,1191,332,859,68,13,67,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
300,0.3,system_margin_distribution,0.1592319288905133,1191,332,859,98,22,95,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
300,0.4,system_margin_distribution,0.3092253152670007,1191,332,859,131,33,128,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
300,0.5,system_margin_distribution,0.5113425383198096,1191,332,859,169,45,162,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
500,0.2,system_margin_distribution,0.0765293362669247,1191,332,859,68,13,68,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
500,0.3,system_margin_distribution,0.16429584649392925,1191,332,859,100,23,100,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
500,0.4,system_margin_distribution,0.3185298215483824,1191,332,859,134,34,134,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
500,0.5,system_margin_distribution,0.5113425383198096,1191,332,859,169,45,169,pre_PARC_before_calibration_split,risk_score_quantile_only_no_t1_labels,True,risk_gated_filtered_universe_recertification;risk_gate_before_PARC;recomputed_nullsuperset_after_filter;recomputed_evalues_after_filter;K_eff_used_in_SCS_threshold;t0_public_label_risk_features_not_label_free;queue_limited_current_MP_t1_recertification;not_DFT_evidence;not_prospective_materials_discovery
