dataset,video_id,path_id,label,reason,auditor,confidence,review_status,verified_positive_for_calibration
TAO,2297,ovtb_v2297_p001228,,,,,,
TAO,2112,ovtb_v2112_p001119,,,,,,
TAO,2112,ovtb_v2112_p001111,,,,,,
TAO,5668,ovtb_v5668_p004122,,,,,,
TAO,1414,ovtb_v1414_p000718,,,,,,
TAO,1414,ovtb_v1414_p000719,,,,,,
TAO,4431,ovtb_v4431_p002875,,,,,,
TAO,5886,ovtb_v5886_p004364,,,,,,
TAO,4431,ovtb_v4431_p002873,,,,,,
TAO,4624,ovtb_v4624_p003063,,,,,,
TAO,5828,ovtb_v5828_p004291,,,,,,
TAO,4238,ovtb_v4238_p002717,,,,,,
TAO,4466,ovtb_v4466_p002904,,,,,,
TAO,4466,ovtb_v4466_p002902,,,,,,
TAO,5781,ovtb_v5781_p004235,,,,,,
TAO,3382,ovtb_v3382_p002049,,,,,,
TAO,4172,ovtb_v4172_p002683,,,,,,
TAO,2867,ovtb_v2867_p001480,,,,,,
TAO,1008,ovtb_v1008_p000535,,,,,,
TAO,1008,ovtb_v1008_p000534,,,,,,
TAO,4882,ovtb_v4882_p003363,,,,,,
TAO,4228,ovtb_v4228_p002714,,,,,,
TAO,2513,ovtb_v2513_p001331,,,,,,
TAO,369,ovtb_v369_p000281,,,,,,
TAO,1458,ovtb_v1458_p000746,,,,,,
TAO,4908,ovtb_v4908_p003386,,,,,,
TAO,4172,ovtb_v4172_p002686,,,,,,
TAO,4417,ovtb_v4417_p002867,,,,,,
TAO,3701,ovtb_v3701_p002342,,,,,,
TAO,2227,ovtb_v2227_p001191,,,,,,
TAO,2227,ovtb_v2227_p001192,,,,,,
TAO,4949,ovtb_v4949_p003449,,,,,,
TAO,3257,ovtb_v3257_p001896,,,,,,
TAO,3257,ovtb_v3257_p001894,,,,,,
TAO,4677,ovtb_v4677_p003130,,,,,,
TAO,5409,ovtb_v5409_p003886,,,,,,
TAO,4677,ovtb_v4677_p003139,,,,,,
TAO,4677,ovtb_v4677_p003147,,,,,,
TAO,5409,ovtb_v5409_p003892,,,,,,
TAO,5409,ovtb_v5409_p003888,,,,,,
TAO,5409,ovtb_v5409_p003893,,,,,,
TAO,4971,ovtb_v4971_p003483,,,,,,
TAO,5409,ovtb_v5409_p003890,,,,,,
TAO,5370,ovtb_v5370_p003860,,,,,,
TAO,5370,ovtb_v5370_p003861,,,,,,
TAO,3234,ovtb_v3234_p001873,,,,,,
TAO,2975,ovtb_v2975_p001500,,,,,,
TAO,3234,ovtb_v3234_p001871,,,,,,
TAO,4455,ovtb_v4455_p002887,,,,,,
TAO,3413,ovtb_v3413_p002092,,,,,,
TAO,3413,ovtb_v3413_p002095,,,,,,
TAO,3456,ovtb_v3456_p002165,,,,,,
TAO,3086,ovtb_v3086_p001661,,,,,,
TAO,2667,ovtb_v2667_p001409,,,,,,
TAO,3456,ovtb_v3456_p002163,,,,,,
TAO,2667,ovtb_v2667_p001411,,,,,,
TAO,3413,ovtb_v3413_p002093,,,,,,
TAO,2238,ovtb_v2238_p001198,,,,,,
TAO,3413,ovtb_v3413_p002094,,,,,,
TAO,2667,ovtb_v2667_p001402,,,,,,
TAO,212,ovtb_v212_p000167,,,,,,
TAO,212,ovtb_v212_p000173,,,,,,
TAO,212,ovtb_v212_p000169,,,,,,
TAO,212,ovtb_v212_p000179,,,,,,
TAO,5304,ovtb_v5304_p003748,,,,,,
TAO,5304,ovtb_v5304_p003750,,,,,,
TAO,5945,ovtb_v5945_p004447,,,,,,
TAO,5945,ovtb_v5945_p004445,,,,,,
TAO,2812,ovtb_v2812_p001472,,,,,,
TAO,5945,ovtb_v5945_p004444,,,,,,
TAO,3630,ovtb_v3630_p002305,,,,,,
TAO,5890,ovtb_v5890_p004372,,,,,,
TAO,1447,ovtb_v1447_p000723,,,,,,
TAO,5890,ovtb_v5890_p004377,,,,,,
TAO,3630,ovtb_v3630_p002306,,,,,,
TAO,5890,ovtb_v5890_p004384,,,,,,
TAO,1447,ovtb_v1447_p000726,,,,,,
TAO,5890,ovtb_v5890_p004383,,,,,,
TAO,358,ovtb_v358_p000265,,,,,,
TAO,3368,ovtb_v3368_p002037,,,,,,
TAO,3368,ovtb_v3368_p002039,,,,,,
TAO,5125,ovtb_v5125_p003598,,,,,,
TAO,2170,ovtb_v2170_p001156,,,,,,
TAO,2044,ovtb_v2044_p001023,,,,,,
TAO,3410,ovtb_v3410_p002083,,,,,,
TAO,3410,ovtb_v3410_p002084,,,,,,
TAO,5620,ovtb_v5620_p004079,,,,,,
TAO,4872,ovtb_v4872_p003347,,,,,,
TAO,2580,ovtb_v2580_p001372,,,,,,
TAO,3878,ovtb_v3878_p002384,,,,,,
TAO,3878,ovtb_v3878_p002388,,,,,,
TAO,4872,ovtb_v4872_p003344,,,,,,
TAO,805,ovtb_v805_p000510,,,,,,
TAO,3811,ovtb_v3811_p002368,,,,,,
TAO,5620,ovtb_v5620_p004077,,,,,,
TAO,4872,ovtb_v4872_p003348,,,,,,
TAO,805,ovtb_v805_p000507,,,,,,
TAO,3811,ovtb_v3811_p002367,,,,,,
TAO,3878,ovtb_v3878_p002383,,,,,,
TAO,4872,ovtb_v4872_p003345,,,,,,
TAO,4872,ovtb_v4872_p003342,,,,,,
TAO,4493,ovtb_v4493_p002928,,,,,,
TAO,4920,ovtb_v4920_p003395,,,,,,
TAO,4920,ovtb_v4920_p003407,,,,,,
TAO,4920,ovtb_v4920_p003397,,,,,,
TAO,4920,ovtb_v4920_p003399,,,,,,
TAO,2058,ovtb_v2058_p001038,,,,,,
TAO,1058,ovtb_v1058_p000549,,,,,,
TAO,4007,ovtb_v4007_p002451,,,,,,
TAO,4007,ovtb_v4007_p002449,,,,,,
TAO,1058,ovtb_v1058_p000550,,,,,,
TAO,1058,ovtb_v1058_p000552,,,,,,
TAO,1058,ovtb_v1058_p000568,,,,,,
TAO,1058,ovtb_v1058_p000572,,,,,,
TAO,4007,ovtb_v4007_p002457,,,,,,
TAO,1058,ovtb_v1058_p000569,,,,,,
TAO,1058,ovtb_v1058_p000570,,,,,,
TAO,5319,ovtb_v5319_p003787,,,,,,
TAO,5319,ovtb_v5319_p003791,,,,,,
TAO,5319,ovtb_v5319_p003789,,,,,,
TAO,5319,ovtb_v5319_p003801,,,,,,
TAO,5319,ovtb_v5319_p003792,,,,,,
TAO,5319,ovtb_v5319_p003802,,,,,,
TAO,5673,ovtb_v5673_p004124,,,,,,
TAO,4537,ovtb_v4537_p002990,,,,,,
TAO,3420,ovtb_v3420_p002115,,,,,,
TAO,158,ovtb_v158_p000142,,,,,,
TAO,5313,ovtb_v5313_p003776,,,,,,
TAO,5938,ovtb_v5938_p004421,,,,,,
TAO,158,ovtb_v158_p000143,,,,,,
TAO,3456,ovtb_v3456_p002174,,,,,,
TAO,158,ovtb_v158_p000146,,,,,,
TAO,5813,ovtb_v5813_p004272,,,,,,
TAO,158,ovtb_v158_p000145,,,,,,
TAO,3024,ovtb_v3024_p001555,,,,,,
