margin_m_eV_atom,n_t0_stable_with_drift,n_drift_gt_m,pi_hat,pi_ci_low_95,pi_ci_high_95,alpha_plus_pi_hat,bootstrap_unit,n_bootstrap,guardrail,evidence_scope
0.0,743,275,0.37012113055181695,0.31867947982405814,0.4258999467092992,0.4701211305518169,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.01,743,270,0.3633916554508748,0.31728963811094546,0.4118557092258391,0.4633916554508748,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.025,743,270,0.3633916554508748,0.3138500635324015,0.4127806153288201,0.4633916554508748,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.05,743,270,0.3633916554508748,0.3121807203595331,0.414340411115852,0.4633916554508748,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.075,743,269,0.3620457604306864,0.3108629910443382,0.4107821812328707,0.46204576043068646,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.1,743,269,0.3620457604306864,0.3092163044702173,0.41534756595919853,0.46204576043068646,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.15,743,269,0.3620457604306864,0.31377771187827225,0.41365855597659706,0.46204576043068646,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.2,743,268,0.360699865410498,0.3111982049089603,0.410407069175879,0.460699865410498,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.3,743,265,0.3566621803499327,0.3087911062380207,0.4087885196029748,0.45666218034993267,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
0.5,743,256,0.3445491251682369,0.2954452309985097,0.39456512218621353,0.44454912516823686,chemical_system,1000,historical_drift_tail_not_future_guarantee,completed_certificate_durability_frontier;queue_limited_current_MP_t1_recertification;reports_all_predeclared_K_values;not_strict_t1_alpha_certificate_for_old_release;not_full_WBM_recertification;not_DFT_evidence;not_prospective_discovery;historical_drift_tail_not_future_guarantee
