K,policy,component,component_value,evidence_scope
300,PARC,FTR_t0,0.18092105263157895,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,PARC,plus_stable_to_current_not_stable,0.19736842105263158,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,PARC,minus_not_stable_to_current_stable,-0.0625,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,PARC,FTR_t1_conservative,0.3157894736842105,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,raw_topK,FTR_t0,0.28815977175463625,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,raw_topK,plus_stable_to_current_not_stable,0.2296718972895863,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,raw_topK,minus_not_stable_to_current_stable,-0.09557774607703282,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,raw_topK,FTR_t1_conservative,0.4222539229671897,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,raw_topR,FTR_t0,0.18092105263157895,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,raw_topR,plus_stable_to_current_not_stable,0.19736842105263158,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,raw_topR,minus_not_stable_to_current_stable,-0.0625,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
300,raw_topR,FTR_t1_conservative,0.3157894736842105,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,PARC,FTR_t0,0.1111111111111111,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,PARC,plus_stable_to_current_not_stable,0.21296296296296297,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,PARC,minus_not_stable_to_current_stable,-0.013888888888888888,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,PARC,FTR_t1_conservative,0.3101851851851852,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,raw_topK,FTR_t0,0.3602015113350126,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,raw_topK,plus_stable_to_current_not_stable,0.23761544920235098,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,raw_topK,minus_not_stable_to_current_stable,-0.11083123425692695,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,raw_topK,FTR_t1_conservative,0.4869857262804366,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,raw_topR,FTR_t0,0.1111111111111111,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,raw_topR,plus_stable_to_current_not_stable,0.21296296296296297,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,raw_topR,minus_not_stable_to_current_stable,-0.013888888888888888,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
500,raw_topR,FTR_t1_conservative,0.3101851851851852,completed_version_shift_accounting;not_new_alpha_certificate;not_prospective_discovery;versioned_truth_decomposition
