domain,dataset,unit,target_row,proposal_source,block_definition,alpha,K,seed,audit_policy,audit_budget_fraction,calibration_candidates,audit_candidates_inspected,verified_positives_found,verified_positive_yield,released,actual_FTR,alpha_violation,raw_topK_actual_FTR,max_observed_e,selected_e_min,selected_e_mean,selected_e_max,required_e,emax_effective,best_mass_ratio,self_consistency_margin,tau_k,n_cal_blocks,n_nonempty_null_cal_blocks,block_coverage,empty_reason,safe_release,evidence_status
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,random,0.0,69970,0,0,0.0,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.045982808512626316,-9.540171914873737,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,random,0.0,69970,0,0,0.0,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.03553457350448664,-9.644654264955134,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,random,0.005,69970,350,64,0.18285714285714286,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.04657270161636047,-9.534272983836395,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,random,0.005,69970,350,64,0.18285714285714286,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.035864813546466645,-9.641351864535334,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,random,0.01,69970,700,149,0.21285714285714286,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.04657270161636047,-9.534272983836395,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,random,0.01,69970,700,149,0.21285714285714286,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.035864813546466645,-9.641351864535334,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,random,0.02,69970,1399,281,0.2008577555396712,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.04717978401139493,-9.528202159886051,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,random,0.02,69970,1399,281,0.2008577555396712,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.03620199409689451,-9.637980059031054,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K100,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,100,0,random,0.05,69970,3498,690,0.19725557461406518,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.050502543317849244,-9.494974566821508,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
biomedical_cell_tracking,Cell Tracking Challenge learned-hybrid held-out sequence,cell_link,ctc_learned_strict_alpha010_K300,ctc_learned_hybrid_appearance_sequence_disjoint,video_id,0.1,300,0,random,0.05,69970,3498,690,0.19725557461406518,0,0.0,False,0.0,2.757467324052205,0.0,0.0,0.0,10.0,13.321283238137232,0.037257522722946385,-9.627424772770537,,189,189,1.0,observed_e_below_required_emax,False,completed_simulated_audit_frontier
