video_id,path_id,node_index,image_id,frame_index,image_path,bbox_x,bbox_y,bbox_w,bbox_h,score
0,ovtb_v0_p000000,0,0,390,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame0391.jpg,466.2816467285156,197.3315887451172,140.76492309570312,64.97224426269531,0.31819993257522583
0,ovtb_v0_p000001,0,0,390,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame0391.jpg,582.301025390625,224.41070556640625,57.078857421875,58.9952392578125,0.3091984987258911
0,ovtb_v0_p000002,0,0,390,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame0391.jpg,173.38587951660156,234.57681274414062,125.60887145996094,244.12548828125,0.30862101912498474
0,ovtb_v0_p000002,1,33,1380,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame1381.jpg,140.7318115234375,263.1300048828125,251.29052734375,215.7216796875,0.8017196655273438
0,ovtb_v0_p000003,0,6,570,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame0571.jpg,313.41571044921875,246.7091827392578,75.28131103515625,110.58543395996094,0.48870810866355896
0,ovtb_v0_p000004,0,6,570,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame0571.jpg,19.236225128173828,0.05521392822265625,108.15392684936523,57.28447723388672,0.399680495262146
0,ovtb_v0_p000005,0,17,900,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame0901.jpg,8.225860595703125,0.103240966796875,375.5567932128906,338.3848876953125,0.8229902386665344
0,ovtb_v0_p000005,1,22,1050,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame1051.jpg,0.568756103515625,28.325164794921875,511.09857177734375,366.0186767578125,0.8025873303413391
0,ovtb_v0_p000006,0,28,1230,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame1231.jpg,160.3920135498047,252.96383666992188,86.68539428710938,51.42724609375,0.4334874451160431
0,ovtb_v0_p000006,1,39,1560,/home/waas/paper_experiments/data/TAO/train/YFCC100M/v_f69ebe5b731d3e87c1a3992ee39c3b7e/frame1561.jpg,134.2994842529297,234.6306915283203,96.09735107421875,60.73924255371094,0.36266329884529114
