dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source
TAO,0,ovtb_v0_p000005,,bicycle,95,0.8127887845039368,0.8127887845039368,0.8127887845039368,2,0.5,900,1050,2,1,False,0,0.976407795037457,1.0,2,True,False,,no,cat:95,unknown,bicycle,unknown,global,0,final_score_proxy
TAO,1,ovtb_v1_p000022,,hat,554,0.6762956380844116,0.6762956380844116,0.6762956380844116,1,0.0,810,810,1,2,False,11,0.4909916977174124,0.0,0,False,True,,no,cat:554,unknown,hat,unknown,global,0,final_score_proxy
TAO,1,ovtb_v1_p000021,,hat,554,0.6689932942390442,0.6689932942390442,0.6689932942390442,1,0.0,660,660,1,3,False,11,0.7919501822943057,1.0,1,True,False,,no,cat:554,unknown,hat,unknown,global,0,final_score_proxy
TAO,1,ovtb_v1_p000015,,bottle,133,0.6212294697761536,0.6212294697761536,0.6212294697761536,1,0.0,330,330,1,4,False,8,0.807690878690098,1.0,1,True,False,,no,cat:133,unknown,bottle,unknown,global,0,final_score_proxy
TAO,1,ovtb_v1_p000017,,bottle,133,0.5813256800174713,0.5813256800174713,0.5813256800174713,2,0.5,660,810,2,5,False,8,0.7739903800859119,1.0,2,True,False,,no,cat:133,unknown,bottle,unknown,global,0,final_score_proxy
TAO,1,ovtb_v1_p000025,,hat,554,0.5665555000305176,0.5665555000305176,0.5665555000305176,1,0.0,1320,1320,1,6,False,11,0.8326173748153654,1.0,1,True,False,,no,cat:554,unknown,hat,unknown,global,0,final_score_proxy
TAO,0,ovtb_v0_p000002,,bicycle,95,0.5551703423261642,0.5551703423261642,0.5551703423261642,2,0.5,390,1380,2,7,False,3,0.9454250204394149,1.0,2,True,False,,no,cat:95,unknown,bicycle,unknown,global,0,final_score_proxy
TAO,1,ovtb_v1_p000029,,baby,805,0.5438571572303772,0.5438571572303772,0.5438571572303772,1,0.0,1320,1320,1,8,False,10,0.8814543693747958,1.0,1,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,1,ovtb_v1_p000016,,bottle,133,0.5383208990097046,0.5383208990097046,0.5383208990097046,1,0.0,480,480,1,9,False,8,0.7998857371315301,1.0,1,True,False,,no,cat:133,unknown,bottle,unknown,global,0,final_score_proxy
TAO,0,ovtb_v0_p000011,,baby,805,0.5144668420155843,0.5144668420155843,0.5144668420155843,3,0.6666666666666666,570,1380,3,10,False,2,0.968033541594194,1.0,3,True,False,,no,cat:805,unknown,baby,unknown,global,0,final_score_proxy
TAO,0,ovtb_v0_p000009,,bicycle,95,0.49630749225616455,0.49630749225616455,0.49630749225616455,1,0.0,1560,1560,1,11,False,,0.0,0.0,0,False,True,,no,cat:95,unknown,bicycle,unknown,global,0,final_score_proxy
