candidate_id,source,formula,n_sites,block_id,stable_DFT,e_form_per_atom_mp2020_corrected,structure_ref,structure_sha256,chgnet_energy_per_atom,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy,frozen_model_score,_evalue,parc_release_flag,raw_rank,endpoint_id
nh-94c6d092ed69a116,near_hull_isovalent_generated_candidates,SrGd2F8,11,3|F-Gd,,,wbm_step1::wbm-1-16576::Ba->Sr,e31126b9eaf86845702a16cb0f7c086192c872faf87344e1b196176c41078061,-8.427810668945312,scored,-4.104513950963566,-4.323296717981746,4.323296717981746,91.8963136221605,False,1,v3_strict_K500
nh-068eedb06b212bed,near_hull_isovalent_generated_candidates,SrGdF5,7,3|F-Gd,,,wbm_step1::wbm-1-15453::Ba->Sr,a35423746943e5dd22ff1f27a9d07d6a4c216adbd08f94b98ffa5fabcd94f0c1,-7.873104572296143,scored,-3.618497666866934,-4.254606905429208,4.254606905429208,71.25305236724661,False,2,v3_strict_K500
nh-2c62ccf368f77afe,near_hull_isovalent_generated_candidates,CaGd2F8,11,3|Ca-F,,,wbm_step1::wbm-1-16576::Ba->Ca,4499288c07b12248ea58d7d5965ec2ecb950f8f0e5c8c8d416050c95e79727c8,-8.369653701782227,scored,-4.13224481863111,-4.237408883151117,4.237408883151117,58.492096848209,False,3,v3_strict_K500
nh-57cf02b9d4e0f85b,near_hull_isovalent_generated_candidates,KTm2F7,10,3|F-K,,,wbm_step1::wbm-1-16556::Na->K,ff13db3276427ef0b3d107b80591c2e58b4fac4ad608059a2523f67372091f43,-6.4897260665893555,scored,-2.345463211868019,-4.144262854721337,4.144262854721337,29.124727177504653,False,4,v3_strict_K500
nh-98700f458cb16ad4,near_hull_isovalent_generated_candidates,LiTm2F7,10,3|F-Li,,,wbm_step1::wbm-1-16556::Na->Li,c65578fb7fbf3726d4b0773096bb05258a927ad1beedcea2b0a3c8160f9bdd1a,-6.5602240562438965,scored,-2.4249738116325124,-4.135250244611385,4.135250244611385,25.12457671958886,False,5,v3_strict_K500
nh-32751da94a2b0b0d,near_hull_isovalent_generated_candidates,CaGdF5,7,3|Ca-F,,,wbm_step1::wbm-1-15453::Ba->Ca,43a56ca6fa0321948565d6c4b4718b6b14107537f15c8a01c751ba46dc24e7f6,-7.778035640716553,scored,-3.6620747446302166,-4.115960896086336,4.115960896086336,23.530704473290108,False,6,v3_strict_K500
nh-9f3f4b65b707ef53,near_hull_isovalent_generated_candidates,EuHfF6,8,3|Eu-F,,,wbm_step1::wbm-1-16396::Ti->Hf,b5df66ba1df08116aaeecc0ef6b68d40834b882222a8b9def8e747be5c66ef88,-8.031684875488281,scored,-3.9598098113168687,-4.0718750641714125,4.0718750641714125,22.137865421608524,False,7,v3_strict_K500
nh-3ed230e21b615eba,near_hull_isovalent_generated_candidates,RbTm2F7,10,3|F-Rb,,,wbm_step1::wbm-1-16556::Na->Rb,f329553744d7ea6b82893fe39e77737cad61d9c9a516215313cbb51b2d20e155,-6.392797946929932,scored,-2.331428453606547,-4.061369493323385,4.061369493323385,20.909681109294215,False,8,v3_strict_K500
nh-14292ef126e10e44,near_hull_isovalent_generated_candidates,LiTmF4,12,3|F-Li,,,wbm_step1::wbm-1-15375::Na->Li,ef19dbd725df4b9077ce77247679c6da20cd6004330c973620d7c6dad809b377,-6.328188896179199,scored,-2.3399663772260406,-3.9882225189531586,3.9882225189531586,19.818115237565245,False,9,v3_strict_K500
nh-25219b25d810e466,near_hull_isovalent_generated_candidates,Tm2SnF8,11,3|F-Sn,,,wbm_step1::wbm-1-16644::Pb->Sn,dcce55309d828b65bbdb244138f0a647e3bec51cb02bf98891f4764aa99acd82,-6.4743452072143555,scored,-2.5696102529799556,-3.9047349542344,3.9047349542344,17.164894020346726,False,10,v3_strict_K500
nh-24b4e8f0d3af61a7,near_hull_isovalent_generated_candidates,Gd2MgF8,11,3|F-Gd,,,wbm_step1::wbm-1-16576::Ba->Mg,afcf48cb5fbdeaa383981cbbfbcb449bfdd17324e5e2a173ba653f46512493f9,-7.994277000427246,scored,-4.095828019339197,-3.898448981088049,3.898448981088049,17.164894020346726,False,11,v3_strict_K500
nh-7bece9e3b8a6ebb0,near_hull_isovalent_generated_candidates,EuZrF6,8,3|Eu-F,,,wbm_step1::wbm-1-16396::Ti->Zr,1561f1b67d01e0c4085c723ca1d5808d0c04515d0146bd97650bada3e6c60d03,-7.68546199798584,scored,-3.7901081138990325,-3.8953538840868074,3.8953538840868074,17.164894020346726,False,12,v3_strict_K500
nh-417dd55385ea440c,near_hull_isovalent_generated_candidates,CsTm2F7,10,3|Cs-F,,,wbm_step1::wbm-1-16556::Na->Cs,e0b96c22187710e638d0fdad3b6ba842e0a6a041d043814750a645733f83ab66,-6.21304988861084,scored,-2.3277694079327893,-3.8852804806780505,3.8852804806780505,17.164894020346726,False,13,v3_strict_K500
nh-3473f3082d584c51,near_hull_isovalent_generated_candidates,NaTmF4,12,3|F-Na,,,wbm_step1::wbm-1-25032::Li->Na,0acc6b0a25f58038e5ae97c6e75c90d139c75a3b77061670563b77505c9a9692,-6.113315105438232,scored,-2.240550756777478,-3.8727643486607546,3.8727643486607546,17.164894020346726,False,14,v3_strict_K500
nh-d89e4e067e742450,near_hull_isovalent_generated_candidates,Gd2SnF8,11,3|F-Gd,,,wbm_step1::wbm-1-16624::Pb->Sn,9134c82170c9bd2c4afde406ef4db0fa96899b367208ccb6b1c53aff13902b8d,-8.183817863464355,scored,-4.31692478744574,-3.8668930760186155,3.8668930760186155,17.164894020346726,False,15,v3_strict_K500
nh-771936b79d9bd3bd,near_hull_isovalent_generated_candidates,NaGdF4,12,3|F-Gd,,,wbm_step1::wbm-1-24990::Li->Na,18ca048f694f1175693e596b6940c77bf52733f26900bf9bff234e5eaeefea91,-7.669485092163086,scored,-3.8422557467044465,-3.8272293454586395,3.8272293454586395,17.164894020346726,False,16,v3_strict_K500
nh-bce139269203ed73,near_hull_isovalent_generated_candidates,Tm2GeF8,11,3|F-Ge,,,wbm_step1::wbm-1-16644::Pb->Ge,cd3acf6aa79576755c8641559e643d54aeafd73d38a073dc01f93d1d80db2112,-6.380808353424072,scored,-2.6244110187473573,-3.756397334676715,3.756397334676715,13.610394759721357,False,17,v3_strict_K500
nh-8e6aa0e814783db3,near_hull_isovalent_generated_candidates,Gd2GeF8,11,3|F-Gd,,,wbm_step1::wbm-1-16624::Pb->Ge,dc6d1d21d6bd2e9e1b9fd60be619511ae0f50ceba040d32a6766f304713138c6,-8.093689918518066,scored,-4.371725553213142,-3.721964365304925,3.721964365304925,13.610394759721357,False,18,v3_strict_K500
nh-26f0c662f6b7d9bc,near_hull_isovalent_generated_candidates,CaSiF6,8,3|Ca-F,,,wbm_step1::wbm-1-15575::Ge->Si,429f12345e7de150e6d26340ab666c4db6d5f830ff10165d5f13a4ed4184a1b5,-6.05108642578125,scored,-2.364436847379562,-3.686649578401688,3.686649578401688,12.746968055629809,False,19,v3_strict_K500
nh-5ad843b50508563e,near_hull_isovalent_generated_candidates,TmPbF5,7,3|F-Pb,,,wbm_step1::wbm-1-15518::Sn->Pb,e7acb0e06be86a23f547a68a461b3d66ebd7c6286aa7a841bdbb3ec6f15cc1bc,-6.188113212585449,scored,-2.5379512309004157,-3.6501619816850335,3.6501619816850335,11.649669472447684,False,20,v3_strict_K500
nh-0257a734446945e7,near_hull_isovalent_generated_candidates,K2CeF6,9,3|Ce-F,,,wbm_step1::wbm-1-16209::Rb->K,a6e0c6c07cc63b30c06c6947630a8c6bc9f351ab64ea1d34e0ab09fbcf0d92c2,-5.81642484664917,scored,-2.182606455593805,-3.6338183910553647,3.6338183910553647,11.327116765931317,False,21,v3_strict_K500
nh-38c1b116d501e7f7,near_hull_isovalent_generated_candidates,Tm2SiF8,11,3|F-Si,,,wbm_step1::wbm-1-16644::Pb->Si,a96c97e471fb90815927d95dc7be4a8a5a9755a305269b3188cd3564a022d52b,-6.329461097717285,scored,-2.6994914081880785,-3.6299696895292066,3.6299696895292066,11.023015508742262,False,22,v3_strict_K500
nh-0d4537bc01956eea,near_hull_isovalent_generated_candidates,Cs2CeF6,9,3|Ce-Cs,,,wbm_step1::wbm-1-16209::Rb->Cs,baed284fe9fce2b423db16b22d10db50a35a75ff3de04ab276bcf7968ee6123f,-5.769698619842529,scored,-2.143286891293294,-3.626411728549235,3.626411728549235,11.023015508742262,False,23,v3_strict_K500
nh-f6b4b444c4202d23,near_hull_isovalent_generated_candidates,Rb2NaTmF6,10,4|F-Na,,,wbm_step1::wbm-1-16047::Cs->Rb,9dfba7651bcfeb8736c6d41d3566020d8b0e8418a7dc1359863c5bb9a95f0c14,-5.543371200561523,scored,-1.9232114200920283,-3.6201597804694954,3.6201597804694954,11.023015508742262,False,24,v3_strict_K500
nh-0d8011a1fb7b8258,near_hull_isovalent_generated_candidates,Cs2LiTmF6,10,4|Cs-F,,,wbm_step1::wbm-1-16047::Na->Li,f73370cfdbe111b44a4d5d606e17aff32a5119a163d92346db8fac7092ff08bd,-5.57337760925293,scored,-1.9755427010136517,-3.597834908239278,3.597834908239278,10.73579765292563,False,25,v3_strict_K500
nh-7c0c14ca814c964a,near_hull_isovalent_generated_candidates,Gd2SiF8,11,3|F-Gd,,,wbm_step1::wbm-1-16624::Pb->Si,2d6038bf08494f7a6847884506c042356b66eef594e0ce0c0aafdf8db034a70b,-8.038596153259277,scored,-4.446805942653863,-3.5917902106054145,3.5917902106054145,10.73579765292563,False,26,v3_strict_K500
nh-1a24dad574f37ab0,near_hull_isovalent_generated_candidates,K2NaTmF6,10,4|F-K,,,wbm_step1::wbm-1-16047::Cs->K,555282f1abb1f07bed8dbe057ebc01b1806e3cc42a877e2dc8235e3ede2f57bf,-5.541896820068359,scored,-1.951280936614974,-3.5906158834533857,3.5906158834533857,10.73579765292563,False,27,v3_strict_K500
nh-838b3cec626afbb1,near_hull_isovalent_generated_candidates,GdMgF5,7,3|F-Gd,,,wbm_step1::wbm-1-15453::Ba->Mg,37c9489d03db44d1ecca6c64a70e831e306fb51bc3f583bddba4c96c4820fd33,-7.186154842376709,scored,-3.6048483457429255,-3.5813064966337835,3.5813064966337835,10.73579765292563,False,28,v3_strict_K500
nh-fc66a5141bc8fd80,near_hull_isovalent_generated_candidates,Cs2KTmF6,10,4|Cs-F,,,wbm_step1::wbm-1-16047::Na->K,fc3f28d4abd610da3e604c9fd7bf237d2873f41a9c6dc8701b37b76cf32d82e7,-5.474956512451172,scored,-1.8960321012491586,-3.5789244112020135,3.5789244112020135,10.464069471550932,False,29,v3_strict_K500
nh-3c587bdbc3f23879,near_hull_isovalent_generated_candidates,RbTaF6,8,3|F-Rb,,,wbm_step1::wbm-1-15665::Cs->Rb,098bb47caeb969ba1625d2fe82784dfd985dd0fb58c71e43451904e5a663f899,-6.617002487182617,scored,-3.048654821360456,-3.568347665822161,3.568347665822161,9.730028749344081,False,30,v3_strict_K500
nh-e7de5103e5233de8,near_hull_isovalent_generated_candidates,Cs2NaTmF6,10,4|Cs-F,,,wbm_step1::wbm-1-16300::Rb->Na,214765378e24764102ae421ce8a9a4c7c46435bad34cf0e83717a63d5faf4db1,-5.479843616485596,scored,-1.915893328744514,-3.563950287741082,3.563950287741082,9.298504258722593,False,31,v3_strict_K500
nh-2c1386dc40c45937,near_hull_isovalent_generated_candidates,CaTmF6,8,3|Ca-F,,,wbm_step1::wbm-1-15969::Mg->Ca,40e8c8b771e6c5e212f3f3c97cf3a4ab3f7ed1702080b9a0a383c13e6c69cd77,-5.792527675628662,scored,-2.242200132545248,-3.550327543083414,3.550327543083414,9.097645518508058,False,32,v3_strict_K500
