candidate_id,source,formula,n_sites,block_id,stable_DFT,e_form_per_atom_mp2020_corrected,structure_ref,structure_sha256,chgnet_energy_per_atom,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy,frozen_model_score
nh-e5f924ee94eb2e99,near_hull_isovalent_generated_candidates,ErCl3,8,2|Cl-Er,,,wbm_step1::wbm-1-6237::Br->Cl,1c8d3aa2d574a32783f367b515e2ab683fae5c9eed8687899b77e8e9638967c0,-5.16193151473999,scored,-2.5329888756759793,-2.628942639064011,2.628942639064011
nh-5e7619fdffcc16d1,near_hull_isovalent_generated_candidates,ErF4,10,2|Er-F,,,wbm_step1::wbm-1-6406::Br->F,3c5e626e9a29d768bd22e65387fe8bed26d02fa5e3508e4da11599657ac147ae,-4.533087730407715,scored,-2.444948833398465,-2.08813889700925,2.08813889700925
nh-1b9532eff9b0e52c,near_hull_isovalent_generated_candidates,ErCl4,10,2|Cl-Er,,,wbm_step1::wbm-1-6406::Br->Cl,d6a4e68add970c5e1e3a619a78f786dc6c581843731aacb58bcfde5f092ef135,-4.45235538482666,scored,-2.397087266258165,-2.0552681185684953,2.0552681185684953
nh-603c282216514050,near_hull_isovalent_generated_candidates,GdF3,8,2|F-Gd,,,wbm_step1::wbm-1-21795::I->F,b9870d1988223422978e47ae690b3273d42303a2112c0570e9b5023899f40c0e,-7.006526470184326,scored,-4.955042448132673,-2.0514840220516533,2.0514840220516533
nh-78dc9188998180e7,near_hull_isovalent_generated_candidates,GdCl3,8,2|Cl-Gd,,,wbm_step1::wbm-1-21795::I->Cl,6b707cf7e068551f10619bea19875818138527dbfc9d7110cac42890937556a3,-7.209207057952881,scored,-4.910172228938642,-2.2990348290142393,2.2990348290142393
nh-7de05c1afcd775ce,near_hull_isovalent_generated_candidates,GdBr3,8,2|Br-Gd,,,wbm_step1::wbm-1-21795::I->Br,f984c56711da5525a6dff5dca3986006e798dbb3720026090b2054baa63a863a,-6.918422698974609,scored,-4.683800053731991,-2.2346226452426183,2.2346226452426183
nh-ccaae3fc9b986887,near_hull_isovalent_generated_candidates,GdF2,3,2|F-Gd,,,wbm_step1::wbm-1-21717::I->F,61d364242fc964f2250b35c3374460e2d23318b7a5848078651b4d8db24b86e1,-8.038056373596191,scored,-5.968954001672803,-2.069102371923388,2.069102371923388
nh-b1e10db93dd033ae,near_hull_isovalent_generated_candidates,GdCl2,3,2|Cl-Gd,,,wbm_step1::wbm-1-21717::I->Cl,9be36b66a925646252d3c2f3400307864cbf08c3f21f6c8dd4342a450a307df4,-8.066306114196777,scored,-5.92906936238922,-2.1372367518075572,2.1372367518075572
nh-248109d946ba67fd,near_hull_isovalent_generated_candidates,GdBr2,3,2|Br-Gd,,,wbm_step1::wbm-1-21717::I->Br,774afe28afa7b87634c6b54f32b6caac1908d10eb8c419ad204b9a3258209ac8,-7.70400333404541,scored,-5.727849651094419,-1.976153682950991,1.976153682950991
nh-6c18dcd7f7b9a47a,near_hull_isovalent_generated_candidates,Er2PF2,5,3|Er-F,,,wbm_step1::wbm-1-45469::Br->F,8529e667027ffb9d89278ebc7017114b7b65b407b499a1ab2d86f65a9ba018e7,-5.949039459228516,scored,-3.682561477356704,-2.2664779818718115,2.2664779818718115
