candidate_id,source,formula,n_sites,block_id,stable_DFT,e_form_per_atom_mp2020_corrected,structure_ref,structure_sha256,chgnet_energy_per_atom,score_status,element_reference_energy_per_atom,predicted_formation_energy_proxy,frozen_model_score,_evalue,parc_release_flag,raw_rank,endpoint_id
nh-94c6d092ed69a116,near_hull_isovalent_generated_candidates,SrGd2F8,11,3|F-Gd,,,wbm_step1::wbm-1-16576::Ba->Sr,e31126b9eaf86845702a16cb0f7c086192c872faf87344e1b196176c41078061,-8.427810668945312,scored,-4.104513950963566,-4.323296717981746,4.323296717981746,91.8963136221605,False,1,v3a_strict_K300
nh-068eedb06b212bed,near_hull_isovalent_generated_candidates,SrGdF5,7,3|F-Gd,,,wbm_step1::wbm-1-15453::Ba->Sr,a35423746943e5dd22ff1f27a9d07d6a4c216adbd08f94b98ffa5fabcd94f0c1,-7.873104572296143,scored,-3.618497666866934,-4.254606905429208,4.254606905429208,71.25305236724661,False,2,v3a_strict_K300
nh-2c62ccf368f77afe,near_hull_isovalent_generated_candidates,CaGd2F8,11,3|Ca-F,,,wbm_step1::wbm-1-16576::Ba->Ca,4499288c07b12248ea58d7d5965ec2ecb950f8f0e5c8c8d416050c95e79727c8,-8.369653701782227,scored,-4.13224481863111,-4.237408883151117,4.237408883151117,58.492096848209,False,3,v3a_strict_K300
nh-57cf02b9d4e0f85b,near_hull_isovalent_generated_candidates,KTm2F7,10,3|F-K,,,wbm_step1::wbm-1-16556::Na->K,ff13db3276427ef0b3d107b80591c2e58b4fac4ad608059a2523f67372091f43,-6.4897260665893555,scored,-2.345463211868019,-4.144262854721337,4.144262854721337,29.124727177504653,False,4,v3a_strict_K300
nh-98700f458cb16ad4,near_hull_isovalent_generated_candidates,LiTm2F7,10,3|F-Li,,,wbm_step1::wbm-1-16556::Na->Li,c65578fb7fbf3726d4b0773096bb05258a927ad1beedcea2b0a3c8160f9bdd1a,-6.5602240562438965,scored,-2.4249738116325124,-4.135250244611385,4.135250244611385,25.12457671958886,False,5,v3a_strict_K300
nh-32751da94a2b0b0d,near_hull_isovalent_generated_candidates,CaGdF5,7,3|Ca-F,,,wbm_step1::wbm-1-15453::Ba->Ca,43a56ca6fa0321948565d6c4b4718b6b14107537f15c8a01c751ba46dc24e7f6,-7.778035640716553,scored,-3.6620747446302166,-4.115960896086336,4.115960896086336,23.530704473290108,False,6,v3a_strict_K300
nh-9f3f4b65b707ef53,near_hull_isovalent_generated_candidates,EuHfF6,8,3|Eu-F,,,wbm_step1::wbm-1-16396::Ti->Hf,b5df66ba1df08116aaeecc0ef6b68d40834b882222a8b9def8e747be5c66ef88,-8.031684875488281,scored,-3.9598098113168687,-4.0718750641714125,4.0718750641714125,22.137865421608524,False,7,v3a_strict_K300
nh-3ed230e21b615eba,near_hull_isovalent_generated_candidates,RbTm2F7,10,3|F-Rb,,,wbm_step1::wbm-1-16556::Na->Rb,f329553744d7ea6b82893fe39e77737cad61d9c9a516215313cbb51b2d20e155,-6.392797946929932,scored,-2.331428453606547,-4.061369493323385,4.061369493323385,20.909681109294215,False,8,v3a_strict_K300
nh-14292ef126e10e44,near_hull_isovalent_generated_candidates,LiTmF4,12,3|F-Li,,,wbm_step1::wbm-1-15375::Na->Li,ef19dbd725df4b9077ce77247679c6da20cd6004330c973620d7c6dad809b377,-6.328188896179199,scored,-2.3399663772260406,-3.9882225189531586,3.9882225189531586,19.818115237565245,False,9,v3a_strict_K300
nh-25219b25d810e466,near_hull_isovalent_generated_candidates,Tm2SnF8,11,3|F-Sn,,,wbm_step1::wbm-1-16644::Pb->Sn,dcce55309d828b65bbdb244138f0a647e3bec51cb02bf98891f4764aa99acd82,-6.4743452072143555,scored,-2.5696102529799556,-3.9047349542344,3.9047349542344,17.164894020346726,False,10,v3a_strict_K300
nh-24b4e8f0d3af61a7,near_hull_isovalent_generated_candidates,Gd2MgF8,11,3|F-Gd,,,wbm_step1::wbm-1-16576::Ba->Mg,afcf48cb5fbdeaa383981cbbfbcb449bfdd17324e5e2a173ba653f46512493f9,-7.994277000427246,scored,-4.095828019339197,-3.898448981088049,3.898448981088049,17.164894020346726,False,11,v3a_strict_K300
nh-7bece9e3b8a6ebb0,near_hull_isovalent_generated_candidates,EuZrF6,8,3|Eu-F,,,wbm_step1::wbm-1-16396::Ti->Zr,1561f1b67d01e0c4085c723ca1d5808d0c04515d0146bd97650bada3e6c60d03,-7.68546199798584,scored,-3.7901081138990325,-3.8953538840868074,3.8953538840868074,17.164894020346726,False,12,v3a_strict_K300
nh-417dd55385ea440c,near_hull_isovalent_generated_candidates,CsTm2F7,10,3|Cs-F,,,wbm_step1::wbm-1-16556::Na->Cs,e0b96c22187710e638d0fdad3b6ba842e0a6a041d043814750a645733f83ab66,-6.21304988861084,scored,-2.3277694079327893,-3.8852804806780505,3.8852804806780505,17.164894020346726,False,13,v3a_strict_K300
nh-3473f3082d584c51,near_hull_isovalent_generated_candidates,NaTmF4,12,3|F-Na,,,wbm_step1::wbm-1-25032::Li->Na,0acc6b0a25f58038e5ae97c6e75c90d139c75a3b77061670563b77505c9a9692,-6.113315105438232,scored,-2.240550756777478,-3.8727643486607546,3.8727643486607546,17.164894020346726,False,14,v3a_strict_K300
nh-d89e4e067e742450,near_hull_isovalent_generated_candidates,Gd2SnF8,11,3|F-Gd,,,wbm_step1::wbm-1-16624::Pb->Sn,9134c82170c9bd2c4afde406ef4db0fa96899b367208ccb6b1c53aff13902b8d,-8.183817863464355,scored,-4.31692478744574,-3.8668930760186155,3.8668930760186155,17.164894020346726,False,15,v3a_strict_K300
