method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,10.0,6.0,4.0,6.0,6.0,6.0,4.0,0.0,0.5,0.5138983423697506,0.0909090909090909,0.1428571428571428,0.1428571428571428,1.6583123951777,1.3228756555322954,10.0,False,1.3228756555322954,0.9104120033931684,150,91.0,59.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,,,91.0,16.483516483516485,-15.983516483516484,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,10.0,6.0,4.0,6.0,6.0,6.0,4.0,0.0,0.5138983423697506,0.5138983423697506,0.0909090909090909,0.1428571428571428,0.1428571428571428,1.648541662775349,1.323368445069401,10.0,False,1.323368445069401,0.918284487544132,150,91.0,59.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,,,91.0,16.483516483516485,-15.969618141146734,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,10.0,6.0,4.0,6.0,6.0,6.0,4.0,0.0,0.5138983423697506,0.5138983423697506,0.0909090909090909,0.1428571428571428,0.1428571428571428,1.648541662775349,1.323368445069401,10.0,False,1.323368445069401,0.918284487544132,150,91.0,59.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,,,91.0,16.483516483516485,-15.969618141146734,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,0,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,50,46,4,,,,,,,,,0.08,,,0.08,0.3333333333333333,,,,,,,,,,,,,0,diagnostic_baseline,0.00037896097637712955,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.000281880988040939,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002681920013856143,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.00026428099954500794,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,91,78,13,,,,,,,,,0.14285714285714285,,,0.14285714285714285,0.6066666666666667,,,,,,,,,,,,,0,diagnostic_baseline,0.00014492098125629127,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,10.0,6.0,4.0,6.0,6.0,6.0,4.0,0.0,0.5,0.5138983423697506,0.0909090909090909,0.1428571428571428,0.1428571428571428,1.6583123951777,1.3228756555322954,10.0,False,1.3228756555322954,1.152494986604679,150,98.0,52.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,15.0,,,98.0,15.306122448979592,-14.806122448979592,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,10.0,6.0,4.0,6.0,6.0,6.0,4.0,0.0,0.5138983423697506,0.5138983423697506,0.0909090909090909,0.1428571428571428,0.1428571428571428,1.648541662775349,1.323368445069401,10.0,False,1.323368445069401,1.156233231945346,150,98.0,52.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,15.0,,,98.0,15.306122448979592,-14.79222410660984,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,10.0,6.0,4.0,6.0,6.0,6.0,4.0,0.0,0.5138983423697506,0.5138983423697506,0.0909090909090909,0.1428571428571428,0.1428571428571428,1.648541662775349,1.323368445069401,10.0,False,1.323368445069401,1.156233231945346,150,98.0,52.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,15.0,,,98.0,15.306122448979592,-14.79222410660984,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,1,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,80,74,6,,,,,,,,,0.075,,,0.075,0.5333333333333333,,,,,,,,,,,,,1,diagnostic_baseline,0.00042638301965780556,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.000274338002782315,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00026875000912696123,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00025904198992066085,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,98,82,16,,,,,,,,,0.16326530612244897,,,0.16326530612244897,0.6533333333333333,,,,,,,,,,,,,1,diagnostic_baseline,0.00012026698095723987,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,10.0,7.0,3.0,7.0,7.0,7.0,3.0,0.0,0.5,0.4808983469629878,0.0909090909090909,0.125,0.125,1.6583123951777,1.4142135623730951,10.0,False,1.4142135623730951,0.9169898827626324,150,116.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20.0,,,116.0,12.93103448275862,-12.43103448275862,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,10.0,7.0,3.0,7.0,7.0,7.0,3.0,0.0,0.4808983469629878,0.4808983469629878,0.0909090909090909,0.125,0.125,1.669713461609874,1.4153009211281145,10.0,False,1.4153009211281145,0.9043503284667044,150,116.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20.0,,,116.0,12.93103448275862,-12.450136135795631,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,10.0,7.0,3.0,7.0,7.0,7.0,3.0,0.0,0.4808983469629878,0.4808983469629878,0.0909090909090909,0.125,0.125,1.669713461609874,1.4153009211281145,10.0,False,1.4153009211281145,0.9043503284667044,150,116.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,20.0,,,116.0,12.93103448275862,-12.450136135795631,,,,no_k_satisfies_uniform_self_consistency,resolution_below_required_emax,2,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,78,78,0,,,,,,,,,0.0,,,0.0,0.52,,,,,,,,,,,,,2,diagnostic_baseline,0.0004620020044967532,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.0003121919871773571,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,2,diagnostic_baseline,0.00025904300855472684,tracklet_level_e_self_consistency
