domain,row_id,rerun_type,match_level,log_size_tau,alpha,K,seed,released,actual_FTR,raw_topK_FTR,max_observed_e,best_mass_ratio,self_consistency_margin,tau,n_cal_blocks,n_nonempty_null_cal_blocks,block_coverage,p_min_effective,gamma,emax_effective,required_e,evidence_status
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,strict,0.25,0.1,100,0,75,0.04,0.06,34.50975819791765,1.0384214206029596,0.19830818391357852,13.333333333333334,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,medium,0.75,0.1,100,0,96,0.041666666666666664,0.06,80.3010847876732,2.1348830742300633,1.4301002504454683,10.416666666666664,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,loose,1.25,0.1,100,0,100,0.06,0.06,115.51511460655581,2.974088458781409,0.5755286318817223,10.0,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,global_original,,0.1,100,0,100,0.06,0.06,164.60714181580366,8.888785658053399,19.80583811480544,10.0,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,strict,0.25,0.1,100,1,97,0.0,0.0,36.069100653979596,1.2610998712342205,0.07883471731826752,10.309278350515463,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,medium,0.75,0.1,100,1,100,0.0,0.0,78.7338006039927,3.263577213204884,10.72937353452311,10.0,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,loose,1.25,0.1,100,1,100,0.0,0.0,112.32594850406345,5.388462875341137,22.448094833619813,10.0,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,global_original,,0.1,100,1,100,0.0,0.0,164.60714181580366,16.460714181580364,154.60714181580366,10.0,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,strict,0.25,0.1,100,2,82,0.0,0.0,35.095634438162065,1.2063261895158632,0.6382444713317632,12.19512195121951,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,medium,0.75,0.1,100,2,100,0.0,0.0,78.07949094119797,3.230561056170023,8.828338872841368,10.0,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,loose,1.25,0.1,100,2,100,0.0,0.0,111.82781130489346,4.908681050238364,22.69446394133935,10.0,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,global_original,,0.1,100,2,100,0.0,0.0,164.60714181580366,16.460714181580364,154.60714181580366,10.0,3686,3672,0.9962018448182312,0.0002722570106180234,0.12182101890347945,164.60714181580366,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,strict,0.25,0.1,100,3,74,0.05405405405405406,0.07,33.726925176213165,1.0838037275547838,0.24082605654782263,13.513513513513512,3686,3670,0.9956592512208355,0.00027240533914464724,0.12182910242513326,164.52842759729413,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,medium,0.75,0.1,100,3,97,0.07216494845360824,0.07,80.25813724390066,2.7597485901449614,6.348211549730763,10.309278350515463,3686,3670,0.9956592512208355,0.00027240533914464724,0.12182910242513326,164.52842759729413,10.0,completed_candidate_level_materials_rerun
materials_discovery,materials_cgcnn_alpha010_K100,size_matched_blockmax,loose,1.25,0.1,100,3,99,0.0707070707070707,0.07,115.43281173068958,3.8161380472972493,7.2843549106914125,10.1010101010101,3686,3670,0.9956592512208355,0.00027240533914464724,0.12182910242513326,164.52842759729413,10.0,completed_candidate_level_materials_rerun
