manifest_addendum_id,dft_job_id,candidate_id,arm,comparator_role,endpoint_id,dft_priority_rank,raw_rank,release_rank,parc_release_flag,selected_for_release,raw_topK_member,public_label_exclusion_status,structure_match_public,structure_ref,structure_sha256,formula,score_consensus,e_value,required_e,block_id,dft_engine,input_status,failure_policy,selected_before_DFT_outcome,outcome_available,outcome_file,selection_frozen_v4_sha256,construction_inputs,construction_timestamp,evidence_status
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0001,mattergen_pilot_5k_3gpu_00181,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,1,2,1,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1160.cif,4bc0b3e52c6ef1ca4fa415080bb3ee7afdfd47c32d549c2f34b4e6116d87414a,Ta10 W6,7.643260214617967,14.838543096304196,10.0,Ta-W,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0002,mattergen_pilot_5k_3gpu_02201,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,2,3,2,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1467.cif,5ad310a463dbd805a42f75b300ebcbf56d466749599439507f43d7177a744f42,Y2 Cr3 Si1,6.93100216984348,14.838543096304196,10.0,Cr-Si-Y,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0003,mattergen_pilot_5k_3gpu_04274,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,3,6,3,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_345.cif,fb8d15fc259d82451c03a63c2f26e8a00f32123012b083bb10d4471a84d9fe19,Ta4 Si2 B4,5.404573917294205,14.838543096304196,10.0,B-Si-Ta,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0004,mattergen_pilot_5k_3gpu_03869,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,4,7,4,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1474.cif,34a6cd719f349e419ee3f49c5b81b67b53929f3c1061183be18ed05602aefa14,Pr1 Ta2 Ge2,5.2985153987928495,14.838543096304196,10.0,Ge-Pr-Ta,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0005,mattergen_pilot_5k_3gpu_03064,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,5,8,5,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_750.cif,de01280be7c63a85607f9874b22bcb75d7a04dc9587ac2a4cfdd92de9245d407,Y4 C1 S1,5.278845177287984,14.838543096304196,10.0,C-S-Y,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0006,mattergen_pilot_5k_3gpu_00766,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,6,9,6,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_176.cif,0d857d7df694d8c4655e5baa8e28e4fcd07643a5e2bc63d4cb842918bd7fd1f5,Ta4 Pt2 O12,5.166278198944482,14.838543096304196,10.0,O-Pt-Ta,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0007,mattergen_pilot_5k_3gpu_04856,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,7,13,7,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_87.cif,12bff6cd5de7fa38321f0b27dd0124c169b5782f586eba734dc485432d07a2d3,Y8 In2 Co1,4.90909042805232,14.838543096304196,10.0,Co-In-Y,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0008,mattergen_pilot_5k_3gpu_03662,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,8,14,8,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1288.cif,efd2e827dbdb3790cc93dee0ae029e5b144f3a0ccc161e1b9b5cc64ecdbae4eb,Ta1 Nb1 O5,4.84450799135614,14.838543096304196,10.0,Nb-O-Ta,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0009,mattergen_pilot_5k_3gpu_04782,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,9,15,9,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_802.cif,41206a24a2835eb398110eb8a2c4ea5c4b02b74696e219cef94386806a9cfdec,Y6 Mn1 Si2 O3,4.84073048901211,14.838543096304196,10.0,Mn-O-Si-Y,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
phase29b_pre_outcome_comparator_manifest,a3v4-phase29b-parc-release-full-0010,mattergen_pilot_5k_3gpu_01741,PARC-release-full,full PARC release arm; compute-all-if-resources-allow,v4a_strict_exact_K100,10,16,10,True,True,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1052.cif,95eae171d99e20e47a3f858487814de471abe65b7fcb6463796bec884e9879d9,Y6 Se8,4.807792602640434,14.838543096304196,10.0,Se-Y,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_addendum,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,frozen_score;raw_rank;parc_release_flag;public_label_exclusion_status,2026-05-18T16:30:28.557772+00:00,pre_outcome_manifest_addendum_not_DFT_evidence
