candidate_id,generator,generator_mode,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,space_group,structure_ref,structure_sha256,generation_rank,generation_status,public_label_status,public_label_sources_checked,structure_match_status,eligible_for_A3_v4,same_formula_known_public_alex_mp,structure_match_public,public_label_exclusion_status,formal_public_sources_checked,formal_public_sources_unavailable,eligible_for_formal_selection
mattergen_pilot_5k_3gpu_00003,MatterGen,mattergen_base_unconditional_smoke,La6 Cd1 N1,La6CdN,Cd-La-N,ABC6,8,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_100.cif,9df14f003e316fd7ae01dcd1e5a66e41fe88bb9c577c6eeee1f8d91f5834b492,3,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,True,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00006,MatterGen,mattergen_base_unconditional_smoke,Li1 Ag3 F6,LiAg3F6,Ag-F-Li,AB3C6,10,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1002.cif,34cc8c81feeec77d3d5ba410133df26cbcb8260975d37cf749fa32424ce401fd,6,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,True,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00008,MatterGen,mattergen_base_unconditional_smoke,Rb1 Ba1 La2 Te4,RbBa(LaTe2)2,Ba-La-Rb-Te,ABC2D4,8,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1004.cif,a8d25c3b1ca3d8670c2418e53e223c71d32ef5dcdc3839557bd75c9e94419ca4,8,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,False,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00010,MatterGen,mattergen_base_unconditional_smoke,La1 Tb2 Tm1 Bi4,LaTb2TmBi4,Bi-La-Tb-Tm,ABC2D4,8,I-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1006.cif,53a708cdc102dfaa500352167303bf1d90e3eace415da8d695da1669d2bf0170,10,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,True,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00011,MatterGen,mattergen_base_unconditional_smoke,Tb2 Ho1,Tb2Ho,Ho-Tb,AB2,3,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1007.cif,1af081d39df23778ba0e0e8f06f2a87b9d89560f775a8bed2fd58d115f8347b8,11,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,False,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00013,MatterGen,mattergen_base_unconditional_smoke,Ce1 Pr3 Br10,CePr3Br10,Br-Ce-Pr,AB3C10,14,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1009.cif,caebd22f714a69dd790b6b1580b25de9b0351c7527e37350ad45c034490c8563,13,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,False,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00015,MatterGen,mattergen_base_unconditional_smoke,La1 Ta2 Re1 O10,LaTa2ReO10,La-O-Re-Ta,ABC2D10,14,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1010.cif,938ea19e895427dff91dac375021ee874f4914b7870c493597e304bd2715b57c,15,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,False,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00018,MatterGen,mattergen_base_unconditional_smoke,As6 Au2,As3Au,As-Au,AB3,8,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1013.cif,f63de133ca180dfa897010903627023601322809fe1cbbc7c52020196054a320,18,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,True,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00019,MatterGen,mattergen_base_unconditional_smoke,Dy8 Hg2 S2,Dy4HgS,Dy-Hg-S,ABC4,12,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1014.cif,e3855cb231473ab8aae1b690ea04530566f64848aa92b0626a53218c6d538f45,19,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,False,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
mattergen_pilot_5k_3gpu_00020,MatterGen,mattergen_base_unconditional_smoke,Ba3 H2 N2 O12,Ba3H2(NO6)2,Ba-H-N-O,A2B2C3D12,19,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1015.cif,881d68a3b532273e72a6b600351f8ffa4cc5ee004f2976627458dc1ef0807455,20,pymatgen_readable_smoke_candidate,no_wbm_matbench_formula_match,WBM_Matbench_formula_level;MP_OQMD_Alexandria_GNoME_unavailable_in_smoke,not_run_smoke_formula_level_only,True,False,False,available_source_strict_public_label_free,WBM_Matbench_formula_exclusion;alex-mp_v20_structure_match_same_formula,OQMD_structure_index;GNoME_structure_index;AFLOW_structure_index;NOMAD_structure_index,True
