candidate_id,formula,structure_ref,structure_sha256,score_model,score_model_version,score_status,energy_per_atom,formation_energy_proxy,predicted_e_above_hull_proxy,score,raw_rank
mattergen_pilot_5k_3gpu_03957,Ta7 Mo1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1553.cif,9a93eec44a5dd0e13a4405f4ddf2572c5d94da279c165a23da8d036c7e3ff87b,MACE-MP-small,mace_mp_small_smoke,scored,-11.820018768310547,-10.518210369910307,-10.518210369910307,10.518210369910307,1
mattergen_pilot_5k_3gpu_00181,Ta10 W6,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1160.cif,4bc0b3e52c6ef1ca4fa415080bb3ee7afdfd47c32d549c2f34b4e6116d87414a,MACE-MP-small,mace_mp_small_smoke,scored,-12.31274127960205,-8.095871954847524,-8.095871954847524,8.095871954847524,2
mattergen_pilot_5k_3gpu_02201,Y2 Cr3 Si1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1467.cif,5ad310a463dbd805a42f75b300ebcbf56d466749599439507f43d7177a744f42,MACE-MP-small,mace_mp_small_smoke,scored,-7.870299021402995,-6.965939472710604,-6.965939472710604,6.965939472710604,3
mattergen_pilot_5k_3gpu_02131,Ta2 Mo1 Os1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1403.cif,226965f345b879d952e121f66ab90a9605472d83f731962f60050b0eb3594841,MACE-MP-small,mace_mp_small_smoke,scored,-11.751321792602539,-6.318929769761622,-6.318929769761622,6.318929769761622,4
mattergen_pilot_5k_3gpu_00625,Pr1 Y7,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1560.cif,4faf54b4901ed8ab7c3ddfb06aacf63a13b4689df08df1fae684584b79b8e7c9,MACE-MP-small,mace_mp_small_smoke,scored,-6.236723899841309,-5.597684948817026,-5.597684948817026,5.597684948817026,5
mattergen_pilot_5k_3gpu_04274,Ta4 Si2 B4,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_345.cif,fb8d15fc259d82451c03a63c2f26e8a00f32123012b083bb10d4471a84d9fe19,MACE-MP-small,mace_mp_small_smoke,scored,-9.040535736083985,-5.430219320702403,-5.430219320702403,5.430219320702403,6
mattergen_pilot_5k_3gpu_03869,Pr1 Ta2 Ge2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1474.cif,34a6cd719f349e419ee3f49c5b81b67b53929f3c1061183be18ed05602aefa14,MACE-MP-small,mace_mp_small_smoke,scored,-7.995689392089844,-5.2985153987928495,-5.2985153987928495,5.2985153987928495,7
mattergen_pilot_5k_3gpu_03064,Y4 C1 S1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_750.cif,de01280be7c63a85607f9874b22bcb75d7a04dc9587ac2a4cfdd92de9245d407,MACE-MP-small,mace_mp_small_smoke,scored,-7.396460215250651,-5.278845177287984,-5.278845177287984,5.278845177287984,8
mattergen_pilot_5k_3gpu_00766,Ta4 Pt2 O12,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_176.cif,0d857d7df694d8c4655e5baa8e28e4fcd07643a5e2bc63d4cb842918bd7fd1f5,MACE-MP-small,mace_mp_small_smoke,scored,-8.721137152777779,-5.17607044476958,-5.17607044476958,5.17607044476958,9
mattergen_pilot_5k_3gpu_00993,La1 Y4,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_380.cif,9545e789bb523e625b6181923d4d5900318c8803acf60dd2fc577b581b32513f,MACE-MP-small,mace_mp_small_smoke,scored,-6.132585144042968,-5.164723291036098,-5.164723291036098,5.164723291036098,10
mattergen_pilot_5k_3gpu_04884,Y6 As1 P3 Se2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_895.cif,0c5de6ec363b03acb2c8494b44df4a76a624d37f975e6547b7259f35b252e029,MACE-MP-small,mace_mp_small_smoke,scored,-7.306640625,-5.049509654269409,-5.049509654269409,5.049509654269409,11
mattergen_pilot_5k_3gpu_03479,Y4 Bi1 P1 Se2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1122.cif,5831a2d2f6052fe79b144c991830cca2ee7763a6458adb5168ba1de1c71dba5c,MACE-MP-small,mace_mp_small_smoke,scored,-6.839623928070068,-4.923716145477666,-4.923716145477666,4.923716145477666,12
mattergen_pilot_5k_3gpu_04856,Y8 In2 Co1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_87.cif,12bff6cd5de7fa38321f0b27dd0124c169b5782f586eba734dc485432d07a2d3,MACE-MP-small,mace_mp_small_smoke,scored,-6.057965365323153,-4.90909042805232,-4.90909042805232,4.90909042805232,13
mattergen_pilot_5k_3gpu_03662,Ta1 Nb1 O5,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1288.cif,efd2e827dbdb3790cc93dee0ae029e5b144f3a0ccc161e1b9b5cc64ecdbae4eb,MACE-MP-small,mace_mp_small_smoke,scored,-9.360044206891741,-4.8445079913561395,-4.8445079913561395,4.8445079913561395,14
mattergen_pilot_5k_3gpu_04782,Y6 Mn1 Si2 O3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_802.cif,41206a24a2835eb398110eb8a2c4ea5c4b02b74696e219cef94386806a9cfdec,MACE-MP-small,mace_mp_small_smoke,scored,-7.533156077067058,-4.84073048901211,-4.84073048901211,4.84073048901211,15
mattergen_pilot_5k_3gpu_01741,Y6 Se8,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1052.cif,95eae171d99e20e47a3f858487814de471abe65b7fcb6463796bec884e9879d9,MACE-MP-small,mace_mp_small_smoke,scored,-6.545070103236607,-4.807792602640434,-4.807792602640434,4.807792602640434,16
mattergen_pilot_5k_3gpu_02663,Y6 V1 Sb2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_39.cif,4759a29eebc977e2a8c2fc6ac602f45090718c6bcfe20bbe384cd8a676eeb031,MACE-MP-small,mace_mp_small_smoke,scored,-6.693677690294054,-4.802096834488904,-4.802096834488904,4.802096834488904,17
mattergen_pilot_5k_3gpu_02732,Ta3 Mo5,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_451.cif,dc505d76461a2ae3e56d6f45a3624063a307877fc006054505c17754993305f6,MACE-MP-small,mace_mp_small_smoke,scored,-11.309113502502441,-4.800071510501244,-4.800071510501244,4.800071510501244,18
mattergen_pilot_5k_3gpu_01331,Tm1 Ta2 Mo1 O8,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_685.cif,77c018120c62646b9473b8916c28821458a350840924c59a7a2a725a1ec10936,MACE-MP-small,mace_mp_small_smoke,scored,-8.870346069335938,-4.767574472828791,-4.767574472828791,4.767574472828791,19
mattergen_pilot_5k_3gpu_02637,Cs2 Ta2 N2 F6,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_366.cif,ba1e3edb2bb4e6dbd64ad097c7ed67292763502206bd466c3219d769fda181b7,MACE-MP-small,mace_mp_small_smoke,scored,-6.982155481974284,-4.748416285081342,-4.748416285081342,4.748416285081342,20
mattergen_pilot_5k_3gpu_00012,Pr1 Y3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1008.cif,d3cfb94de0fc4e4395419df6cc21a6fbb2b6a240c4fb4c6109ad1ab05d6f899f,MACE-MP-small,mace_mp_small_smoke,scored,-6.018643379211426,-4.7405654771628605,-4.7405654771628605,4.7405654771628605,21
mattergen_pilot_5k_3gpu_00617,Y5 Tm1 Se6,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1553.cif,26fdece26389322848dc52afdc13587710daa517424d4d12379d3dd836b390ef,MACE-MP-small,mace_mp_small_smoke,scored,-6.553888320922852,-4.670068157375876,-4.670068157375876,4.670068157375876,22
mattergen_pilot_5k_3gpu_02532,Ho2 Zr1 Ti1 O7,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_271.cif,e9bf570f9724ffb801483fed35f8182b1ca486ff7f90822a2db08f1b5581f02b,MACE-MP-small,mace_mp_small_smoke,scored,-8.849965875799006,-4.625168105288015,-4.625168105288015,4.625168105288015,23
